序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
456,新北市,2015/09/08,新店,2.7,0.37,-,36.3,29,13,12.87,2.42,10.45,-,-,-,4.34,2.93,26.63,-,-,70.2,-
457,新北市,2015/09/08,淡水,1.7,0.31,-,37.5,35,9,8.49,1.02,7.48,-,-,-,-,-,-,-,-,-,-
458,新北市,2015/09/08,汐止,2.6,0.33,-,29.4,18,10,18.71,3.93,14.78,-,-,-,1.84,1.56,27.3,-,-,78.02,-
459,新北市,2015/09/08,土城,1.3,0.38,-,41.1,31,14,12.0,1.29,10.7,2.034,0.124,1.909,1.46,0.59,27.34,-,-,65.73,-
460,新北市,2015/09/08,林口,1.3,0.29,-,42.1,33,10,14.71,2.36,12.34,-,-,-,3.15,2.69,25.76,-,-,81.47,-
461,新北市,2015/09/08,萬里,1.0,0.18,-,57.6,35,7,4.02,1.23,2.77,-,-,-,4.76,4.23,28.18,0.0,0.0,70.7,0.0
462,新北市,2015/09/07,板橋,2.6,0.65,-,31.1,34,16,24.43,2.85,21.58,2.244,0.223,2.021,1.57,1.24,26.59,2.75,4.59,77.36,12.63
463,新北市,2015/09/07,三重,3.7,1.56,-,-,46,14,78.62,38.87,39.75,2.667,0.542,2.125,-,-,26.79,-,-,80.48,-
464,新北市,2015/09/07,菜寮,2.4,0.8,-,25.7,36,15,26.31,2.97,23.33,-,-,-,0.65,0.31,26.35,-,-,83.02,-
465,新北市,2015/09/07,永和,1.1,0.94,-,25.1,25,18,32.7,9.94,22.76,2.252,0.28,1.972,1.3,1.05,26.09,-,-,79.02,-
466,新北市,2015/09/07,新莊,2.9,0.64,-,36.5,27,15,22.2,2.44,19.77,-,-,-,1.61,1.32,26.48,-,-,87.28,-
467,新北市,2015/09/07,新店,2.1,0.44,-,30.0,23,13,15.05,2.47,12.59,-,-,-,3.51,2.98,25.49,-,-,81.76,-
468,新北市,2015/09/07,淡水,1.4,0.56,-,35.4,45,18,16.2,2.01,14.17,-,-,-,-,-,-,-,-,-,-
469,新北市,2015/09/07,汐止,2.2,0.44,-,32.7,12,13,20.78,2.31,18.46,-,-,-,1.38,1.05,26.13,-,-,89.52,-
470,新北市,2015/09/07,土城,0.9,0.48,-,33.9,35,17,19.26,2.83,16.42,2.087,0.151,1.936,1.4,0.86,25.8,-,-,80.18,-
471,新北市,2015/09/07,林口,2.9,0.51,-,39.3,42,22,23.23,3.1,20.12,-,-,-,2.14,1.86,24.32,-,-,92.61,-
472,新北市,2015/09/07,萬里,1.8,0.28,-,54.4,33,13,5.56,0.87,4.68,-,-,-,2.76,2.23,26.2,8.81,4.83,84.29,27.87
473,新北市,2015/09/06,板橋,3.7,0.39,-,28.2,39,16,18.67,4.02,14.65,2.097,0.153,1.944,2.59,2.07,30.66,2.0,4.6,65.41,12.55
474,新北市,2015/09/06,三重,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
475,新北市,2015/09/06,菜寮,2.9,0.45,-,22.1,35,12,19.15,5.37,13.78,-,-,-,0.99,0.35,30.55,-,-,65.93,-
476,新北市,2015/09/06,永和,2.3,0.7,-,24.4,31,16,24.11,7.18,16.92,2.089,0.22,1.869,1.83,1.36,30.63,-,-,62.81,-
477,新北市,2015/09/06,新莊,3.5,0.37,-,27.8,26,11,14.76,2.59,12.17,-,-,-,2.9,2.39,30.47,-,-,71.43,-
478,新北市,2015/09/06,新店,1.8,0.3,-,30.8,33,16,10.04,1.79,8.25,-,-,-,4.45,3.47,29.92,-,-,68.01,-
479,新北市,2015/09/06,淡水,2.7,0.29,-,25.9,41,13,13.8,2.14,11.66,-,-,-,-,-,-,-,-,-,-
480,新北市,2015/09/06,汐止,2.1,0.43,-,27.8,13,12,16.01,3.73,12.28,-,-,-,1.76,1.44,30.45,-,-,69.03,-
481,新北市,2015/09/06,土城,1.8,0.36,-,27.6,36,16,14.26,2.34,11.9,1.974,0.118,1.857,1.94,1.52,29.56,-,-,69.74,-
482,新北市,2015/09/06,林口,3.0,0.24,-,31.3,39,15,10.98,2.24,8.74,-,-,-,3.92,3.45,27.93,-,-,79.91,-
483,新北市,2015/09/06,萬里,2.9,0.27,-,33.7,27,15,9.62,1.75,7.87,-,-,-,2.86,2.22,29.79,6.75,4.91,70.25,19.85
484,新北市,2015/09/05,板橋,5.7,0.52,-,22.2,45,19,30.88,10.17,20.71,2.231,0.258,1.973,2.13,1.91,29.99,0.0,0.0,67.43,0.0
485,新北市,2015/09/05,菜寮,3.8,0.6,-,17.7,38,14,28.8,9.93,18.87,-,-,-,0.81,0.34,30.04,-,-,65.94,-
486,新北市,2015/09/05,永和,3.8,0.95,-,18.3,36,19,38.72,16.34,22.38,2.235,0.341,1.894,1.61,1.26,29.88,-,-,65.43,-
487,新北市,2015/09/05,新莊,5.4,0.46,-,22.0,29,12,22.73,7.01,15.72,-,-,-,2.14,1.89,29.78,-,-,73.04,-
488,新北市,2015/09/05,新店,1.3,0.4,-,26.7,40,20,14.8,3.04,11.76,-,-,-,3.94,3.35,29.12,-,-,71.55,-
489,新北市,2015/09/05,淡水,4.0,0.41,-,17.7,42,13,20.3,5.98,14.31,-,-,-,-,-,-,-,-,-,-
490,新北市,2015/09/05,汐止,-,0.61,-,22.5,8,11,28.53,9.82,18.71,-,-,-,1.46,1.19,30.01,-,-,70.89,-
491,新北市,2015/09/05,土城,3.7,0.45,-,21.5,41,18,24.09,8.34,15.76,2.035,0.188,1.847,1.44,1.11,28.69,-,-,72.54,-
492,新北市,2015/09/05,林口,3.9,0.31,-,23.1,38,19,20.98,5.16,15.83,-,-,-,3.08,2.85,27.67,-,-,77.69,-
493,新北市,2015/09/05,萬里,3.1,0.33,-,31.8,28,15,15.28,2.88,12.4,-,-,-,2.65,2.38,29.08,0.0,0.0,71.32,0.0
494,新北市,2015/09/04,板橋,7.0,0.71,-,14.6,51,23,42.14,13.61,28.54,2.549,0.51,2.04,1.43,0.94,29.64,0.0,0.0,70.23,0.0
495,新北市,2015/09/04,三重,5.3,1.56,-,-,48,12,108.13,79.51,28.63,2.603,0.626,1.977,-,-,29.8,-,-,68.27,-
496,新北市,2015/09/04,菜寮,5.5,0.6,-,9.1,31,10,29.54,11.36,18.18,-,-,-,0.6,0.33,29.08,-,-,71.43,-
497,新北市,2015/09/04,永和,3.9,1.49,-,12.7,37,19,60.52,32.06,28.46,2.389,0.513,1.875,1.13,0.73,29.42,-,-,66.49,-
498,新北市,2015/09/04,新莊,5.5,0.63,-,9.6,39,19,41.24,16.59,24.65,-,-,-,1.48,0.77,29.52,-,-,77.8,-
499,新北市,2015/09/04,新店,3.8,0.63,-,28.6,43,24,27.02,6.33,20.69,-,-,-,3.04,2.17,28.62,-,-,73.19,-
500,新北市,2015/09/04,淡水,2.9,0.32,-,13.9,37,12,14.2,4.53,9.67,-,-,-,-,-,-,-,-,-,-
501,新北市,2015/09/04,汐止,-,0.59,-,12.0,25,16,36.8,14.77,22.04,-,-,-,1.25,0.91,29.18,-,-,76.64,-
502,新北市,2015/09/04,土城,4.4,0.71,-,18.4,57,29,41.11,16.33,24.77,2.333,0.411,1.922,1.25,0.82,28.62,-,-,75.83,-
503,新北市,2015/09/04,林口,4.8,0.22,-,20.5,38,21,17.46,6.56,10.9,-,-,-,1.43,0.63,26.96,-,-,86.88,-
504,新北市,2015/09/04,萬里,3.0,0.25,-,24.9,34,18,9.15,2.09,7.06,-,-,-,2.39,2.07,27.39,0.0,0.0,82.54,0.0
505,新北市,2015/09/03,板橋,5.5,0.74,-,24.4,49,19,38.9,10.26,28.65,2.42,0.431,1.989,1.35,0.95,29.31,0.0,0.0,70.97,0.0
506,新北市,2015/09/03,三重,3.8,1.46,-,-,51,19,92.32,56.56,35.76,2.583,0.562,2.021,-,-,29.28,-,-,71.13,-
507,新北市,2015/09/03,菜寮,2.8,0.72,-,17.2,34,14,33.77,8.71,25.05,-,-,-,0.57,0.31,28.66,-,-,73.79,-
508,新北市,2015/09/03,永和,2.9,1.12,-,22.7,35,18,42.12,15.09,27.04,2.237,0.388,1.849,1.24,0.94,28.86,-,-,69.41,-
509,新北市,2015/09/03,新莊,4.6,0.68,-,19.3,35,14,47.66,16.44,31.22,-,-,-,1.45,0.85,29.19,-,-,79.22,-
510,新北市,2015/09/03,新店,2.0,0.44,-,31.0,33,19,17.29,3.47,13.82,-,-,-,3.48,2.6,28.16,-,-,74.01,-
511,新北市,2015/09/03,淡水,2.5,0.49,-,23.0,44,16,23.09,7.54,15.55,-,-,-,-,-,-,-,-,-,-
512,新北市,2015/09/03,汐止,3.1,0.6,-,28.4,41,25,30.46,9.19,21.27,-,-,-,1.28,0.93,28.74,-,-,79.77,-
513,新北市,2015/09/03,土城,4.3,0.62,-,28.7,48,21,32.03,10.96,21.07,2.174,0.304,1.87,1.12,0.76,28.21,-,-,76.01,-
514,新北市,2015/09/03,林口,3.5,0.3,-,29.2,43,22,19.44,5.17,14.27,-,-,-,1.54,0.98,27.07,-,-,86.03,-
515,新北市,2015/09/03,萬里,3.1,0.28,-,35.7,36,18,9.85,2.01,7.85,-,-,-,2.3,2.2,27.43,0.0,0.0,82.08,0.0
516,新北市,2015/09/02,板橋,3.5,0.87,-,24.4,36,15,40.12,9.12,31.0,2.569,0.449,2.119,1.32,0.86,27.9,0.0,0.0,76.13,0.0
517,新北市,2015/09/02,三重,3.0,1.9,-,-,51,9,103.86,69.74,34.12,2.865,0.75,2.115,-,-,28.13,-,-,75.23,-
518,新北市,2015/09/02,菜寮,2.6,0.95,-,14.6,23,6,39.53,12.42,27.11,-,-,-,0.61,0.37,27.41,-,-,79.04,-
519,新北市,2015/09/02,永和,2.6,1.15,-,18.7,21,11,40.28,16.89,23.39,2.34,0.397,1.943,1.24,0.81,27.26,-,-,75.57,-
520,新北市,2015/09/02,新莊,3.0,0.84,-,21.7,24,10,43.55,10.66,32.89,-,-,-,1.43,0.85,27.96,-,-,82.43,-
521,新北市,2015/09/02,新店,1.2,0.44,-,26.3,20,11,17.15,3.27,13.89,-,-,-,3.13,2.54,26.43,-,-,79.81,-
522,新北市,2015/09/02,淡水,1.9,0.6,-,19.6,34,11,25.43,6.34,19.09,-,-,-,-,-,-,-,-,-,-
523,新北市,2015/09/02,汐止,4.2,0.64,-,11.7,28,17,36.47,14.19,22.28,-,-,-,1.02,0.78,27.57,-,-,84.34,-
524,新北市,2015/09/02,土城,2.6,0.69,-,23.0,35,17,34.63,11.32,23.31,2.233,0.324,1.909,1.3,0.92,26.77,-,-,81.16,-
525,新北市,2015/09/02,林口,3.8,0.5,-,20.5,30,16,34.3,10.45,23.85,-,-,-,2.01,1.51,26.47,-,-,86.11,-
526,新北市,2015/09/02,萬里,3.7,0.27,-,24.9,32,11,12.14,2.56,9.58,-,-,-,2.29,1.95,26.67,0.0,0.0,84.16,0.0
527,新北市,2015/09/01,板橋,3.6,0.98,-,16.0,35,13,46.7,15.22,31.48,2.652,0.512,2.141,1.12,0.73,27.15,1.6,4.29,80.44,10.69
528,新北市,2015/09/01,三重,2.3,1.8,-,-,43,7,120.11,83.93,36.18,2.919,0.71,2.209,-,-,27.1,-,-,81.59,-
529,新北市,2015/09/01,菜寮,2.2,0.97,-,11.2,23,6,45.19,18.5,26.7,-,-,-,0.52,0.31,26.48,-,-,86.1,-
530,新北市,2015/09/01,永和,2.0,1.27,-,10.4,23,11,50.48,23.49,26.99,2.476,0.438,2.039,1.07,0.77,26.71,-,-,80.41,-
531,新北市,2015/09/01,新莊,5.4,0.83,-,16.1,25,9,48.38,18.05,30.33,-,-,-,1.22,0.63,27.07,-,-,88.24,-
532,新北市,2015/09/01,新店,1.5,0.48,-,17.3,20,12,21.57,5.64,15.93,-,-,-,2.42,1.5,26.38,-,-,82.63,-
533,新北市,2015/09/01,淡水,2.9,0.56,-,17.9,35,10,23.54,6.37,17.17,-,-,-,-,-,-,-,-,-,-
534,新北市,2015/09/01,汐止,3.8,0.58,-,13.2,22,16,34.02,12.73,21.28,-,-,-,1.13,0.76,26.95,-,-,87.57,-
535,新北市,2015/09/01,土城,2.5,0.65,-,19.1,27,14,34.55,12.05,22.5,2.265,0.348,1.918,1.07,0.57,26.16,-,-,84.06,-
536,新北市,2015/09/01,林口,3.4,0.45,-,20.5,31,14,32.49,11.44,21.05,-,-,-,1.66,1.19,25.33,-,-,90.5,-
537,新北市,2015/09/01,萬里,2.0,0.29,-,23.3,41,12,12.96,3.3,9.65,-,-,-,1.96,1.64,25.86,3.71,6.09,89.25,17.02
538,臺中市,2015/09/30,西屯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-,0.0
539,臺中市,2015/09/30,忠明,2.3,0.64,-,27.9,34,19,26.91,8.19,18.72,2.102,0.212,1.89,1.6,0.97,28.17,-,-,75.5,-
540,臺中市,2015/09/30,豐原,1.3,0.37,-,-,26,18,10.72,1.74,8.99,1.762,0.099,1.663,1.94,1.59,27.63,-,-,76.19,-
541,臺中市,2015/09/30,沙鹿,3.1,0.5,-,30.5,47,36,22.6,3.5,19.1,-,-,-,1.67,0.96,27.96,-,-,81.03,-
542,臺中市,2015/09/30,大里,1.8,0.59,440.57,32.5,40,21,23.58,5.26,18.33,2.106,0.244,1.862,1.81,1.26,28.98,-,-,73.46,-
543,臺中市,2015/09/29,西屯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.0,4.96,-,63.29
544,臺中市,2015/09/29,忠明,2.3,0.51,-,26.8,18,15,17.87,5.39,12.47,1.876,0.117,1.761,2.65,2.19,26.19,-,-,82.95,-
545,臺中市,2015/09/29,豐原,0.7,0.39,-,-,20,12,8.24,0.88,7.37,1.778,0.101,1.677,4.19,4.08,25.9,-,-,81.01,-
546,臺中市,2015/09/29,沙鹿,1.9,0.31,-,29.4,43,23,12.47,1.46,11.01,-,-,-,5.49,5.35,28.22,-,-,87.43,-
547,臺中市,2015/09/29,大里,1.6,0.57,412.3,27.0,49,14,16.78,4.33,12.45,2.012,0.189,1.824,3.45,3.12,27.3,-,-,78.52,-
548,臺中市,2015/09/28,西屯,1.2,0.16,-,37.4,16,2,6.46,1.04,5.42,1.725,0.026,1.699,8.67,3.46,26.7,1.8,5.42,89.99,123.39
549,臺中市,2015/09/28,忠明,1.8,0.2,-,34.7,10,4,6.43,0.75,5.65,1.694,0.018,1.676,3.75,1.37,25.61,-,-,85.3,-
550,臺中市,2015/09/28,豐原,0.7,0.18,-,32.1,6,4,4.91,0.73,4.17,1.601,0.009,1.592,5.27,2.13,25.43,-,-,83.88,-
551,臺中市,2015/09/28,沙鹿,1.5,0.19,-,39.6,40,9,5.82,0.94,4.88,-,-,-,10.67,2.7,27.85,-,-,93.33,-
552,臺中市,2015/09/28,大里,1.1,0.31,413.9,26.6,24,9,9.6,1.26,8.34,1.813,0.062,1.751,4.3,2.46,26.5,-,-,80.6,-
553,臺中市,2015/09/27,西屯,1.9,0.24,-,54.3,38,14,6.35,1.05,5.3,1.772,0.038,1.734,6.59,3.17,26.46,0.0,0.0,70.78,0.0
554,臺中市,2015/09/27,忠明,1.6,0.28,-,52.1,33,13,8.92,1.06,7.88,1.731,0.031,1.7,3.08,1.14,25.87,-,-,64.8,-
555,臺中市,2015/09/27,豐原,1.5,0.24,-,49.8,17,13,6.38,1.46,4.92,1.659,0.027,1.632,3.05,1.45,25.31,-,-,65.55,-
556,臺中市,2015/09/27,沙鹿,1.4,0.27,-,54.8,49,14,7.68,1.06,6.62,-,-,-,8.42,2.49,25.36,-,-,74.43,-
557,臺中市,2015/09/27,大里,1.8,0.32,407.43,51.0,32,14,10.51,1.62,8.88,1.799,0.05,1.749,3.2,1.26,27.54,-,-,62.22,-
558,臺中市,2015/09/26,西屯,2.7,0.28,-,40.9,46,21,15.07,2.31,12.76,1.901,0.117,1.783,4.38,1.61,28.19,0.0,0.0,68.64,0.0
559,臺中市,2015/09/26,忠明,1.4,0.38,-,37.4,40,21,18.66,1.0,17.69,1.867,0.127,1.739,2.47,1.07,27.63,-,-,63.86,-
560,臺中市,2015/09/26,豐原,2.6,0.33,-,37.7,27,18,10.76,1.29,9.48,1.757,0.096,1.662,2.25,0.9,26.93,-,-,68.73,-
561,臺中市,2015/09/26,沙鹿,2.8,0.32,-,40.2,49,15,16.45,1.55,14.9,-,-,-,5.67,1.71,26.86,-,-,71.3,-
562,臺中市,2015/09/26,大里,3.1,0.46,420.79,37.9,50,24,20.36,1.48,18.86,1.974,0.167,1.807,2.75,1.17,29.04,-,-,63.72,-
563,臺中市,2015/09/25,西屯,2.8,0.44,-,-,59,-,26.08,4.88,21.2,2.129,0.271,1.858,2.17,1.22,29.64,0.0,0.0,73.47,0.0
564,臺中市,2015/09/25,忠明,1.4,0.52,-,36.7,50,31,24.58,1.97,22.6,2.029,0.22,1.808,1.74,0.96,28.86,-,-,69.07,-
565,臺中市,2015/09/25,豐原,3.6,0.56,-,45.6,37,29,14.65,1.54,13.1,1.855,0.158,1.696,1.8,1.13,28.05,-,-,71.53,-
566,臺中市,2015/09/25,沙鹿,3.3,0.47,-,34.1,54,25,23.62,2.78,20.82,-,-,-,2.63,1.21,27.99,-,-,76.01,-
567,臺中市,2015/09/25,大里,3.2,0.56,430.28,41.3,51,31,22.27,2.68,19.59,2.06,0.235,1.825,1.85,1.29,29.77,-,-,68.02,-
568,臺中市,2015/09/24,西屯,3.6,0.38,-,-,53,-,20.03,2.64,17.39,2.142,0.285,1.858,1.75,1.42,28.7,0.0,0.0,77.85,0.0
569,臺中市,2015/09/24,忠明,2.6,0.45,-,30.6,46,30,19.86,1.9,17.95,1.961,0.189,1.771,1.71,1.19,28.32,-,-,72.15,-
570,臺中市,2015/09/24,豐原,3.4,0.37,-,38.0,39,37,13.33,1.25,12.07,1.811,0.137,1.674,1.93,1.6,27.23,-,-,74.31,-
571,臺中市,2015/09/24,沙鹿,3.4,0.37,-,29.1,50,26,15.01,0.97,13.99,-,-,-,2.17,1.54,27.77,-,-,78.64,-
572,臺中市,2015/09/24,大里,2.5,0.5,428.06,33.0,52,29,19.75,2.79,16.96,2.112,0.276,1.835,1.61,1.23,29.06,-,-,72.56,-
573,臺中市,2015/09/23,西屯,5.4,0.48,-,31.4,58,36,23.25,4.08,19.17,2.159,0.343,1.816,1.6,1.41,29.17,0.0,0.0,74.64,0.0
574,臺中市,2015/09/23,忠明,4.7,0.55,-,31.1,51,36,22.63,2.37,20.26,2.007,0.228,1.779,1.58,1.14,28.38,-,-,69.42,-
575,臺中市,2015/09/23,豐原,4.2,0.52,-,36.5,53,35,17.3,1.99,15.31,1.858,0.166,1.692,1.91,1.63,27.27,-,-,72.14,-
576,臺中市,2015/09/23,沙鹿,6.0,0.52,-,31.2,62,32,22.91,3.43,19.48,-,-,-,1.72,1.35,27.91,-,-,77.59,-
577,臺中市,2015/09/23,大里,3.4,0.49,430.11,35.6,52,37,18.92,1.83,17.09,2.071,0.229,1.843,1.72,1.48,28.96,-,-,70.93,-
578,臺中市,2015/09/22,西屯,3.6,0.43,-,34.8,61,31,19.8,2.84,16.97,2.003,0.185,1.818,2.07,1.33,28.66,0.0,0.0,74.25,0.0
579,臺中市,2015/09/22,忠明,3.4,0.51,-,36.6,54,38,19.94,2.35,17.59,1.949,0.172,1.777,1.78,1.12,27.9,-,-,68.94,-
580,臺中市,2015/09/22,豐原,3.5,0.42,-,43.4,41,35,12.62,1.26,11.35,1.805,0.105,1.7,1.94,1.63,26.8,-,-,71.47,-
581,臺中市,2015/09/22,沙鹿,4.9,0.49,-,38.8,68,36,19.11,1.81,17.3,-,-,-,2.26,1.21,27.67,-,-,77.76,-
582,臺中市,2015/09/22,大里,4.7,0.6,432.08,39.1,68,43,21.52,2.24,19.29,2.118,0.265,1.853,1.56,1.18,28.92,-,-,68.57,-
583,臺中市,2015/09/21,西屯,4.4,0.46,-,42.8,67,38,21.41,2.45,18.96,2.01,0.176,1.833,1.87,1.41,28.63,0.0,0.0,71.33,0.0
584,臺中市,2015/09/21,忠明,5.3,0.52,-,44.7,61,44,20.91,1.36,19.54,1.958,0.164,1.793,1.68,1.23,27.86,-,-,65.99,-
585,臺中市,2015/09/21,豐原,3.2,0.43,-,51.8,53,34,12.08,2.17,9.91,1.812,0.094,1.718,1.85,1.63,26.55,-,-,69.36,-
586,臺中市,2015/09/21,沙鹿,4.1,0.45,-,44.9,69,37,18.32,1.35,16.97,-,-,-,2.02,1.35,27.26,-,-,76.05,-
587,臺中市,2015/09/21,大里,5.0,0.58,435.77,44.0,72,45,21.38,1.09,20.3,2.07,0.199,1.871,1.59,1.18,28.78,-,-,66.93,-
588,臺中市,2015/09/20,西屯,5.0,0.44,-,60.3,76,45,16.53,0.96,15.58,1.969,0.133,1.836,1.77,1.51,28.49,0.0,0.0,68.41,0.0
589,臺中市,2015/09/20,忠明,4.6,0.47,-,60.4,73,49,18.48,0.79,17.68,1.928,0.112,1.816,1.62,1.23,27.71,-,-,63.74,-
590,臺中市,2015/09/20,豐原,-,0.52,-,-,67,51,15.2,1.74,13.46,1.86,0.12,1.74,1.99,1.63,26.74,-,-,67.05,-
591,臺中市,2015/09/20,沙鹿,5.1,0.45,-,64.3,78,42,15.82,1.16,14.66,-,-,-,2.01,1.45,27.2,-,-,71.43,-
592,臺中市,2015/09/20,大里,4.1,0.54,430.32,59.5,88,56,17.73,0.85,16.87,2.033,0.148,1.885,1.81,1.54,28.57,-,-,65.61,-
593,臺中市,2015/09/19,西屯,2.8,0.41,-,48.3,67,36,25.64,2.86,22.78,2.104,0.221,1.883,1.8,0.96,27.46,0.0,0.0,66.25,0.0
594,臺中市,2015/09/19,忠明,3.0,0.5,-,49.2,62,43,27.73,2.09,25.64,2.059,0.22,1.839,1.62,0.87,26.87,-,-,62.23,-
595,臺中市,2015/09/19,豐原,2.5,0.41,-,-,41,32,13.87,1.6,12.28,1.867,0.139,1.728,1.84,1.36,26.09,-,-,65.52,-
596,臺中市,2015/09/19,沙鹿,2.3,0.39,-,48.1,60,28,19.1,1.38,17.67,-,-,-,2.75,1.22,25.92,-,-,68.32,-
597,臺中市,2015/09/19,大里,2.6,0.56,427.37,53.8,76,44,22.62,1.5,21.12,2.149,0.246,1.903,1.73,1.32,27.88,-,-,66.02,-
598,臺中市,2015/09/18,西屯,3.0,0.29,-,47.6,52,27,17.23,1.62,15.62,1.936,0.124,1.812,3.16,1.32,27.14,0.0,0.0,63.96,0.0
599,臺中市,2015/09/18,忠明,2.5,0.4,-,42.7,43,26,22.65,1.86,20.78,1.959,0.161,1.798,2.05,1.13,26.77,-,-,59.26,-
600,臺中市,2015/09/18,豐原,2.3,0.29,-,50.9,27,19,10.1,1.36,8.74,1.819,0.111,1.709,1.99,1.1,26.15,-,-,60.37,-
601,臺中市,2015/09/18,沙鹿,2.5,0.3,-,48.9,51,17,15.91,1.48,14.43,-,-,-,4.07,1.56,25.58,-,-,67.88,-
602,臺中市,2015/09/18,大里,2.6,0.53,427.86,44.8,59,32,25.56,3.91,21.65,2.158,0.247,1.911,2.15,1.28,28.2,-,-,62.58,-
603,臺中市,2015/09/17,西屯,1.9,0.33,-,43.1,51,29,16.35,2.3,14.04,1.964,0.11,1.854,2.96,1.1,28.26,0.0,0.0,71.08,0.0
604,臺中市,2015/09/17,忠明,2.4,0.4,-,38.4,38,22,19.17,1.77,17.4,1.921,0.152,1.77,2.14,1.22,27.7,-,-,65.88,-
605,臺中市,2015/09/17,豐原,2.6,0.31,-,43.5,31,21,9.15,1.34,7.8,1.805,0.112,1.693,2.0,1.28,27.16,-,-,67.34,-
606,臺中市,2015/09/17,沙鹿,2.6,0.31,-,43.3,46,14,14.54,1.53,13.01,-,-,-,3.91,1.34,26.57,-,-,74.7,-
607,臺中市,2015/09/17,大里,1.6,0.46,421.22,48.6,50,29,18.69,2.85,15.84,2.035,0.193,1.842,1.95,1.18,29.13,-,-,65.54,-
608,臺中市,2015/09/16,西屯,2.7,0.28,-,33.9,49,24,18.0,2.8,15.2,1.932,0.156,1.776,2.95,1.08,28.69,0.0,0.0,76.77,0.0
609,臺中市,2015/09/16,忠明,2.4,0.4,-,32.1,41,24,19.77,1.99,17.75,1.925,0.164,1.762,2.01,0.97,27.96,-,-,71.82,-
610,臺中市,2015/09/16,豐原,2.5,0.35,-,36.3,41,17,11.07,1.63,9.43,1.846,0.137,1.709,1.83,0.9,27.51,-,-,72.45,-
611,臺中市,2015/09/16,沙鹿,2.6,0.32,-,30.4,42,12,16.63,2.42,14.21,-,-,-,3.93,1.39,27.15,-,-,81.03,-
612,臺中市,2015/09/16,大里,2.1,0.51,426.84,42.0,50,26,19.72,2.6,17.13,2.05,0.206,1.843,1.96,1.13,29.26,-,-,70.02,-
613,臺中市,2015/09/15,西屯,4.6,0.36,-,39.4,62,31,19.63,2.15,17.46,2.036,0.219,1.817,2.16,1.27,29.03,0.0,0.0,74.34,0.0
614,臺中市,2015/09/15,忠明,3.6,0.44,-,41.3,50,34,19.11,1.84,17.27,1.954,0.162,1.792,1.74,1.0,28.39,-,-,68.8,-
615,臺中市,2015/09/15,豐原,3.2,0.41,-,47.4,43,30,12.88,1.17,11.69,1.872,0.135,1.737,1.93,1.45,27.45,-,-,71.14,-
616,臺中市,2015/09/15,沙鹿,3.3,0.4,-,32.1,61,26,17.69,1.19,16.49,-,-,-,2.7,1.16,27.76,-,-,79.73,-
617,臺中市,2015/09/15,大里,2.8,0.51,436.18,46.9,64,38,18.71,1.9,16.81,2.059,0.204,1.855,1.76,1.22,29.32,-,-,68.38,-
618,臺中市,2015/09/14,西屯,4.9,0.54,-,40.0,76,38,24.82,2.31,22.51,2.112,0.25,1.862,1.7,1.15,29.21,0.0,0.0,70.69,0.0
619,臺中市,2015/09/14,忠明,4.2,0.58,-,43.7,65,39,23.49,2.0,21.48,2.024,0.187,1.837,1.64,1.13,28.66,-,-,64.84,-
620,臺中市,2015/09/14,豐原,3.0,0.47,-,50.2,53,36,12.99,1.04,11.94,1.878,0.137,1.741,1.82,1.48,27.34,-,-,67.84,-
621,臺中市,2015/09/14,沙鹿,3.5,0.52,-,36.8,71,26,20.89,2.42,18.47,-,-,-,1.99,1.01,27.77,-,-,75.48,-
622,臺中市,2015/09/14,大里,4.9,0.64,438.04,47.1,80,41,23.95,1.99,21.96,2.124,0.233,1.891,1.68,1.34,29.28,-,-,65.45,-
623,臺中市,2015/09/13,西屯,4.4,0.4,-,41.5,58,32,21.45,3.1,18.35,2.043,0.18,1.864,1.93,0.91,27.96,0.0,0.0,71.0,0.0
624,臺中市,2015/09/13,忠明,3.6,0.51,-,40.5,53,33,21.75,1.52,20.23,1.98,0.147,1.833,1.56,0.84,27.47,-,-,65.97,-
625,臺中市,2015/09/13,豐原,3.8,0.42,-,47.2,48,34,11.66,0.97,10.68,1.865,0.093,1.773,1.72,1.22,26.5,-,-,71.2,-
626,臺中市,2015/09/13,沙鹿,3.2,0.41,-,40.9,60,22,16.34,2.49,13.85,-,-,-,2.58,0.94,26.53,-,-,73.87,-
627,臺中市,2015/09/13,大里,2.6,0.56,429.66,44.2,69,38,21.64,1.79,19.85,2.072,0.178,1.894,1.61,1.26,28.47,-,-,67.88,-
