序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
515,高雄市,2017/10/03,復興,5.4,0.65,-,36.1,48,29,22.9,4.23,18.67,2.155,0.235,1.92,0.91,0.71,30.16,-,-,75.69,-
516,高雄市,2017/10/03,小港,6.6,0.41,-,38.2,58,32,21.22,2.07,19.15,2.058,0.161,1.897,1.77,1.42,30.9,0,0,75.6,0
517,高雄市,2017/10/03,鳳山,4.2,0.62,-,34.1,70,34,18.86,0.66,18.21,2.232,0.23,2.001,1.49,1.19,29.25,11.25,3.84,81.8,72.2
518,高雄市,2017/10/03,林園,6.1,0.37,-,46.4,37,34,9.9,0.7,9.14,2.16,0.023,2.138,2.17,1.8,30.33,-,-,77.2,-
519,高雄市,2017/10/03,大寮,4.8,0.45,-,30.2,65,35,19.94,2.71,17.22,2.486,0.284,2.202,1.48,1.16,29.49,-,-,81.34,-
520,高雄市,2017/10/03,仁武,4.5,0.49,-,34.2,63,36,19.64,2.52,17.12,2.213,0.23,1.983,1.5,1.24,29.38,-,-,81.42,-
521,高雄市,2017/10/03,橋頭,2.7,0.42,-,29.6,60,31,18.13,1.86,16.26,-,-,-,1.94,1.73,29.33,16,4.79,82.7,18.3
522,高雄市,2017/10/03,美濃,1.8,0.36,-,35.6,53,29,15.77,1,14.72,-,-,-,0.83,0.62,29.22,-,-,81.05,-
523,高雄市,2017/10/02,左營,4.4,0.35,-,42.1,54,30,13.43,0.49,13.03,2.043,0.094,1.949,2.15,1.76,29.97,-,-,77.26,-
524,高雄市,2017/10/02,楠梓,3.4,0.38,-,34.8,64,25,16.05,0.89,15.34,2.012,0.11,1.903,1.81,1.44,30.25,-,-,75.76,-
525,高雄市,2017/10/02,前金,3.9,0.41,-,40.6,47,28,13.36,1.03,12.33,2.039,0.11,1.929,1.97,1.67,30.45,-,-,73.31,-
526,高雄市,2017/10/02,前鎮,6.5,0.42,-,35.6,49,33,17.15,2.27,14.88,2.041,0.095,1.946,1.44,1.07,30.5,-,-,73.32,-
527,高雄市,2017/10/02,復興,7.2,0.62,-,31,43,24,23.24,3.34,19.9,2.085,0.174,1.911,0.95,0.73,30.47,-,-,72.22,-
528,高雄市,2017/10/02,小港,7.1,0.39,-,34.3,52,27,18.93,2.53,16.4,2.088,0.162,1.926,1.9,1.67,31.24,0,0,72.28,0
529,高雄市,2017/10/02,鳳山,4.7,0.54,-,37.4,59,27,15.07,0.86,14.19,2.135,0.16,1.975,1.68,1.45,30.3,0,0,72.71,0
530,高雄市,2017/10/02,林園,5.2,0.31,-,38.3,38,33,8.47,0.76,7.64,2.153,0.034,2.119,2.01,1.73,30.45,-,-,73.77,-
531,高雄市,2017/10/02,大寮,5.2,0.41,-,29.9,55,30,17.15,2.75,14.4,2.341,0.151,2.19,1.53,1.22,30.55,-,-,73.54,-
532,高雄市,2017/10/02,仁武,4.2,0.38,-,39.3,62,27,14.85,1.23,13.62,2.114,0.148,1.966,1.68,1.24,30.09,-,-,76.07,-
533,高雄市,2017/10/02,橋頭,2.4,0.33,-,30.1,54,27,14.28,1.76,12.52,-,-,-,2.26,1.96,30.01,0,0,78.38,0
534,高雄市,2017/10/02,美濃,1.5,0.25,-,31.9,37,22,5.57,0.92,4.64,-,-,-,0.69,0.56,29.56,-,-,79.35,-
535,高雄市,2017/10/01,左營,3,0.33,-,44.2,51,18,12.05,1.53,10.53,2.011,0.087,1.924,2.03,1.76,29.98,-,-,77.25,-
536,高雄市,2017/10/01,楠梓,2.3,0.35,-,39.2,53,19,10.85,0.32,10.59,1.992,0.097,1.895,1.72,1.5,30.24,-,-,74.33,-
537,高雄市,2017/10/01,前金,3.3,0.32,-,46.5,42,21,10.23,1.12,9.12,1.97,0.079,1.891,2.04,1.83,30.36,-,-,75.02,-
538,高雄市,2017/10/01,前鎮,5.3,0.31,-,40.8,49,30,14.28,1.2,13.08,2.05,0.102,1.948,1.39,0.95,30.46,-,-,72.85,-
539,高雄市,2017/10/01,復興,5.1,0.46,-,38.8,43,24,16.13,1.5,14.62,2.034,0.135,1.898,0.96,0.74,30.29,-,-,72.69,-
540,高雄市,2017/10/01,小港,6.5,0.33,-,39.8,57,30,16.29,0.71,15.6,2.048,0.123,1.926,1.99,1.66,31.16,2,4.78,71.23,47.2
541,高雄市,2017/10/01,鳳山,3.5,0.47,-,37.6,59,25,13.43,1.06,12.38,2.112,0.142,1.97,1.76,1.5,30.34,0,0,71.84,0
542,高雄市,2017/10/01,林園,4.6,0.37,-,48.3,36,30,8.93,0.79,8.1,2.181,0.033,2.147,1.95,1.77,30.31,-,-,74.04,-
543,高雄市,2017/10/01,大寮,5.4,0.45,-,33.3,55,30,16.42,3.11,13.31,2.415,0.13,2.285,1.44,1.11,30.21,-,-,75.02,-
544,高雄市,2017/10/01,仁武,3.5,0.32,-,43.1,53,26,9,0.93,8.08,2.073,0.132,1.941,1.83,1.54,30.1,-,-,75.51,-
545,高雄市,2017/10/01,橋頭,2.1,0.32,-,35.4,51,28,10.68,1.32,9.36,-,-,-,2.23,2.05,30.08,3.5,5.01,76.03,25.6
546,高雄市,2017/10/01,美濃,1.9,0.3,-,34.7,42,23,5.36,0.81,4.54,-,-,-,0.78,0.59,29.62,-,-,78.76,-
547,基隆市,2017/10/14,基隆,1.2,0.1,-,20.5,11,5,2.88,1.33,1.56,1.696,0.007,1.69,3.05,2.84,26.2,-,-,91.42,-
548,基隆市,2017/10/13,基隆,0.8,0.13,-,39.5,30,19,2.64,0.72,1.91,1.72,0.003,1.719,3.73,3.19,25.58,-,-,84.7,-
549,基隆市,2017/10/12,基隆,1,0.09,-,26.8,22,14,3.38,0.91,2.47,1.703,0.009,1.695,2.8,2.38,26.45,-,-,86.25,-
550,基隆市,2017/10/11,基隆,1.5,0.11,-,18.9,17,12,4.56,0.65,3.91,1.735,0.022,1.713,2.33,2.26,27.53,-,-,84.37,-
551,基隆市,2017/10/10,基隆,1.2,0.12,-,13.9,16,11,5.31,1.16,4.16,1.817,0.047,1.77,1.9,1.77,28.53,-,-,81.94,-
552,基隆市,2017/10/09,基隆,1.3,0.12,-,14.7,16,8,5.06,0.95,4.11,1.756,0.032,1.725,2.59,2.19,29.25,-,-,76.87,-
553,基隆市,2017/10/08,基隆,1.5,0.16,-,32.1,21,10,2.96,0.25,2.71,1.752,0.012,1.741,2.83,2.48,26.99,-,-,87.93,-
554,基隆市,2017/10/07,基隆,1.4,0.19,-,40,23,12,3.85,0.37,3.43,1.769,0.015,1.754,2.63,2.28,26.97,-,-,82.24,-
555,基隆市,2017/10/06,基隆,1.9,0.15,-,34.2,20,10,5.23,0.94,4.29,1.745,0.015,1.73,2.63,2.33,27.23,-,-,88.28,-
556,基隆市,2017/10/05,基隆,0.6,0.17,-,40.9,28,11,4.71,0.83,3.87,1.759,0.022,1.737,2.5,2.26,27.58,-,-,76.22,-
557,基隆市,2017/10/04,基隆,1.3,0.15,-,45.4,28,13,2.87,0.25,2.71,1.757,0.008,1.749,2.73,2.26,27.06,-,-,76.68,-
558,基隆市,2017/10/03,基隆,1.9,0.29,-,32.5,31,24,11.61,2.79,8.82,1.857,0.081,1.776,1.93,1.58,28.2,-,-,81.71,-
559,基隆市,2017/10/02,基隆,4.4,0.41,-,32.6,36,30,18.31,1.9,16.39,1.955,0.137,1.818,1.45,1.16,29.5,-,-,73.66,-
560,基隆市,2017/10/01,基隆,1.3,0.22,-,30.9,15,10,5.16,0.78,4.36,1.801,0.045,1.756,1.88,1.44,30.43,-,-,65.12,-
561,新竹市,2017/10/14,新竹,1.7,0.27,-,15,7,3,14.7,3.24,11.43,1.851,0.093,1.758,3.31,2.83,26.78,-,-,83.35,-
562,新竹市,2017/10/13,新竹,1.4,0.23,-,33.2,19,8,9.14,1.08,8.06,1.851,0.063,1.788,5.07,4.15,24.92,-,-,84.53,-
563,新竹市,2017/10/12,新竹,2.5,0.17,-,20,17,8,12.25,2.2,10.04,1.842,0.085,1.757,5.36,4.23,27.45,-,-,73.27,-
564,新竹市,2017/10/11,新竹,1.5,0.18,-,21.3,22,8,7.23,1.42,5.8,1.833,0.07,1.762,3.85,3.1,30.52,-,-,60.39,-
565,新竹市,2017/10/10,新竹,2.8,0.31,-,32.9,27,18,13.18,1.37,11.79,1.978,0.117,1.861,1.53,1.19,30.52,-,-,61.24,-
566,新竹市,2017/10/09,新竹,3.5,0.32,-,32.1,32,14,13.88,2.49,11.38,1.903,0.099,1.805,2.02,1.43,31.23,-,-,59.28,-
567,新竹市,2017/10/08,新竹,1.9,0.22,-,27.9,29,9,6.59,1.27,5.33,1.82,0.043,1.778,5.5,4.5,29.92,-,-,66.35,-
568,新竹市,2017/10/07,新竹,2.3,0.25,-,33.6,33,11,9.62,1.71,7.91,1.856,0.054,1.802,5.05,3.86,29.13,-,-,67.74,-
569,新竹市,2017/10/06,新竹,1.9,0.35,-,23.7,27,12,15.28,2.12,13.15,1.953,0.126,1.827,2.75,2.2,29.62,-,-,68.61,-
570,新竹市,2017/10/05,新竹,2.3,0.32,-,37,33,12,11.44,0.91,10.52,1.917,0.101,1.816,2.87,2.35,29.22,-,-,65.4,-
571,新竹市,2017/10/04,新竹,2.8,0.22,-,40.3,33,14,9.15,0.96,8.18,1.89,0.067,1.823,4.16,3.35,27.75,-,-,72.1,-
572,新竹市,2017/10/03,新竹,3,0.35,-,33.6,44,23,14.11,1.07,12.99,2.003,0.156,1.847,2.6,1.96,29.69,-,-,70.42,-
573,新竹市,2017/10/02,新竹,3.1,0.46,-,41.7,54,32,14.01,1.36,12.65,2.045,0.139,1.906,1.34,0.95,30.2,-,-,71.44,-
574,新竹市,2017/10/01,新竹,3.3,0.39,-,48.8,44,26,13.64,0.49,13.19,2.084,0.173,1.911,1.35,0.83,30.01,-,-,69.49,-
575,嘉義市,2017/10/14,嘉義,2.3,0.38,-,9.9,18,10,15.97,2.42,13.56,1.974,0.158,1.816,1.15,0.95,24.56,-,-,97.71,-
576,嘉義市,2017/10/13,嘉義,2.8,0.39,-,16.2,47,14,24.31,5.63,18.68,2.031,0.201,1.829,2.37,1.94,26.36,-,-,77.55,-
577,嘉義市,2017/10/12,嘉義,4.3,0.42,-,30.4,62,23,19.07,2.41,16.65,2.033,0.205,1.828,1.73,1.54,28.8,-,-,71.08,-
578,嘉義市,2017/10/11,嘉義,3.2,0.31,-,43.5,52,25,11.71,0.91,10.79,1.927,0.115,1.812,1.51,1.2,29.93,-,-,69.4,-
579,嘉義市,2017/10/10,嘉義,4.2,0.26,-,41.8,53,24,11.27,0.77,10.49,1.929,0.104,1.825,1.4,1.2,29.88,-,-,67.97,-
580,嘉義市,2017/10/09,嘉義,3.5,0.3,-,33.9,49,18,9.56,0.65,8.88,1.867,0.078,1.789,1.77,1.47,29.15,-,-,71.34,-
581,嘉義市,2017/10/08,嘉義,3.6,0.44,-,48.1,77,43,12.53,0.75,11.75,2.047,0.122,1.924,1.5,1.05,29.18,-,-,76.9,-
582,嘉義市,2017/10/07,嘉義,3.3,0.35,-,47.5,74,38,11.28,0.73,10.53,1.969,0.115,1.854,1.67,1.36,29.46,-,-,74.12,-
583,嘉義市,2017/10/06,嘉義,3.3,0.31,-,40.3,69,22,10.56,0.81,9.74,1.892,0.101,1.791,1.59,1.3,28.96,-,-,77.38,-
584,嘉義市,2017/10/05,嘉義,3.4,0.44,-,35.8,64,32,12.95,2.25,10.7,2.002,0.137,1.865,1.75,1.42,28.44,-,-,77.11,-
585,嘉義市,2017/10/04,嘉義,3.5,0.43,-,36.2,66,45,11.98,0.81,11.13,2.025,0.158,1.867,1.95,1.74,28.69,-,-,77.02,-
586,嘉義市,2017/10/03,嘉義,4.4,0.37,-,32.6,62,34,12.29,1.16,11.12,1.952,0.152,1.8,2.01,1.71,29.48,-,-,73.22,-
587,嘉義市,2017/10/02,嘉義,4,0.29,-,36.8,42,21,10.61,0.66,9.9,1.884,0.094,1.79,1.51,1.25,29.73,-,-,69.93,-
588,嘉義市,2017/10/01,嘉義,3.3,0.23,-,38.7,35,15,7.8,0.4,7.38,1.831,0.068,1.763,1.61,1.35,29.58,-,-,68.74,-
589,宜蘭縣,2017/10/14,宜蘭,2,0.13,403.87,21.7,22,3,5.27,1.04,4.19,-,-,-,2.75,2.38,26.11,-,-,90.01,-
590,宜蘭縣,2017/10/14,冬山,2.9,0.18,-,14.9,19,10,16.04,6.05,9.99,-,-,-,4.63,4.08,26.37,9.4,4.39,86.7,10.26
591,宜蘭縣,2017/10/13,宜蘭,1.3,0.15,406.79,37.6,38,10,2.99,0.51,2.45,-,-,-,3.75,3.19,25.88,-,-,82.95,-
592,宜蘭縣,2017/10/13,冬山,1.2,0.17,-,34.5,37,17,6.18,2.32,3.86,-,-,-,4.03,3.58,25.23,6.93,3.69,87.96,66.24
593,宜蘭縣,2017/10/12,宜蘭,2,0.2,406.09,22.9,29,4,6.44,0.96,5.51,-,-,-,1.93,1.46,26.11,-,-,85.09,-
594,宜蘭縣,2017/10/12,冬山,1.1,0.16,-,21.2,26,12,11.97,4.88,7.09,-,-,-,2.13,1.56,25.73,5.04,4.01,88.8,18.91
595,宜蘭縣,2017/10/11,宜蘭,1.4,0.2,413.27,18.4,22,3,5.95,1.17,4.75,-,-,-,1.54,1.03,26.32,-,-,86.6,-
596,宜蘭縣,2017/10/11,冬山,0.8,0.21,-,15.9,18,8,13.04,5.7,7.33,-,-,-,1.72,1.28,25.84,4.91,4.05,87.4,11.04
597,宜蘭縣,2017/10/10,宜蘭,0.9,0.22,417.59,12.5,24,5,7.57,1.36,6.19,-,-,-,1.31,0.9,27.12,-,-,86.6,-
598,宜蘭縣,2017/10/10,冬山,0.9,0.24,-,8.1,26,10,18.57,9.14,9.43,-,-,-,1.79,1.48,26.77,0,0,85.59,0
599,宜蘭縣,2017/10/09,宜蘭,1.8,0.18,405.59,14.4,25,4,8.43,3.24,5.19,-,-,-,1.9,1.75,28.05,-,-,83.22,-
600,宜蘭縣,2017/10/09,冬山,2.8,0.21,-,10.1,28,10,16.76,9.42,7.34,-,-,-,2.61,2.14,28.16,0,0,77.53,0
601,宜蘭縣,2017/10/08,宜蘭,2,0.17,404.19,30.7,37,8,3.66,0.74,2.86,-,-,-,2.59,2.28,27.91,-,-,84.59,-
602,宜蘭縣,2017/10/08,冬山,3.3,0.22,-,25.9,38,13,10.48,3.91,6.58,-,-,-,3.05,2.75,27.9,0,0,84.31,0
603,宜蘭縣,2017/10/07,宜蘭,1.7,0.24,406.94,37.6,31,8,5.04,0.52,4.47,-,-,-,2.2,1.84,26.52,-,-,84.78,-
604,宜蘭縣,2017/10/07,冬山,1.8,0.19,-,32.8,29,13,9.77,3.18,6.59,-,-,-,2.53,1.98,26.54,0,0,85.9,0
605,宜蘭縣,2017/10/06,宜蘭,2,0.29,417.03,23.7,29,6,7.6,0.72,6.91,-,-,-,1.64,1.03,26.59,-,-,88.07,-
606,宜蘭縣,2017/10/06,冬山,2.3,0.21,-,20,30,13,12.12,4.77,7.35,-,-,-,1.84,1.5,27.36,0,0,80.78,0
607,宜蘭縣,2017/10/05,宜蘭,1.8,0.21,405.09,41.3,49,9,4.91,0.41,4.49,-,-,-,2.3,2.01,27.8,-,-,76.23,-
608,宜蘭縣,2017/10/05,冬山,1.7,0.2,-,34.4,48,16,11.28,3.39,7.9,-,-,-,2.6,2.44,27.25,0,0,77.35,0
609,宜蘭縣,2017/10/04,宜蘭,1.9,0.27,404.81,47,42,10,3.04,0.29,2.72,-,-,-,2.68,2.2,26.74,-,-,80.07,-
610,宜蘭縣,2017/10/04,冬山,1.5,0.22,-,42.9,37,14,6.72,2.18,4.54,-,-,-,3,2.6,26.38,0,0,83.18,0
611,宜蘭縣,2017/10/03,宜蘭,1.9,0.26,430.68,41.4,46,18,6.09,0.64,5.4,-,-,-,2.42,1.94,29.23,-,-,73.55,-
612,宜蘭縣,2017/10/03,冬山,2.1,0.29,-,32.7,45,25,13.84,4.26,9.58,-,-,-,2.49,2.16,28.45,0,0,77.65,0
613,宜蘭縣,2017/10/02,宜蘭,2.7,0.27,437.98,34,41,16,6.29,0.84,5.46,-,-,-,1.35,1.05,29.63,-,-,70.63,-
614,宜蘭縣,2017/10/02,冬山,1.2,0.29,-,28.8,37,19,13.48,4.85,8.63,-,-,-,1.5,1.17,29.27,0,0,69.67,0
615,宜蘭縣,2017/10/01,宜蘭,1.4,0.3,429.69,30.3,38,12,5.51,0.53,4.99,-,-,-,1.54,1.18,29.2,-,-,73.6,-
616,宜蘭縣,2017/10/01,冬山,1.4,0.27,-,27.5,35,18,9.06,2.94,6.12,-,-,-,1.58,1.2,28.68,0,0,73.83,0
617,桃園市,2017/10/14,桃園,2.7,0.18,-,15.6,10,5,11.77,2.26,9.5,1.875,0.046,1.829,2.79,2.26,25.6,-,-,92.3,-
618,桃園市,2017/10/14,中壢,1.9,0.44,-,11.1,21,5,27.38,14.32,13.06,1.971,0.172,1.799,2.06,0.99,25.65,-,-,92.23,-
619,桃園市,2017/10/14,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
620,桃園市,2017/10/14,龍潭,1.7,0.19,-,17.6,16,7,10.42,2.3,8.12,-,-,-,6.05,5.87,26.26,-,-,87.2,-
621,桃園市,2017/10/14,平鎮,2.4,0.19,-,17.1,16,7,11.36,1.72,9.63,-,-,-,5.12,4.51,25.83,-,-,87.68,-
622,桃園市,2017/10/14,觀音,4.3,0.19,-,17.1,32,7,9.31,1.73,7.56,-,-,-,7.81,7.35,26.07,2.38,5.46,90.7,91.27
623,桃園市,2017/10/13,桃園,3.1,0.29,-,25.7,20,6,16.06,1.88,14.16,1.978,0.08,1.898,1.56,1.23,24.12,-,-,91.87,-
624,桃園市,2017/10/13,中壢,2.1,0.54,-,16.7,31,6,33.62,12.47,21.14,2.142,0.247,1.895,1.56,0.75,24.08,-,-,91.39,-
625,桃園市,2017/10/13,大園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
626,桃園市,2017/10/13,龍潭,2.1,0.26,-,31.7,22,9,11.02,1.67,9.35,-,-,-,6.6,6.49,24.5,-,-,89.07,-
627,桃園市,2017/10/13,平鎮,2.3,0.29,-,27.2,26,5,16.25,1.49,14.75,-,-,-,4.11,3.71,23.82,-,-,89.71,-
628,桃園市,2017/10/13,觀音,3.9,0.11,-,36,45,14,8.78,0.51,8.26,-,-,-,9.72,8.68,24.8,3.22,4.24,86.83,355.56
629,桃園市,2017/10/12,桃園,3.9,0.28,-,16,16,7,18.41,5.54,12.87,1.973,0.097,1.876,1.95,1.53,25.11,-,-,90.6,-
630,桃園市,2017/10/12,中壢,3.1,0.76,-,11.7,29,7,35.23,18.63,16.6,2.158,0.293,1.865,1.43,0.49,25.86,-,-,85.1,-
631,桃園市,2017/10/12,大園,2.8,0.16,-,20.7,28,7,16.88,4.27,12.62,-,-,-,5.39,5,26.38,-,-,88.14,-
632,桃園市,2017/10/12,龍潭,2.7,0.19,-,18.1,25,10,13.91,3.19,10.71,-,-,-,5.85,5.43,25.73,-,-,84.33,-
633,桃園市,2017/10/12,平鎮,2.9,0.25,-,18.3,25,6,13.43,2.19,11.26,-,-,-,3.66,3.09,25.54,-,-,84.22,-
634,桃園市,2017/10/12,觀音,6.1,0.08,-,18.3,36,13,15.26,1.65,13.63,-,-,-,6.88,6.13,26.02,4.04,4.28,84.76,102.79
635,桃園市,2017/10/11,桃園,2.9,0.24,-,16.2,21,8,13.49,3.31,10.18,1.953,0.08,1.873,2.58,2.18,28.95,-,-,74.68,-
636,桃園市,2017/10/11,中壢,3.1,0.75,-,12.9,31,6,33.97,19.25,14.72,2.108,0.257,1.851,1.83,0.73,29.44,-,-,70.07,-
637,桃園市,2017/10/11,大園,3,0.14,-,17.2,31,7,15.73,4.09,11.64,-,-,-,5.73,5.29,29.64,-,-,67.87,-
638,桃園市,2017/10/11,龍潭,1.6,0.14,-,20.3,25,9,6.79,2.11,4.68,-,-,-,6.36,5.96,29.33,-,-,67.3,-
639,桃園市,2017/10/11,平鎮,2.6,0.24,-,17.4,25,9,11.54,1.56,9.97,-,-,-,4.4,3.43,28.9,-,-,70.12,-
640,桃園市,2017/10/11,觀音,6.2,0.15,-,12.9,35,8,16.52,3.87,12.66,-,-,-,6.67,6.4,29.25,0,0,70.75,0
641,桃園市,2017/10/10,桃園,3.1,0.18,-,16.9,31,8,7.22,1.49,5.73,1.903,0.037,1.866,3.7,2.91,30.1,-,-,69.17,-
642,桃園市,2017/10/10,中壢,2.5,0.65,-,12.2,29,5,29.58,18.57,11.01,2.029,0.19,1.839,2.25,1.28,30.5,-,-,66.3,-
643,桃園市,2017/10/10,大園,2.6,0.15,-,16.6,24,6,11.73,3.01,8.72,-,-,-,7.62,7.29,30.85,-,-,62.1,-
644,桃園市,2017/10/10,龍潭,1.7,0.15,-,18.9,24,8,6.63,1.8,4.83,-,-,-,4.86,4.57,30.83,-,-,60.1,-
645,桃園市,2017/10/10,平鎮,1.6,0.15,-,18.2,23,5,6.97,0.75,6.19,-,-,-,5.17,4.43,29.9,-,-,66.38,-
646,桃園市,2017/10/10,觀音,3.5,0.15,-,15.5,30,7,8.54,0.9,7.61,-,-,-,7.88,7.57,30.72,0,0,62.61,0
647,桃園市,2017/10/09,桃園,3,0.17,-,16.1,23,7,7.89,2.53,5.37,1.896,0.036,1.86,3.43,2.93,30.03,-,-,69.93,-
648,桃園市,2017/10/09,中壢,2.2,0.67,-,11.1,30,2,29.11,17.43,11.68,2.022,0.185,1.837,2.18,1.09,30.4,-,-,66.53,-
649,桃園市,2017/10/09,大園,2.3,0.15,-,15.8,29,7,12.43,3.48,8.96,-,-,-,7.84,7.65,30.95,-,-,61.02,-
650,桃園市,2017/10/09,龍潭,1.5,0.12,-,19.2,26,9,6.37,2.03,4.34,-,-,-,5.56,5.28,30.93,-,-,59.13,-
651,桃園市,2017/10/09,平鎮,3,0.17,-,16.8,28,7,9.53,1.97,7.56,-,-,-,5.24,4.44,29.87,-,-,66.25,-
652,桃園市,2017/10/09,觀音,2.7,0.14,-,15,34,7,8.19,1.45,6.72,-,-,-,8.64,8.19,30.76,0,0,61.85,0
653,桃園市,2017/10/08,桃園,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
654,桃園市,2017/10/08,中壢,2.5,0.53,-,21.1,36,8,24.48,11.25,13.24,2.005,0.132,1.872,1.9,0.65,28.52,-,-,77.42,-
655,桃園市,2017/10/08,大園,4.1,0.18,-,28.8,35,9,13.29,2.39,10.9,-,-,-,6.74,6.33,28.85,-,-,75.41,-
656,桃園市,2017/10/08,龍潭,1.8,0.22,-,29.7,27,10,6.62,1.23,5.37,-,-,-,6.9,6.46,28.81,-,-,73.19,-
657,桃園市,2017/10/08,平鎮,2.9,0.26,-,27.7,30,10,8.6,1.62,6.98,-,-,-,4.9,4.28,28.05,-,-,77.31,-
658,桃園市,2017/10/08,觀音,4,0.15,-,29.7,41,13,8.63,0.96,7.64,-,-,-,7.5,6.68,28.07,0,0,79.44,0
659,桃園市,2017/10/07,桃園,5.3,0.31,-,28.5,30,12,14.3,2.42,11.87,1.995,0.06,1.935,2.87,2.18,27.03,-,-,83.07,-
660,桃園市,2017/10/07,中壢,3.4,0.66,-,23.2,41,12,29.09,11.59,17.5,2.082,0.182,1.9,1.88,0.53,27.63,-,-,78.14,-
661,桃園市,2017/10/07,大園,4.2,0.23,-,32.6,38,12,15.33,2.36,12.97,-,-,-,6.2,5.86,28.27,-,-,75.12,-
662,桃園市,2017/10/07,龍潭,1.8,0.29,-,33.6,32,11,9.49,1.69,7.8,-,-,-,6.98,6.41,27.68,-,-,76.8,-
663,桃園市,2017/10/07,平鎮,3.3,0.25,-,32.7,32,12,11.48,1.03,10.44,-,-,-,4.66,3.86,27.17,-,-,78.17,-
664,桃園市,2017/10/07,觀音,4.3,0.2,-,34.1,43,15,10.6,0.96,9.64,-,-,-,7.07,6.34,27.66,0.5,6.78,77.18,3.8
665,桃園市,2017/10/06,桃園,5,0.36,-,24,28,15,17.37,3.3,14.06,2.001,0.095,1.906,2.53,2.01,28.56,-,-,79.35,-
666,桃園市,2017/10/06,中壢,2.7,0.73,-,18.3,36,9,31.43,13.6,17.84,2.13,0.233,1.897,1.6,0.58,28.92,-,-,76.1,-
667,桃園市,2017/10/06,大園,6.4,0.21,-,27.3,41,14,19.03,3.06,15.97,-,-,-,6.86,6.25,29.09,-,-,77.13,-
668,桃園市,2017/10/06,龍潭,2.4,0.28,-,26.2,33,10,13.04,2.52,10.52,-,-,-,4.87,4.53,28.56,-,-,75.28,-
669,桃園市,2017/10/06,平鎮,3,0.33,-,27.6,32,9,13.92,1.71,12.22,-,-,-,3.98,3.48,28.4,-,-,76.2,-
670,桃園市,2017/10/06,觀音,5,0.16,-,30.3,42,14,10.97,0.86,10.11,-,-,-,6.86,6.18,28.26,0.5,7.29,80.16,41.6
671,桃園市,2017/10/05,桃園,4.4,0.35,-,31.5,35,13,15.36,1.93,13.45,2.006,0.087,1.919,2.55,2.04,28.09,-,-,74.98,-
672,桃園市,2017/10/05,中壢,3.3,0.8,-,25.1,47,11,35.7,14.88,20.83,2.155,0.265,1.89,1.6,0.51,28.4,-,-,71.89,-
673,桃園市,2017/10/05,大園,4.9,0.2,-,33,43,12,18.9,2.86,16.03,-,-,-,5.13,4.83,28.8,-,-,68.45,-
674,桃園市,2017/10/05,龍潭,2.1,0.22,-,35.8,39,11,8.99,1.33,7.63,-,-,-,4.75,4.55,28.15,-,-,70.42,-
675,桃園市,2017/10/05,平鎮,2,0.31,-,36.7,39,9,12.45,1.34,11.11,-,-,-,3.98,3.27,27.76,-,-,72.49,-
676,桃園市,2017/10/05,觀音,5.2,0.22,-,32,50,15,14.52,1.23,13.28,-,-,-,6.36,5.79,27.69,0,0,74.42,0
677,桃園市,2017/10/04,桃園,3.4,0.33,-,35.4,32,10,12.52,1.2,11.32,2.005,0.069,1.936,2.08,1.58,26.44,-,-,82.53,-
678,桃園市,2017/10/04,中壢,2.3,0.77,-,26.3,44,14,32.23,12.15,20.08,2.138,0.216,1.922,1.45,0.56,26.88,-,-,78.92,-
679,桃園市,2017/10/04,大園,3.3,0.2,-,39.9,40,11,13.42,1.54,11.89,-,-,-,6.61,6.09,27.11,-,-,79.13,-
680,桃園市,2017/10/04,龍潭,2.1,0.27,-,42.1,31,12,6.69,1.24,5.45,-,-,-,5.85,5.41,26.55,-,-,78.45,-
681,桃園市,2017/10/04,平鎮,1,0.3,-,38.4,35,9,11.46,1.03,10.41,-,-,-,3.36,2.82,26.25,-,-,79.88,-
682,桃園市,2017/10/04,觀音,3.3,0.2,-,36.9,45,13,11.56,0.68,10.84,-,-,-,6.42,5.8,26.43,0.83,4.26,79.09,178.48
683,桃園市,2017/10/03,桃園,6.2,0.51,-,29.9,52,31,21.58,2.06,19.52,2.184,0.18,2.004,1.81,1.48,30.05,-,-,72.59,-
684,桃園市,2017/10/03,中壢,4.4,0.9,-,23.9,60,30,40.8,15.97,24.83,2.276,0.334,1.941,1.36,0.58,29.62,-,-,74.34,-
685,桃園市,2017/10/03,大園,4.3,0.26,-,37.6,55,26,15.35,1.64,13.71,-,-,-,5.99,5.22,29.59,-,-,77.86,-
