序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
173,新北市,2017/10/08,土城,1,0.28,-,26.8,24,9,9.01,0.89,8.08,1.966,0.075,1.891,2.11,1.26,29.24,-,-,79.77,-
174,新北市,2017/10/08,林口,2.6,0.18,-,29,30,17,6.75,1.28,5.47,-,-,-,4.09,3.61,26.19,-,-,86,-
175,新北市,2017/10/08,萬里,3.3,0.16,-,36.3,42,14,1.81,0.55,1.24,-,-,-,8.18,7.79,27.88,1.14,5.03,84.15,74.8
176,新北市,2017/10/07,板橋,3.9,0.33,-,28.7,31,11,16.76,1.74,15.05,1.942,0.088,1.854,3.18,2.75,27.69,1.1,4.02,80.64,64.64
177,新北市,2017/10/07,三重,5.4,1.21,-,-,55,18,76.88,46.62,30.25,2.419,0.406,2.013,-,-,28.17,-,-,73.12,-
178,新北市,2017/10/07,菜寮,3.5,0.35,-,30,37,14,14.48,1.95,12.53,-,-,-,3.08,2.85,27.83,-,-,80.23,-
179,新北市,2017/10/07,永和,2.4,0.38,-,32,28,13,12.58,2.24,10.34,1.947,0.1,1.847,3.08,2.85,27.47,-,-,80.88,-
180,新北市,2017/10/07,新莊,4.2,0.32,-,31.7,28,8,12.48,1.39,11.09,-,-,-,4.96,4.4,27.95,-,-,73.07,-
181,新北市,2017/10/07,新店,1.3,0.3,-,30.6,27,10,10.46,1.69,8.78,-,-,-,1.83,1.2,27.6,-,-,78.41,-
182,新北市,2017/10/07,淡水,1.5,0.19,-,30.6,25,8,5.7,1.5,4.21,-,-,-,1.63,-,26.91,-,-,81.59,-
183,新北市,2017/10/07,汐止,2.2,0.26,-,34.1,23,11,10.89,1.6,9.3,-,-,-,2.51,2.27,26.3,-,-,92.13,-
184,新北市,2017/10/07,土城,1.7,0.33,-,32.1,29,11,12.47,1.99,10.48,2.003,0.089,1.914,1.81,0.94,28.03,-,-,83.18,-
185,新北市,2017/10/07,林口,2.9,0.2,-,33.5,35,18,9.35,1.1,8.24,-,-,-,3.46,3.1,25.53,-,-,85.24,-
186,新北市,2017/10/07,萬里,2.1,0.16,-,45.2,49,16,2.63,0.81,1.81,-,-,-,8.78,8.75,27.71,0,0,80.94,0
187,新北市,2017/10/06,板橋,2.9,0.39,-,22.7,40,8,17.74,2.67,15.11,1.945,0.11,1.835,3.3,2.76,28.9,0.5,6.64,78.75,10.7
188,新北市,2017/10/06,三重,6.2,1.16,-,-,44,13,71.55,45.23,26.32,2.378,0.4,1.979,-,-,29.4,-,-,71.72,-
189,新北市,2017/10/06,菜寮,5.5,0.33,-,24.4,29,10,14.73,2.88,11.87,-,-,-,3.51,3.06,28.75,-,-,78.82,-
190,新北市,2017/10/06,永和,2.7,0.46,-,23.4,25,12,20.23,5.84,14.38,1.977,0.138,1.839,2.74,2.64,29.18,-,-,79.14,-
191,新北市,2017/10/06,新莊,3.5,0.33,-,26.6,26,7,14.82,1.92,12.9,-,-,-,4.85,4.5,29.25,-,-,70.76,-
192,新北市,2017/10/06,新店,1.6,0.33,-,23.3,23,9,13.34,3.63,9.72,-,-,-,2,1.42,28.73,-,-,76.51,-
193,新北市,2017/10/06,淡水,0.8,0.21,-,26.1,24,8,6.69,1.25,5.45,-,-,-,1.52,-,27.99,-,-,81.88,-
194,新北市,2017/10/06,汐止,2.1,0.25,-,25.6,20,10,12.79,3.26,9.54,-,-,-,2.7,2.5,27.52,-,-,90.69,-
195,新北市,2017/10/06,土城,1.6,0.37,-,24.4,27,9,15.47,2.27,13.2,2.032,0.133,1.899,1.69,0.87,29.26,-,-,80.56,-
196,新北市,2017/10/06,林口,4.8,0.21,-,25.2,35,20,17.31,3.72,13.57,-,-,-,2.93,2.6,26.59,-,-,85.08,-
197,新北市,2017/10/06,萬里,3,0.14,-,38.3,43,15,3.62,1.15,2.47,-,-,-,6.02,5.93,28.19,2.5,5.72,84.88,613.55
198,新北市,2017/10/05,板橋,2.6,0.35,-,31.6,38,10,17.79,3.01,14.78,1.934,0.101,1.833,2.94,2.57,28.56,0,0,72.67,0
199,新北市,2017/10/05,三重,5.4,0.95,-,-,48,12,63.86,37.84,26.02,2.277,0.299,1.977,-,-,29.08,-,-,66.03,-
200,新北市,2017/10/05,菜寮,3.9,0.29,-,33.1,38,11,12.17,1.34,10.89,-,-,-,3.55,3.22,28.93,-,-,72.31,-
201,新北市,2017/10/05,永和,2.5,0.38,-,33.8,33,12,15.86,4.28,11.58,1.907,0.099,1.808,3.34,3.15,28.46,-,-,73.75,-
202,新北市,2017/10/05,新莊,3.3,0.27,-,34.8,34,7,13.88,3.39,10.49,-,-,-,5.1,4.59,28.8,-,-,66.3,-
203,新北市,2017/10/05,新店,1.4,0.29,-,34,36,12,10.72,2.11,8.61,-,-,-,2.24,1.73,28.46,-,-,73.2,-
204,新北市,2017/10/05,淡水,1.5,0.18,-,33.2,34,11,5.82,1.2,4.61,-,-,-,1.5,-,28.18,-,-,71.79,-
205,新北市,2017/10/05,汐止,2,0.25,-,35.4,30,9,11.47,2.17,9.3,-,-,-,2.81,2.59,27.4,-,-,83.48,-
206,新北市,2017/10/05,土城,2.8,0.31,-,34.2,38,15,10.7,1.13,9.54,1.973,0.089,1.884,1.8,0.51,29.27,-,-,72.3,-
207,新北市,2017/10/05,林口,3.9,0.2,-,34.3,42,19,14.41,3.86,10.55,-,-,-,3.43,3.01,25.98,-,-,80.14,-
208,新北市,2017/10/05,萬里,1.8,0.17,-,45.3,59,15,3.11,0.96,2.16,-,-,-,6.43,6.08,27.91,0.5,6.56,76.73,995.4
209,新北市,2017/10/04,板橋,3.3,0.35,-,34.4,34,9,15.93,2.07,13.87,1.936,0.091,1.844,2.79,2.25,27.17,1.9,3.69,79.9,84.18
210,新北市,2017/10/04,三重,2.6,1.01,-,-,48,12,57.42,30.15,27.28,2.257,0.291,1.966,-,-,28.07,-,-,70.3,-
211,新北市,2017/10/04,菜寮,2.1,0.35,-,37.1,33,11,9.93,1.53,8.4,-,-,-,3.15,2.65,28.11,-,-,77.17,-
212,新北市,2017/10/04,永和,3.1,0.38,-,35.9,31,13,14.69,3.36,11.33,1.948,0.092,1.856,2.63,2.36,26.46,-,-,81.35,-
213,新北市,2017/10/04,新莊,2.2,0.31,-,38.9,30,7,10.05,0.97,9.07,-,-,-,3.68,3.3,27.46,-,-,72.51,-
214,新北市,2017/10/04,新店,1.5,0.3,-,38.5,29,10,8.99,1.34,7.65,-,-,-,1.87,1.18,26.91,-,-,78.89,-
215,新北市,2017/10/04,淡水,1.4,0.19,-,38.4,30,8,3.2,0.57,2.59,-,-,-,1.93,-,25.99,-,-,84.25,-
216,新北市,2017/10/04,汐止,2.9,0.27,-,38.6,27,11,9.79,1.86,7.94,-,-,-,2.34,2.15,25.72,-,-,91.46,-
217,新北市,2017/10/04,土城,2.6,0.31,-,37.7,34,13,11.22,1.5,9.72,1.961,0.068,1.893,1.67,0.59,27.43,-,-,82.21,-
218,新北市,2017/10/04,林口,0.7,0.19,-,40.1,32,16,5.88,0.82,5.03,-,-,-,2.88,2.66,24.53,-,-,88.93,-
219,新北市,2017/10/04,萬里,2.2,0.16,-,49.3,66,17,2.96,0.93,2.03,-,-,-,8.1,7.68,27.72,0,0,77.16,0
220,新北市,2017/10/03,板橋,6.4,0.5,-,27.2,48,25,24.02,3.2,20.82,2.107,0.209,1.897,2.51,2.12,30.32,0,0,70.68,0
221,新北市,2017/10/03,三重,3.7,1.28,-,-,59,26,84.59,50.57,34.02,2.367,0.41,1.956,-,-,31.08,-,-,64.06,-
222,新北市,2017/10/03,菜寮,3.1,0.43,-,37.2,49,24,14.9,1.91,12.99,-,-,-,2.53,2.3,31.05,-,-,70.3,-
223,新北市,2017/10/03,永和,6.7,0.61,-,28.2,42,28,24.13,6.8,17.33,2.071,0.158,1.913,2.47,2.21,30.32,-,-,71.4,-
224,新北市,2017/10/03,新莊,5.3,0.48,-,34.8,52,26,19.82,2.85,16.97,-,-,-,3.29,2.93,30.65,-,-,64.11,-
225,新北市,2017/10/03,新店,3,0.37,-,34.2,42,26,14.66,2.37,12.3,-,-,-,2.12,1.48,29.64,-,-,70.61,-
226,新北市,2017/10/03,淡水,1.3,0.3,-,32.4,41,21,8.16,0.57,7.6,-,-,-,2.01,-,28.95,-,-,78.73,-
227,新北市,2017/10/03,汐止,5.3,0.39,-,26.5,41,28,21.4,5.22,16.19,-,-,-,2.24,1.99,28.85,-,-,82.99,-
228,新北市,2017/10/03,土城,5.2,0.49,-,29.5,48,27,24.77,5.94,18.83,2.145,0.215,1.93,1.74,0.79,30.17,-,-,74.77,-
229,新北市,2017/10/03,林口,2.1,0.25,-,44.1,51,31,12.13,2.92,9.2,-,-,-,2.54,2.25,27.65,-,-,82.35,-
230,新北市,2017/10/03,萬里,3.5,0.23,-,39.5,45,25,5.58,1.13,4.45,-,-,-,5.82,5.67,28.31,0,0,80.91,0
231,新北市,2017/10/02,板橋,5.1,0.62,-,38.2,63,30,24.86,3.26,21.61,2.215,0.278,1.937,1.8,1.5,31.58,0,0,66.04,0
232,新北市,2017/10/02,三重,6.1,1.28,-,-,69,36,80.5,39.99,40.51,2.42,0.448,1.972,-,-,31.6,-,-,62.92,-
233,新北市,2017/10/02,菜寮,4.4,0.59,-,38.9,60,33,22.07,1.77,20.29,-,-,-,1.78,1.24,31.71,-,-,68.38,-
234,新北市,2017/10/02,永和,4.4,0.94,-,36.1,49,32,38.49,8.98,29.51,2.245,0.303,1.942,1.41,0.9,31.97,-,-,64.98,-
235,新北市,2017/10/02,新莊,5.6,0.56,-,38.4,56,29,21.52,2.52,19,-,-,-,1.79,1.56,31.43,-,-,61.65,-
236,新北市,2017/10/02,新店,6.5,0.47,-,47,50,31,20.18,1.93,18.25,-,-,-,2.04,1.55,30.57,-,-,66.48,-
237,新北市,2017/10/02,淡水,3.9,0.41,-,35,50,28,13.96,2.01,11.96,-,-,-,0.74,-,29.66,-,-,80.23,-
238,新北市,2017/10/02,汐止,7.9,0.54,-,46.2,50,34,26.77,5.24,21.53,-,-,-,1.55,1.26,30.41,-,-,73.63,-
239,新北市,2017/10/02,土城,3.6,0.66,-,34.8,58,34,29.41,6.18,23.22,2.261,0.302,1.959,1.33,1.06,30.93,-,-,71.73,-
240,新北市,2017/10/02,林口,4.6,0.31,-,46.9,66,40,13.44,0.88,12.55,-,-,-,1.7,1.49,27.97,-,-,82.67,-
241,新北市,2017/10/02,萬里,3.9,0.34,-,45.8,50,37,9.13,1.77,7.36,-,-,-,2.58,2.29,28.88,0,0,77.29,0
242,新北市,2017/10/01,板橋,2.2,0.46,-,46,38,16,16.23,1.13,15.07,2.01,0.145,1.865,1.84,1.3,31.77,0,0,59.05,0
243,新北市,2017/10/01,三重,3.6,1.01,-,-,43,16,66.79,36.24,30.56,2.324,0.313,2.011,-,-,31.79,-,-,57.08,-
244,新北市,2017/10/01,菜寮,1.7,0.41,-,41.6,33,15,13.36,1.02,12.32,-,-,-,2.21,1.75,31.95,-,-,60.57,-
245,新北市,2017/10/01,永和,1.3,0.63,-,40.6,28,18,22.84,5.09,17.75,2.054,0.165,1.889,1.58,1.18,32.18,-,-,58.98,-
246,新北市,2017/10/01,新莊,2.1,0.37,-,47.7,33,14,12.1,1.73,10.37,-,-,-,2.12,1.87,31.63,-,-,54.68,-
247,新北市,2017/10/01,新店,1.5,0.31,-,46.1,29,17,8.67,0.98,7.7,-,-,-,2.08,1.66,31.14,-,-,59.08,-
248,新北市,2017/10/01,淡水,2,0.22,-,39.6,29,12,5.57,1.26,4.31,-,-,-,1.98,-,30.46,-,-,69,-
249,新北市,2017/10/01,汐止,1.8,0.37,-,29.2,23,15,13.12,2.09,11.04,-,-,-,1.31,0.83,30.71,-,-,69.37,-
250,新北市,2017/10/01,土城,2.7,0.41,-,44.9,35,20,16.94,3.21,13.73,2.044,0.13,1.914,1.51,1.03,31.13,-,-,64.68,-
251,新北市,2017/10/01,林口,3,0.31,-,47.9,41,26,11.46,1.34,10.14,-,-,-,2.23,1.84,28.32,-,-,73.71,-
252,新北市,2017/10/01,萬里,2.4,0.2,-,27.2,30,18,6.32,1.75,4.57,-,-,-,3.26,3.2,29.5,0,0,71.87,0
253,臺中市,2017/10/14,西屯,2.3,0.37,-,16.6,28,11,23.1,6.08,17.02,1.963,0.18,1.783,1.99,1.72,25.99,1.38,6.33,85.6,5.82
254,臺中市,2017/10/14,忠明,2,0.44,-,12.8,16,13,25.21,6.71,18.5,1.988,0.204,1.784,1.47,1.02,26.97,-,-,90.8,-
255,臺中市,2017/10/14,豐原,2,0.31,-,14.9,18,7,14.48,2.41,12.07,1.883,0.142,1.742,1.5,1.3,25.17,-,-,88.82,-
256,臺中市,2017/10/14,沙鹿,3,0.35,-,13.7,22,11,21.5,5.05,16.45,-,-,-,2.55,2.4,26.57,-,-,88.3,-
257,臺中市,2017/10/14,大里,2,0.48,416.49,9.3,15,-,21.08,6,15.09,2.056,0.208,1.848,1.43,1.26,25.86,-,-,90.76,-
258,臺中市,2017/10/13,西屯,2.9,0.14,-,32.7,49,9,9.52,1.36,8.16,1.722,0.038,1.684,5.69,5.18,26.45,3.38,6.01,70.41,4.08
259,臺中市,2017/10/13,忠明,1.7,0.25,-,24.9,28,10,11.97,1.31,10.65,1.782,0.074,1.708,2.62,1.97,27.96,-,-,73.06,-
260,臺中市,2017/10/13,豐原,1.1,0.14,-,27.4,12,5,7.37,1.9,5.47,1.749,0.047,1.701,2.67,2.37,26.12,-,-,73.1,-
261,臺中市,2017/10/13,沙鹿,1.8,0.12,-,33,46,6,7.47,1.3,6.17,-,-,-,8.44,7.55,25.8,-,-,76.41,-
262,臺中市,2017/10/13,大里,1.7,0.35,402.75,19.2,27,15,16.62,2.82,13.8,1.935,0.131,1.804,2.28,1.91,27.62,-,-,71.94,-
263,臺中市,2017/10/12,西屯,2.7,0.18,-,21.8,32,11,13.71,2.17,11.55,1.791,0.095,1.696,2.96,2.7,28.07,0,0,64.33,0
264,臺中市,2017/10/12,忠明,2.5,0.27,-,16.4,24,12,18.45,3.41,15.04,1.873,0.149,1.723,1.97,1.62,29.79,-,-,67.14,-
265,臺中市,2017/10/12,豐原,2.3,0.22,-,22.3,28,15,8.38,1.96,6.41,1.826,0.097,1.729,1.75,1.5,27.55,-,-,71.05,-
266,臺中市,2017/10/12,沙鹿,1.1,0.18,-,19.9,20,4,10.01,1.36,8.63,-,-,-,4.72,4.35,27.35,-,-,69.68,-
267,臺中市,2017/10/12,大里,2.7,0.47,421.55,21.5,50,30,19.5,3.86,15.65,2.066,0.207,1.859,1.74,1.28,29.38,-,-,68.5,-
268,臺中市,2017/10/11,西屯,6.3,0.53,-,39.9,93,42,25.04,2.41,22.64,2.117,0.3,1.818,1.37,1.08,30.11,0,0,66.72,0
269,臺中市,2017/10/11,忠明,5.7,0.56,-,40.6,69,44,25.24,2.62,22.61,2.033,0.215,1.818,1.55,1.14,31.7,-,-,70.19,-
270,臺中市,2017/10/11,豐原,5.7,0.5,-,49.5,69,39,16.22,1.96,14.25,1.939,0.146,1.793,1.71,1.51,29.11,-,-,68.53,-
271,臺中市,2017/10/11,沙鹿,4.9,0.45,-,34.7,66,34,18.7,1.83,16.86,-,-,-,2.16,1.76,29.23,-,-,71.12,-
272,臺中市,2017/10/11,大里,6.9,0.67,430.5,41.2,103,49,22.78,1.31,21.5,2.149,0.247,1.903,1.66,1.41,30.2,-,-,70.89,-
273,臺中市,2017/10/10,西屯,6,0.56,-,43.3,72,39,24.36,3.09,21.27,2.088,0.186,1.902,1.32,1.08,29.54,0,0,65.75,0
274,臺中市,2017/10/10,忠明,6.1,0.56,-,41.3,56,37,22.08,1.36,20.75,2.038,0.169,1.87,1.49,1.15,31.35,-,-,68.38,-
275,臺中市,2017/10/10,豐原,3.8,0.38,-,45,53,28,11.53,1.12,10.41,1.882,0.094,1.788,1.87,1.54,28.26,-,-,72.24,-
276,臺中市,2017/10/10,沙鹿,6.4,0.51,-,43.2,65,36,19.09,1.56,17.53,-,-,-,1.44,1.11,29.12,-,-,70.04,-
277,臺中市,2017/10/10,大里,5.7,0.58,451.45,41.3,73,26,18.39,1.35,17.02,2.091,0.158,1.933,1.71,1.19,29.58,-,-,71.24,-
278,臺中市,2017/10/09,西屯,3.8,0.39,-,47,66,34,15.6,1.28,14.32,1.99,0.13,1.86,1.51,1.24,30.1,0,0,64.43,0
279,臺中市,2017/10/09,忠明,3.3,0.4,-,42.3,46,30,15.23,1.06,14.18,1.947,0.118,1.829,1.53,1.06,31.85,-,-,66.61,-
280,臺中市,2017/10/09,豐原,2.6,0.46,-,46.5,52,24,10.36,1.56,8.8,1.924,0.125,1.799,1.97,1.72,28.9,-,-,70.15,-
281,臺中市,2017/10/09,沙鹿,3.6,0.42,-,49.1,69,35,14.67,1.36,13.3,-,-,-,1.85,1.51,29.34,-,-,72.93,-
282,臺中市,2017/10/09,大里,2.7,0.48,444.76,38,65,20,13.55,1.86,11.7,2.082,0.149,1.932,1.65,1.34,30.03,-,-,70.28,-
283,臺中市,2017/10/08,西屯,3.3,0.43,-,46.2,72,32,17.5,3.32,14.18,1.962,0.135,1.827,1.86,1.53,30.55,0,0,63.41,0
284,臺中市,2017/10/08,忠明,3.8,0.48,-,44.1,54,33,15.98,1.75,14.23,1.973,0.125,1.848,1.79,1.19,32.3,-,-,66.86,-
285,臺中市,2017/10/08,豐原,2.1,0.44,-,45,56,26,10.32,1.68,8.64,1.891,0.098,1.793,1.91,1.5,29.65,-,-,68.15,-
286,臺中市,2017/10/08,沙鹿,2.2,0.37,-,25.5,43,17,13.52,1.37,12.14,-,-,-,2.61,2.35,29.19,-,-,70.59,-
287,臺中市,2017/10/08,大里,3.3,0.55,450.1,51.3,86,-,13.76,2.14,11.63,2.061,0.131,1.931,1.89,1.52,30.52,-,-,71.3,-
288,臺中市,2017/10/07,西屯,2.3,0.47,-,35.8,67,28,23.39,4.4,18.99,2.085,0.239,1.846,1.37,1.1,30.04,0,0,65.77,0
289,臺中市,2017/10/07,忠明,3,0.53,-,35.9,53,33,22.84,1.94,20.89,2.027,0.197,1.83,1.47,1.03,31.72,-,-,69.05,-
290,臺中市,2017/10/07,豐原,3.7,0.48,-,44.9,61,26,13.05,1.09,11.96,1.95,0.169,1.781,1.71,1.43,29.01,-,-,71.94,-
291,臺中市,2017/10/07,沙鹿,1.6,0.44,-,25.1,42,16,20.6,5.53,15.07,-,-,-,2.82,2.64,28.83,-,-,72.17,-
292,臺中市,2017/10/07,大里,3.2,0.65,442.37,39.3,90,-,22.98,3.2,19.79,2.165,0.22,1.945,1.74,1.33,30.16,-,-,72.15,-
293,臺中市,2017/10/06,西屯,3.4,0.45,-,32.2,69,24,24.1,3.34,20.75,2.051,0.252,1.799,1.62,1.29,29.32,0,0,70.26,0
294,臺中市,2017/10/06,忠明,3.3,0.55,-,32,56,29,25.66,3.12,22.53,2.014,0.208,1.806,1.68,1.18,31.01,-,-,73.18,-
295,臺中市,2017/10/06,豐原,2.2,0.37,-,35.1,55,19,12.68,1.03,11.66,1.868,0.128,1.74,1.6,1.44,28.09,-,-,76.21,-
296,臺中市,2017/10/06,沙鹿,3.3,0.4,-,23.4,52,19,23.49,3.99,19.48,-,-,-,2.56,2.33,28.23,-,-,76.72,-
297,臺中市,2017/10/06,大里,3.5,0.64,427.87,31.8,89,24,24.84,4.34,20.5,2.197,0.273,1.924,1.76,1.47,29.56,-,-,75.81,-
298,臺中市,2017/10/05,西屯,1.9,0.32,-,38,44,17,15.35,1.47,13.86,1.91,0.16,1.751,1.89,1.55,28.24,0,0,69.77,0
299,臺中市,2017/10/05,忠明,2.1,0.41,-,30.3,34,19,21.62,2.89,18.72,1.94,0.157,1.782,1.75,1.38,30.01,-,-,72.2,-
300,臺中市,2017/10/05,豐原,1.9,0.36,-,33.6,43,16,13.87,2.44,11.43,1.908,0.153,1.755,1.59,1.33,27.63,-,-,73.19,-
301,臺中市,2017/10/05,沙鹿,1.9,0.26,-,29.1,37,14,13.31,1.18,12.11,-,-,-,3.24,3.05,27.18,-,-,76.09,-
302,臺中市,2017/10/05,大里,2.5,0.58,390.54,33.4,58,23,21.32,3.71,17.61,2.207,0.236,1.971,1.51,1.17,28.92,-,-,74.39,-
303,臺中市,2017/10/04,西屯,0.9,0.29,-,34.9,35,17,11.41,1.68,9.73,1.825,0.069,1.756,2.56,2.38,27.49,0,0,71.66,0
304,臺中市,2017/10/04,忠明,2.1,0.34,-,26.5,28,19,13.82,0.85,12.95,1.852,0.09,1.761,1.85,1.49,28.89,-,-,76.45,-
305,臺中市,2017/10/04,豐原,0.6,0.26,-,25.7,32,20,6.66,1.04,5.71,1.82,0.082,1.738,1.66,1.43,26.5,-,-,80.48,-
306,臺中市,2017/10/04,沙鹿,1.8,0.26,-,35.8,32,12,9.28,0.98,8.3,-,-,-,3.92,3.69,26.85,-,-,75.4,-
307,臺中市,2017/10/04,大里,2.3,0.53,390.75,20.7,54,22,15.48,0.67,14.89,2.022,0.152,1.87,1.57,1.18,28.24,-,-,77.1,-
308,臺中市,2017/10/03,西屯,2.8,0.36,-,37.6,66,29,16.28,1.27,15.01,1.895,0.124,1.772,2.45,2.11,29.38,0,0,70.64,0
309,臺中市,2017/10/03,忠明,3,0.42,-,35.4,49,34,15.72,1.31,14.41,1.883,0.131,1.752,2.06,1.54,30.94,-,-,74.23,-
310,臺中市,2017/10/03,豐原,2.1,0.33,-,29.4,51,28,11.31,0.79,10.5,1.883,0.142,1.741,1.88,1.61,28.58,-,-,74.95,-
311,臺中市,2017/10/03,沙鹿,3.2,0.29,-,37.9,50,26,11.91,1.1,10.78,-,-,-,3.33,3.11,28.57,-,-,77.8,-
312,臺中市,2017/10/03,大里,2.9,0.53,413.68,30,67,29,17.69,0.91,16.84,2.072,0.194,1.878,1.86,1.41,30.09,-,-,73.14,-
313,臺中市,2017/10/02,西屯,3.3,0.35,-,44.3,63,31,15.12,1.08,14.01,1.926,0.149,1.777,1.47,1.28,29.83,0,0,68.95,0
314,臺中市,2017/10/02,忠明,3.1,0.4,-,41.7,45,33,15.96,1.48,14.47,1.859,0.1,1.759,1.64,1.31,31.44,-,-,72.26,-
315,臺中市,2017/10/02,豐原,3.6,0.36,-,39.3,51,30,11.69,1.36,10.33,1.867,0.118,1.749,1.56,1.38,29.01,-,-,73.82,-
316,臺中市,2017/10/02,沙鹿,4.2,0.35,-,41.1,54,34,13.75,1.16,12.6,-,-,-,1.95,1.65,29.18,-,-,75.78,-
317,臺中市,2017/10/02,大里,3.7,0.51,407.96,33.5,68,31,18.7,1.73,16.97,2.069,0.182,1.887,1.74,1.4,30.23,-,-,72.82,-
318,臺中市,2017/10/01,西屯,3.4,0.36,-,52.6,54,29,14.26,1.33,12.93,1.911,0.102,1.809,1.66,1.43,29.63,0,0,67.59,0
319,臺中市,2017/10/01,忠明,3.1,0.38,-,49,41,29,13.49,1.23,12.25,1.887,0.104,1.783,1.74,1.36,31.49,-,-,69.74,-
320,臺中市,2017/10/01,豐原,2.8,0.32,-,51.8,45,24,8.66,0.29,8.47,1.865,0.084,1.781,2.01,1.57,28.55,-,-,71.73,-
321,臺中市,2017/10/01,沙鹿,3.5,0.36,-,52.5,55,30,12.01,0.73,11.25,-,-,-,2.08,1.73,28.98,-,-,73.61,-
322,臺中市,2017/10/01,大里,2.8,0.43,404.11,44.7,56,25,10.52,1.3,9.22,1.973,0.1,1.874,1.8,1.47,30.17,-,-,71.12,-
323,臺南市,2017/10/14,新營,1.8,0.32,-,9.4,17,8,14.42,2.44,11.97,2.181,0.113,2.068,1.11,1.03,25.64,1.77,6.03,91.61,5.68
324,臺南市,2017/10/14,善化,2.2,0.24,428.96,8.1,26,9,11.02,2.62,8.4,-,-,-,1.45,1.26,25.86,-,-,95.43,-
325,臺南市,2017/10/14,安南,1.8,0.33,-,9.7,20,8,19.47,5.12,14.35,2.176,0.194,1.982,1.52,1.25,25.91,-,-,93.91,-
326,臺南市,2017/10/14,臺南,2.3,0.45,-,7.6,17,10,22.13,6.02,16.11,2.092,0.216,1.876,1.04,0.88,25.51,-,-,94.18,-
327,臺南市,2017/10/13,新營,1.8,0.28,-,19.3,61,10,14,0.95,13.03,2.049,0.092,1.957,2.58,2.39,26.75,2.08,6.51,79.17,40.75
328,臺南市,2017/10/13,善化,2.5,0.26,422.32,17.3,60,14,15.5,2.57,12.93,-,-,-,2.82,2.64,26.84,-,-,85.33,-
329,臺南市,2017/10/13,安南,3.5,0.31,-,18.7,80,11,19.57,2.83,16.74,2.123,0.135,1.988,2.18,1.88,27.28,-,-,77.7,-
330,臺南市,2017/10/13,臺南,2.6,0.41,-,16.3,69,17,21.5,4.49,17.02,2.099,0.2,1.899,2.4,2.07,26.83,-,-,81.24,-
331,臺南市,2017/10/12,新營,2.8,0.29,-,27.7,75,24,13.38,1.35,12,2.191,0.107,2.084,2.02,1.81,29.33,0,0,74.13,0
332,臺南市,2017/10/12,善化,3.5,0.26,429.8,30.7,67,25,11.47,1.45,10.02,-,-,-,2.3,2.1,29.71,-,-,79.49,-
333,臺南市,2017/10/12,安南,3.2,0.29,-,34.3,81,25,15.16,1.88,13.31,2.178,0.176,2.002,2.13,1.85,30.44,-,-,70.41,-
334,臺南市,2017/10/12,臺南,3.9,0.37,-,35.9,68,22,15.47,1.94,13.53,2.047,0.165,1.882,1.99,1.63,30.14,-,-,74.03,-
335,臺南市,2017/10/11,新營,3,0.28,-,39.2,51,25,8.94,0.56,8.33,2.152,0.074,2.079,1.61,1.25,30.58,0,0,72.16,0
336,臺南市,2017/10/11,善化,2.5,0.21,430.78,33.4,44,18,9.14,1.83,7.31,-,-,-,1.89,1.66,30.11,-,-,81.04,-
337,臺南市,2017/10/11,安南,4,0.34,-,43.7,54,27,12.84,1.66,11.18,2.169,0.228,1.941,2.5,2.11,30.88,-,-,72.41,-
338,臺南市,2017/10/11,臺南,3.6,0.3,-,39.9,43,18,12.36,1.41,10.95,1.933,0.113,1.821,1.61,1.41,30.38,-,-,76.06,-
339,臺南市,2017/10/10,新營,2.9,0.3,-,33.4,51,22,9.96,0.86,9.07,2.261,0.076,2.185,1.53,1.11,30.59,0,0,70.68,0
340,臺南市,2017/10/10,善化,2.6,0.22,432.75,30.9,43,21,8.43,1.67,6.76,-,-,-,1.71,1.54,30.41,-,-,79.28,-
341,臺南市,2017/10/10,安南,2.9,0.27,-,38.3,51,24,10.62,1.56,9.05,2.086,0.114,1.972,2.18,1.78,30.95,-,-,70.47,-
342,臺南市,2017/10/10,臺南,2.6,0.29,-,36.9,37,18,10.6,1.89,8.72,1.964,0.118,1.846,1.9,1.53,30.38,-,-,74.55,-
343,臺南市,2017/10/09,新營,2.2,0.3,-,35,51,21,8.18,0.7,7.45,2.123,0.068,2.055,1.5,1.14,30.62,0,0,70.36,0
344,臺南市,2017/10/09,善化,2.5,0.26,431.71,31.4,51,22,8.26,1.1,7.14,-,-,-,2.12,1.96,30.2,-,-,79.61,-
345,臺南市,2017/10/09,安南,2.7,0.31,-,37,48,22,10.2,0.85,9.3,2.095,0.13,1.965,2.28,1.97,30.58,-,-,71.92,-
