序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1507,苗栗縣,1999/02/12,三義,4.2,0.45,46.6,-,98,-,14.34,0.54,13.8,2.263,0.07,2.19,12.19,-,-,74.0,-
1508,苗栗縣,1999/02/11,苗栗,4.5,0.77,24.2,-,41,-,39.2,8.78,30.43,-,-,-,19.39,-,-,41.0,-
1509,苗栗縣,1999/02/11,頭份,22.9,-,-,-,79,-,51.39,22.49,28.89,2.537,0.26,2.28,18.83,-,-,65.0,-
1510,苗栗縣,1999/02/11,三義,5.1,0.4,35.5,-,70,-,32.66,6.06,26.6,2.406,0.13,2.27,17.45,-,-,60.0,-
1511,苗栗縣,1999/02/10,苗栗,6.4,1.01,14.8,-,78,-,74.29,27.07,47.23,-,-,-,19.42,-,-,64.0,-
1512,苗栗縣,1999/02/10,頭份,10.7,-,-,-,61,-,55.43,24.43,31.0,2.623,0.33,2.3,18.89,-,-,56.0,-
1513,苗栗縣,1999/02/10,三義,4.3,0.42,37.2,-,74,-,38.62,8.65,29.97,2.441,0.16,2.28,18.57,-,-,65.0,-
1514,苗栗縣,1999/02/09,苗栗,3.9,0.77,12.0,-,91,-,59.65,24.94,34.71,-,-,-,17.05,-,-,70.0,-
1515,苗栗縣,1999/02/09,頭份,16.3,-,-,-,67,-,60.54,30.06,30.47,2.599,0.38,2.22,17.9,-,-,59.0,-
1516,苗栗縣,1999/02/09,三義,2.2,0.34,29.6,-,64,-,27.64,3.7,24.09,2.369,0.11,2.26,15.54,-,-,59.0,-
1517,苗栗縣,1999/02/08,苗栗,5.0,0.58,12.4,-,60,-,44.15,10.61,33.53,-,-,-,17.0,-,-,55.0,-
1518,苗栗縣,1999/02/08,頭份,18.3,-,-,-,34,-,35.11,8.71,26.39,2.373,0.21,2.16,17.11,-,-,34.0,-
1519,苗栗縣,1999/02/08,三義,1.6,0.29,21.4,-,49,-,24.05,1.7,22.36,2.329,0.09,2.24,14.73,-,-,49.0,-
1520,苗栗縣,1999/02/07,苗栗,4.4,0.68,9.8,-,90,-,54.01,21.33,32.68,-,-,-,15.88,-,-,70.0,-
1521,苗栗縣,1999/02/07,頭份,29.5,-,-,-,39,-,39.2,16.87,22.33,2.202,0.19,2.01,16.32,-,-,49.0,-
1522,苗栗縣,1999/02/07,三義,1.7,0.34,29.0,-,59,-,24.93,3.69,21.24,2.347,0.1,2.25,14.21,-,-,55.0,-
1523,苗栗縣,1999/02/06,苗栗,4.1,0.83,12.4,-,88,-,74.07,41.72,32.35,-,-,-,14.37,-,-,69.0,-
1524,苗栗縣,1999/02/06,頭份,24.2,-,-,-,41,-,41.6,18.14,23.46,2.22,0.23,1.99,14.98,-,-,41.0,-
1525,苗栗縣,1999/02/06,三義,2.2,0.33,29.5,-,65,-,28.66,6.33,22.33,2.316,0.06,2.25,12.73,-,-,58.0,-
1526,苗栗縣,1999/02/05,苗栗,3.7,0.87,16.2,-,-,-,50.23,22.36,27.87,-,-,-,11.89,-,-,37.0,-
1527,苗栗縣,1999/02/05,頭份,22.7,-,-,-,43,-,31.2,9.81,21.39,2.19,0.16,2.03,12.87,-,-,43.0,-
1528,苗栗縣,1999/02/05,三義,2.2,0.27,33.5,-,43,-,18.66,1.95,16.72,2.179,0.04,2.14,9.91,-,-,46.0,-
1529,苗栗縣,1999/02/04,苗栗,5.4,0.42,32.7,-,-,-,21.58,2.7,18.88,-,-,-,10.64,-,-,36.0,-
1530,苗栗縣,1999/02/04,頭份,30.0,-,-,-,-,-,20.82,4.12,16.7,2.122,0.16,1.96,10.99,-,-,50.0,-
1531,苗栗縣,1999/02/04,三義,3.4,0.29,37.0,-,61,-,14.5,1.09,13.41,2.284,0.08,2.21,7.51,-,-,56.0,-
1532,苗栗縣,1999/02/03,苗栗,5.0,0.48,33.8,-,129,-,20.07,2.23,17.84,-,-,-,12.26,-,-,90.0,-
1533,苗栗縣,1999/02/03,頭份,29.0,-,-,-,-,-,20.85,3.64,17.21,2.129,0.11,2.02,12.31,-,-,48.0,-
1534,苗栗縣,1999/02/03,三義,4.0,0.36,38.9,-,101,-,17.03,1.13,15.9,2.318,0.06,2.26,9.32,-,-,75.0,-
1535,苗栗縣,1999/02/02,苗栗,3.7,0.46,25.4,-,52,-,19.77,2.56,17.21,-,-,-,14.09,-,-,51.0,-
1536,苗栗縣,1999/02/02,頭份,22.4,-,-,-,-,-,19.83,3.19,16.64,2.077,0.08,2.0,14.04,-,-,37.0,-
1537,苗栗縣,1999/02/02,三義,2.7,0.31,22.6,-,49,-,23.71,1.34,22.37,2.331,0.09,2.24,11.57,-,-,49.0,-
1538,苗栗縣,1999/02/01,苗栗,6.2,0.85,9.9,-,175,-,56.96,23.27,33.69,-,-,-,20.48,-,-,113.0,-
1539,苗栗縣,1999/02/01,頭份,16.1,-,-,-,-,-,41.64,16.2,25.44,2.422,0.16,2.26,19.51,-,-,27.0,-
1540,苗栗縣,1999/02/01,三義,4.5,0.51,24.1,-,94,-,39.03,8.15,30.88,2.469,0.17,2.3,20.99,-,-,72.0,-
1541,彰化縣,1999/02/28,彰化,3.3,0.58,25.9,-,58,-,34.53,8.48,26.05,-,-,2.39,17.94,-,-,54.0,-
1542,彰化縣,1999/02/28,線西,4.1,-,-,-,35,-,17.41,1.03,16.38,2.276,0.08,2.2,16.98,-,-,35.0,-
1543,彰化縣,1999/02/28,二林,5.7,0.27,32.9,-,74,-,16.42,1.16,15.26,-,-,-,18.0,-,-,62.0,-
1544,彰化縣,1999/02/27,彰化,3.8,0.7,21.9,-,83,-,34.94,10.52,24.41,-,-,2.43,19.48,-,-,66.0,-
1545,彰化縣,1999/02/27,線西,7.3,-,-,-,62,-,29.82,7.15,22.66,2.597,0.18,2.42,18.64,-,-,56.0,-
1546,彰化縣,1999/02/27,二林,5.4,0.54,24.5,-,182,-,30.17,9.45,20.71,-,-,-,19.4,-,-,116.0,-
1547,彰化縣,1999/02/26,彰化,6.1,0.93,22.5,-,106,-,43.29,14.72,29.27,-,-,2.56,24.15,-,-,78.0,-
1548,彰化縣,1999/02/26,線西,4.9,-,-,-,-,-,24.06,3.97,20.08,2.331,0.07,2.26,23.4,-,-,62.0,-
1549,彰化縣,1999/02/26,二林,3.8,0.52,31.4,-,109,-,19.36,1.82,17.54,-,-,-,24.25,-,-,79.0,-
1550,彰化縣,1999/02/25,彰化,14.0,1.29,16.5,-,143,-,76.56,28.02,48.54,-,-,2.68,23.01,-,-,97.0,-
1551,彰化縣,1999/02/25,線西,8.2,-,-,-,72,-,36.07,7.01,29.06,2.453,0.16,2.29,21.58,-,-,61.0,-
1552,彰化縣,1999/02/25,二林,13.5,0.62,30.8,-,131,-,26.24,3.03,23.21,-,-,-,22.8,-,-,91.0,-
1553,彰化縣,1999/02/24,彰化,11.5,1.35,18.4,-,134,-,69.73,22.78,46.95,-,-,2.63,22.52,-,-,92.0,-
1554,彰化縣,1999/02/24,線西,8.4,-,-,-,86,-,44.85,13.99,30.86,2.765,0.34,2.43,21.31,-,-,68.0,-
1555,彰化縣,1999/02/24,二林,6.9,0.64,31.9,-,139,-,30.11,7.07,23.04,-,-,-,22.52,-,-,94.0,-
1556,彰化縣,1999/02/23,彰化,10.1,0.98,14.9,-,48,-,59.95,21.87,38.07,-,-,2.51,19.29,-,-,48.0,-
1557,彰化縣,1999/02/23,線西,6.5,-,-,-,43,-,27.68,5.71,21.97,2.427,0.09,2.33,18.39,-,-,43.0,-
1558,彰化縣,1999/02/23,二林,5.3,0.5,24.1,-,90,-,26.49,6.9,19.58,-,-,-,19.09,-,-,70.0,-
1559,彰化縣,1999/02/22,彰化,6.5,0.77,16.8,-,34,-,52.15,17.19,34.96,-,-,2.49,16.83,-,-,51.0,-
1560,彰化縣,1999/02/22,線西,10.3,-,-,-,25,-,31.34,4.45,26.89,2.191,0.08,2.12,16.31,-,-,25.0,-
1561,彰化縣,1999/02/22,二林,5.8,-,29.4,-,53,-,21.41,1.64,19.77,-,-,-,17.07,-,-,58.0,-
1562,彰化縣,1999/02/21,彰化,1.6,0.53,23.2,-,34,-,33.14,8.53,24.62,-,-,2.14,14.34,-,-,34.0,-
1563,彰化縣,1999/02/21,線西,3.3,-,-,-,20,-,16.21,0.72,15.49,2.09,0.05,2.04,13.56,-,-,20.0,-
1564,彰化縣,1999/02/21,二林,4.8,0.3,34.4,-,41,-,14.72,1.1,13.62,-,-,-,14.47,-,-,42.0,-
1565,彰化縣,1999/02/20,彰化,0.7,0.55,21.0,-,36,-,33.2,10.58,22.63,-,-,2.21,11.65,-,-,36.0,-
1566,彰化縣,1999/02/20,線西,3.0,-,-,-,17,-,16.72,1.15,15.56,2.076,0.1,1.98,11.62,-,-,17.0,-
1567,彰化縣,1999/02/20,二林,1.9,0.33,33.4,-,34,-,10.72,0.44,10.29,-,-,-,11.79,-,-,34.0,-
1568,彰化縣,1999/02/19,彰化,1.2,0.47,30.8,-,112,-,24.74,7.36,17.37,-,-,2.2,14.39,-,-,81.0,-
1569,彰化縣,1999/02/19,線西,2.8,-,-,-,88,-,12.07,1.53,10.54,2.015,0.08,1.93,13.43,-,-,69.0,-
1570,彰化縣,1999/02/19,二林,3.6,0.34,37.8,-,126,-,9.66,0.53,9.14,-,-,-,14.32,-,-,88.0,-
1571,彰化縣,1999/02/18,彰化,3.5,0.7,25.0,-,68,-,30.95,6.51,24.45,-,-,2.47,20.3,-,-,59.0,-
1572,彰化縣,1999/02/18,線西,1.3,-,-,-,45,-,-,-,-,2.384,0.06,2.33,19.7,-,-,45.0,-
1573,彰化縣,1999/02/18,二林,3.1,0.8,30.9,-,122,-,26.52,9.21,17.31,-,-,-,20.75,-,-,86.0,-
1574,彰化縣,1999/02/17,彰化,4.2,0.73,19.9,-,67,-,39.49,7.86,31.63,-,-,2.49,19.74,-,-,58.0,-
1575,彰化縣,1999/02/17,線西,2.0,-,-,-,39,-,20.0,3.0,17.0,2.39,0.1,2.29,19.06,-,-,39.0,-
1576,彰化縣,1999/02/17,二林,2.8,0.51,31.0,-,76,-,15.03,1.17,13.91,-,-,-,19.87,-,-,63.0,-
1577,彰化縣,1999/02/16,彰化,2.4,0.71,23.4,-,96,-,29.88,5.28,24.6,-,-,2.42,19.1,-,-,73.0,-
1578,彰化縣,1999/02/16,線西,1.8,-,-,-,63,-,13.82,0.6,13.21,2.484,0.14,2.34,18.6,-,-,57.0,-
1579,彰化縣,1999/02/16,二林,1.9,0.4,30.6,-,81,-,11.16,0.59,10.74,-,-,-,18.81,-,-,65.0,-
1580,彰化縣,1999/02/15,彰化,5.6,0.69,32.2,-,103,-,27.09,2.25,24.84,3.055,0.3,2.75,19.32,-,-,76.0,-
1581,彰化縣,1999/02/15,線西,2.2,-,-,-,92,-,18.37,1.25,17.12,2.48,0.21,2.27,18.6,-,-,71.0,-
1582,彰化縣,1999/02/15,二林,2.4,0.53,34.1,-,116,-,15.5,-,14.28,-,-,-,18.88,-,-,83.0,-
1583,彰化縣,1999/02/14,彰化,9.2,1.0,27.1,-,143,-,53.98,12.97,41.01,3.104,0.56,2.55,18.56,-,-,96.0,-
1584,彰化縣,1999/02/14,線西,8.5,-,-,-,76,-,39.95,8.66,31.29,2.373,0.08,2.29,17.83,-,-,63.0,-
1585,彰化縣,1999/02/14,二林,6.6,0.67,34.3,-,130,-,34.43,8.46,25.97,-,-,-,18.26,-,-,90.0,-
1586,彰化縣,1999/02/13,彰化,7.3,0.77,20.0,-,84,-,52.04,16.0,36.04,2.712,0.33,2.39,15.85,-,-,67.0,-
1587,彰化縣,1999/02/13,線西,6.4,-,-,-,38,-,23.16,2.44,20.72,2.254,0.06,2.19,15.23,-,-,38.0,-
1588,彰化縣,1999/02/13,二林,11.3,0.3,31.6,-,65,-,28.93,6.29,22.65,-,-,-,16.03,-,-,57.0,-
1589,彰化縣,1999/02/12,彰化,5.3,0.76,34.6,-,119,-,38.72,8.34,30.38,2.676,0.26,2.41,16.35,-,-,85.0,-
1590,彰化縣,1999/02/12,線西,8.7,-,-,-,105,-,21.1,1.39,19.7,2.333,0.1,2.23,15.65,-,-,77.0,-
1591,彰化縣,1999/02/12,二林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1592,彰化縣,1999/02/11,彰化,11.0,1.13,20.8,-,133,-,66.17,21.16,45.01,3.035,0.49,2.55,20.71,-,-,92.0,-
1593,彰化縣,1999/02/11,線西,9.8,-,-,-,103,-,50.62,15.29,35.34,2.99,0.43,2.56,19.71,-,-,77.0,-
1594,彰化縣,1999/02/11,二林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1595,彰化縣,1999/02/10,彰化,10.9,1.22,21.3,-,150,-,69.5,21.36,48.15,-,-,-,20.68,-,-,100.0,-
1596,彰化縣,1999/02/10,線西,10.5,-,-,-,111,-,72.38,31.38,41.0,3.37,0.76,2.61,19.36,-,-,81.0,-
1597,彰化縣,1999/02/10,二林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1598,彰化縣,1999/02/09,彰化,11.4,0.91,15.6,-,-,-,77.03,32.01,45.02,-,-,-,18.32,-,-,95.0,-
1599,彰化縣,1999/02/09,線西,10.5,-,-,-,49,-,42.28,10.49,31.79,2.642,0.31,2.33,17.88,-,-,49.0,-
1600,彰化縣,1999/02/09,二林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1601,彰化縣,1999/02/08,彰化,7.4,0.77,13.4,-,-,-,63.06,25.49,37.57,-,-,-,17.5,-,-,37.0,-
1602,彰化縣,1999/02/08,線西,7.0,-,-,-,41,-,30.92,4.04,26.89,2.413,0.1,2.31,17.16,-,-,41.0,-
1603,彰化縣,1999/02/08,二林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1604,彰化縣,1999/02/07,彰化,7.0,0.86,16.4,-,-,-,57.28,22.2,35.08,-,-,-,17.1,-,-,41.0,-
1605,彰化縣,1999/02/07,線西,7.3,-,-,-,70,-,46.15,18.89,27.26,2.696,0.33,2.37,16.48,-,-,60.0,-
1606,彰化縣,1999/02/07,二林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1607,彰化縣,1999/02/06,彰化,9.1,0.92,16.1,-,-,-,65.48,26.99,38.49,-,-,-,15.81,-,-,79.0,-
1608,彰化縣,1999/02/06,線西,11.7,-,-,-,68,-,49.15,17.6,31.55,2.733,0.31,2.43,15.13,-,-,59.0,-
1609,彰化縣,1999/02/06,二林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1610,彰化縣,1999/02/05,彰化,9.8,0.77,16.7,-,74,-,58.95,21.3,37.65,2.826,0.38,2.45,13.71,-,-,62.0,-
1611,彰化縣,1999/02/05,線西,6.8,-,-,-,45,-,25.39,2.69,22.7,2.402,0.12,2.28,13.16,-,-,45.0,-
1612,彰化縣,1999/02/05,二林,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1613,彰化縣,1999/02/04,彰化,5.4,0.53,29.9,-,90,-,36.21,8.53,27.68,2.616,0.2,2.42,12.11,-,-,70.0,-
1614,彰化縣,1999/02/04,線西,8.2,-,-,-,63,-,20.34,1.57,18.77,2.384,0.1,2.28,11.34,-,-,56.0,-
1615,彰化縣,1999/02/04,二林,-,0.23,38.2,-,81,-,12.93,0.75,12.17,-,-,-,11.77,-,-,66.0,-
1616,彰化縣,1999/02/03,彰化,5.3,0.4,36.6,-,124,-,27.76,5.89,21.87,2.593,0.16,2.43,13.7,-,-,87.0,-
1617,彰化縣,1999/02/03,線西,8.0,-,-,-,85,-,18.25,1.61,16.65,2.428,0.1,2.33,13.35,-,-,67.0,-
1618,彰化縣,1999/02/03,二林,5.8,0.34,42.6,-,96,-,14.21,0.9,13.31,-,-,-,13.86,-,-,73.0,-
1619,彰化縣,1999/02/02,彰化,4.0,0.51,23.7,-,68,-,32.58,8.51,24.07,2.497,0.15,2.35,16.46,-,-,59.0,-
1620,彰化縣,1999/02/02,線西,7.4,-,-,-,48,-,23.22,2.33,20.89,2.252,0.07,2.18,15.85,-,-,48.0,-
1621,彰化縣,1999/02/02,二林,6.8,0.34,30.6,-,67,-,19.92,2.05,17.87,-,-,-,16.79,-,-,59.0,-
1622,彰化縣,1999/02/01,彰化,7.1,0.94,23.7,-,111,-,51.79,14.72,37.07,2.796,0.52,2.28,22.8,-,-,80.0,-
1623,彰化縣,1999/02/01,線西,7.5,-,-,-,98,-,32.18,6.7,25.48,2.482,0.16,2.32,22.21,-,-,74.0,-
1624,彰化縣,1999/02/01,二林,5.1,0.78,32.0,-,154,-,35.18,16.72,18.46,-,-,-,23.11,-,-,102.0,-
1625,南投縣,1999/02/28,南投,2.2,0.62,28.7,-,72,-,26.89,2.55,24.34,2.45,0.22,2.23,17.73,-,-,65.0,-
1626,南投縣,1999/02/28,埔里,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1627,南投縣,1999/02/28,竹山,2.7,0.46,31.3,-,112,-,33.46,3.89,29.57,-,-,-,18.21,-,-,90.0,-
1628,南投縣,1999/02/27,南投,1.2,0.61,19.7,-,71,-,29.63,7.58,22.05,2.49,0.26,2.22,18.68,-,-,60.0,-
1629,南投縣,1999/02/27,埔里,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1630,南投縣,1999/02/27,竹山,1.0,0.33,27.0,-,85,-,25.84,3.33,22.5,-,-,-,19.83,-,-,67.0,-
1631,南投縣,1999/02/26,南投,1.5,0.65,28.3,-,86,-,24.6,5.62,18.98,2.443,0.22,2.23,22.59,-,-,68.0,-
1632,南投縣,1999/02/26,埔里,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1633,南投縣,1999/02/26,竹山,1.9,0.48,29.4,-,110,-,33.76,10.61,23.15,-,-,-,23.43,-,-,80.0,-
1634,南投縣,1999/02/25,南投,4.6,0.83,28.5,-,92,-,34.13,6.5,27.63,2.73,0.42,2.31,22.89,-,-,71.0,-
1635,南投縣,1999/02/25,埔里,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1636,南投縣,1999/02/25,竹山,3.7,0.68,23.7,-,125,-,40.0,9.95,30.05,-,-,-,23.03,-,-,88.0,-
1637,南投縣,1999/02/24,南投,3.2,0.87,23.3,-,99,-,37.77,8.83,28.94,2.757,0.4,2.36,21.38,-,-,75.0,-
1638,南投縣,1999/02/24,埔里,4.5,0.94,39.4,-,135,-,18.65,1.15,17.5,2.478,0.22,2.26,20.57,-,-,93.0,-
1639,南投縣,1999/02/24,竹山,1.8,0.64,32.5,-,110,-,34.91,6.05,28.85,-,-,-,22.32,-,-,85.0,-
1640,南投縣,1999/02/23,南投,3.4,0.9,24.4,-,83,-,37.7,8.29,29.41,2.719,0.46,2.26,18.61,-,-,81.0,-
1641,南投縣,1999/02/23,埔里,2.4,1.03,38.6,-,135,-,19.69,2.3,17.39,2.5,0.26,2.24,18.24,-,-,100.0,-
1642,南投縣,1999/02/23,竹山,2.2,0.66,30.5,-,115,-,39.27,11.05,28.22,-,-,-,19.33,-,-,88.0,-
1643,南投縣,1999/02/22,南投,3.2,0.88,21.6,-,75,-,39.92,6.39,33.53,2.77,0.45,2.32,14.21,-,-,62.0,-
1644,南投縣,1999/02/22,埔里,1.8,0.97,33.6,-,142,-,19.94,1.64,18.3,2.467,0.24,2.22,16.88,-,-,96.0,-
1645,南投縣,1999/02/22,竹山,1.8,0.62,28.0,-,97,-,35.91,5.79,30.12,-,-,-,16.86,-,-,73.0,-
1646,南投縣,1999/02/21,南投,0.4,0.63,19.3,-,46,-,26.23,2.3,23.94,2.46,0.19,2.27,12.89,-,-,46.0,-
1647,南投縣,1999/02/21,埔里,0.5,0.79,26.0,-,105,-,13.88,1.73,12.15,2.261,0.12,2.14,14.66,-,-,77.0,-
1648,南投縣,1999/02/21,竹山,0.9,0.54,17.5,-,73,-,27.92,2.63,25.3,-,-,-,14.34,-,-,62.0,-
1649,南投縣,1999/02/20,南投,0.4,0.62,13.7,-,37,-,28.41,3.5,24.91,2.449,0.2,2.25,10.57,-,-,37.0,-
1650,南投縣,1999/02/20,埔里,0.5,0.79,10.1,-,115,-,15.79,2.04,13.75,2.186,0.1,2.09,11.87,-,-,82.0,-
1651,南投縣,1999/02/20,竹山,0.3,0.46,9.6,-,54,-,23.72,2.02,21.7,-,-,-,10.92,-,-,52.0,-
1652,南投縣,1999/02/19,南投,0.5,-,29.6,-,72,-,18.58,1.52,17.06,2.3,0.13,2.17,13.38,-,-,61.0,-
1653,南投縣,1999/02/19,埔里,0.2,0.7,30.6,-,118,-,11.1,0.86,10.24,2.086,0.07,2.02,16.12,-,-,84.0,-
1654,南投縣,1999/02/19,竹山,0.4,0.45,31.8,-,91,-,15.45,0.84,14.61,-,-,-,15.12,-,-,71.0,-
1655,南投縣,1999/02/18,南投,0.4,-,26.9,-,64,-,19.48,3.99,15.49,2.341,0.11,2.23,18.85,-,-,57.0,-
1656,南投縣,1999/02/18,埔里,0.5,0.77,32.2,-,123,-,15.75,1.53,14.22,2.216,0.14,2.08,19.38,-,-,87.0,-
1657,南投縣,1999/02/18,竹山,0.3,0.47,31.7,-,72,-,16.95,1.11,15.84,-,-,-,20.06,-,-,61.0,-
1658,南投縣,1999/02/17,南投,0.5,0.65,25.7,-,64,-,26.39,8.54,17.85,2.41,0.12,2.29,18.19,-,-,62.0,-
1659,南投縣,1999/02/17,埔里,0.7,0.82,40.1,-,124,-,17.18,1.75,15.42,2.361,0.17,2.19,17.63,-,-,87.0,-
1660,南投縣,1999/02/17,竹山,0.7,0.71,29.9,-,86,-,30.68,6.32,24.37,-,-,-,19.01,-,-,69.0,-
1661,南投縣,1999/02/16,南投,0.5,0.6,27.3,-,80,-,19.5,1.92,17.58,2.394,0.15,2.24,18.11,-,-,66.0,-
1662,南投縣,1999/02/16,埔里,0.3,0.78,35.4,-,128,-,15.1,1.03,14.07,2.253,0.15,2.1,17.01,-,-,89.0,-
1663,南投縣,1999/02/16,竹山,0.6,0.53,30.0,-,80,-,19.91,1.73,18.18,-,-,-,18.72,-,-,69.0,-
1664,南投縣,1999/02/15,南投,1.4,0.64,32.1,-,98,-,19.1,1.75,17.35,2.456,0.19,2.27,17.83,-,-,74.0,-
1665,南投縣,1999/02/15,埔里,1.1,0.97,45.7,-,176,-,15.32,0.22,15.11,2.147,0.11,2.04,17.47,-,-,113.0,-
1666,南投縣,1999/02/15,竹山,1.0,0.64,35.5,-,95,-,23.8,1.73,22.06,-,-,-,18.47,-,-,73.0,-
1667,南投縣,1999/02/14,南投,1.9,0.9,33.7,-,144,-,31.38,6.69,24.69,2.692,0.36,2.34,14.82,-,-,97.0,-
1668,南投縣,1999/02/14,埔里,1.7,1.13,44.7,-,213,-,17.96,0.51,17.45,2.507,0.29,2.22,16.37,-,-,131.0,-
1669,南投縣,1999/02/14,竹山,1.7,0.8,38.2,-,153,-,34.71,4.48,30.23,-,-,-,17.07,-,-,102.0,-
1670,南投縣,1999/02/13,南投,3.9,0.85,21.4,-,114,-,42.86,5.83,37.03,2.65,0.5,2.15,15.13,-,-,82.0,-
1671,南投縣,1999/02/13,埔里,3.1,1.14,40.6,-,227,-,19.56,0.75,18.82,2.465,0.26,2.2,15.63,-,-,138.0,-
1672,南投縣,1999/02/13,竹山,3.1,0.74,20.5,-,152,-,48.13,8.22,39.92,-,-,-,15.61,-,-,101.0,-
1673,南投縣,1999/02/12,南投,4.5,0.96,23.3,-,127,-,39.7,3.33,36.37,2.779,0.56,2.22,15.18,-,-,88.0,-
1674,南投縣,1999/02/12,埔里,2.3,1.38,23.2,-,177,-,23.78,1.99,21.79,-,-,-,16.55,-,-,114.0,-
1675,南投縣,1999/02/12,竹山,2.4,0.82,21.6,-,141,-,38.05,2.14,35.92,-,-,-,15.99,-,-,95.0,-
1676,南投縣,1999/02/11,南投,3.3,0.78,28.4,-,95,-,35.02,4.06,30.96,2.53,0.33,2.2,19.82,-,-,73.0,-
1677,南投縣,1999/02/11,埔里,3.4,0.98,46.1,-,103,-,16.58,0.71,15.87,2.021,0.1,1.92,19.56,-,-,86.0,-
1678,南投縣,1999/02/11,竹山,2.9,0.56,33.2,-,97,-,33.8,3.57,30.23,-,-,-,20.88,-,-,74.0,-
1679,南投縣,1999/02/10,南投,2.2,0.51,27.7,-,-,-,42.25,7.25,35.0,2.684,0.5,2.18,19.97,-,-,88.0,-
1680,南投縣,1999/02/10,埔里,3.0,1.09,44.9,-,131,-,20.4,1.15,19.25,2.358,0.29,2.06,18.76,-,-,90.0,-
1681,南投縣,1999/02/10,竹山,2.1,0.76,31.4,-,110,-,43.68,8.59,35.09,-,-,-,20.97,-,-,82.0,-
1682,南投縣,1999/02/09,南投,3.8,1.0,24.5,-,-,-,55.06,21.31,33.75,2.992,0.67,2.32,17.48,-,-,71.0,-
1683,南投縣,1999/02/09,埔里,4.5,1.16,45.6,-,164,-,23.66,1.79,21.87,2.584,0.36,2.22,16.89,-,-,107.0,-
1684,南投縣,1999/02/09,竹山,2.8,0.68,29.2,-,137,-,48.74,9.76,38.98,-,-,-,18.91,-,-,93.0,-
1685,南投縣,1999/02/08,南投,2.2,0.81,20.3,-,102,-,42.83,13.02,29.81,2.817,0.49,2.32,16.17,-,-,76.0,-
1686,南投縣,1999/02/08,埔里,3.0,1.17,39.1,-,161,-,26.84,4.87,21.98,2.571,0.37,2.2,15.93,-,-,105.0,-
1687,南投縣,1999/02/08,竹山,2.2,0.74,27.6,-,126,-,40.59,9.35,31.24,-,-,-,17.33,-,-,90.0,-
1688,南投縣,1999/02/07,南投,1.9,0.73,28.0,-,101,-,36.38,10.25,26.13,2.684,0.43,2.26,15.8,-,-,87.0,-
1689,南投縣,1999/02/07,埔里,2.4,1.0,42.7,-,148,-,20.94,1.13,19.81,2.418,0.25,2.17,14.9,-,-,99.0,-
1690,南投縣,1999/02/07,竹山,2.0,0.62,34.1,-,119,-,34.62,6.4,28.22,-,-,-,16.63,-,-,95.0,-
1691,南投縣,1999/02/06,南投,2.9,0.66,22.3,-,90,-,35.07,7.07,28.0,2.539,0.35,2.19,14.35,-,-,70.0,-
1692,南投縣,1999/02/06,埔里,4.3,1.1,21.0,-,-,-,-,-,-,-,-,-,12.57,-,-,107.0,-
1693,南投縣,1999/02/06,竹山,2.0,0.57,31.5,-,104,-,34.25,6.4,27.85,-,-,-,15.19,-,-,80.0,-
1694,南投縣,1999/02/05,南投,2.5,0.74,22.3,-,86,-,38.07,9.73,28.34,2.736,0.5,2.24,11.64,-,-,72.0,-
1695,南投縣,1999/02/05,埔里,2.7,0.88,38.9,-,141,-,20.36,2.03,18.33,-,-,-,11.61,-,-,95.0,-
1696,南投縣,1999/02/05,竹山,2.4,0.67,26.3,-,115,-,41.4,11.02,30.38,-,-,-,12.7,-,-,83.0,-
1697,南投縣,1999/02/04,南投,3.1,0.65,19.6,-,93,-,36.01,6.64,29.37,2.629,0.42,2.21,9.99,-,-,71.0,-
1698,南投縣,1999/02/04,埔里,3.0,0.82,30.0,-,145,-,19.88,2.45,17.43,-,-,-,10.36,-,-,98.0,-
1699,南投縣,1999/02/04,竹山,2.5,0.57,24.5,-,109,-,34.83,5.74,29.1,-,-,-,10.81,-,-,79.0,-
