序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
727,臺南市,1998/11/21,新營,7.8,0.52,22.6,-,85,-,39.29,13.17,26.12,2.704,0.23,2.48,23.69,-,-,67.0,-
728,臺南市,1998/11/21,善化,7.8,0.56,25.2,-,94,-,32.46,9.04,23.42,-,-,-,23.81,-,-,72.0,-
729,臺南市,1998/11/21,安南,7.4,0.61,30.7,-,78,-,32.5,8.25,24.25,-,-,-,23.11,-,-,76.0,-
730,臺南市,1998/11/21,臺南,9.7,0.99,23.0,-,119,-,43.71,12.54,31.17,2.765,0.46,2.3,22.98,-,-,85.0,-
731,臺南市,1998/11/20,新營,8.5,0.47,21.5,-,75,-,39.0,10.53,28.47,2.495,0.19,2.31,23.7,-,-,69.0,-
732,臺南市,1998/11/20,善化,8.1,0.57,23.9,-,81,-,28.96,8.27,20.69,-,-,-,23.44,-,-,59.0,-
733,臺南市,1998/11/20,安南,7.2,0.57,29.5,-,63,-,30.57,7.44,23.14,-,-,-,22.88,-,-,69.0,-
734,臺南市,1998/11/20,臺南,10.4,1.06,21.8,-,101,-,43.37,13.46,29.91,2.805,0.49,2.31,22.72,-,-,76.0,-
735,臺南市,1998/11/19,新營,8.9,0.4,19.0,-,52,-,34.07,8.31,25.76,2.469,0.24,2.23,24.12,-,-,51.0,-
736,臺南市,1998/11/19,善化,9.6,0.52,20.3,-,62,-,27.44,9.08,18.36,-,-,-,23.79,-,-,56.0,-
737,臺南市,1998/11/19,安南,6.9,0.49,25.1,-,56,-,22.16,3.46,18.7,-,-,-,23.27,-,-,55.0,-
738,臺南市,1998/11/19,臺南,8.9,0.86,17.8,-,76,-,35.44,8.5,26.94,2.57,0.43,2.14,22.87,-,-,63.0,-
739,臺南市,1998/11/18,新營,9.2,0.55,24.2,-,94,-,41.77,7.13,34.64,2.828,0.31,2.51,23.48,-,-,72.0,-
740,臺南市,1998/11/18,善化,10.0,0.61,24.0,-,95,-,33.02,4.79,28.22,-,-,-,23.36,-,-,72.0,-
741,臺南市,1998/11/18,安南,9.5,0.62,26.7,-,66,-,33.26,4.44,28.82,-,-,-,22.89,-,-,68.0,-
742,臺南市,1998/11/18,臺南,11.1,1.15,18.9,-,110,-,50.28,12.66,37.62,2.947,0.68,2.27,22.86,-,-,80.0,-
743,臺南市,1998/11/17,新營,6.1,0.66,22.0,-,148,-,38.06,8.14,29.92,2.87,0.41,2.47,25.58,-,-,99.0,-
744,臺南市,1998/11/17,善化,6.1,0.62,26.1,-,131,-,26.65,7.13,19.52,-,-,-,25.13,-,-,90.0,-
745,臺南市,1998/11/17,安南,6.0,0.76,29.2,-,108,-,42.43,18.09,24.34,-,-,-,24.75,-,-,79.0,-
746,臺南市,1998/11/17,臺南,8.6,1.17,20.7,-,157,-,51.17,20.97,30.2,3.031,0.64,2.39,24.85,-,-,103.0,-
747,臺南市,1998/11/16,新營,5.0,0.66,35.3,-,169,-,34.64,4.69,29.95,2.689,0.31,2.38,26.08,-,-,109.0,-
748,臺南市,1998/11/16,善化,5.3,0.72,32.9,-,166,-,24.43,2.11,22.32,-,-,-,25.89,-,-,108.0,-
749,臺南市,1998/11/16,安南,4.9,0.74,40.7,-,136,-,28.31,3.59,24.73,-,-,-,25.22,-,-,127.0,-
750,臺南市,1998/11/16,臺南,7.5,1.26,40.0,-,211,-,42.35,8.75,33.6,2.891,0.59,2.3,24.88,-,-,153.0,-
751,臺南市,1998/11/15,新營,4.6,0.64,37.2,-,116,-,35.39,10.41,24.98,2.706,0.25,2.46,25.77,-,-,99.0,-
752,臺南市,1998/11/15,善化,3.5,0.62,34.5,-,127,-,24.9,4.92,19.99,-,-,-,25.68,-,-,96.0,-
753,臺南市,1998/11/15,安南,3.6,0.67,37.7,-,86,-,25.39,4.52,20.87,-,-,-,25.09,-,-,86.0,-
754,臺南市,1998/11/15,臺南,6.8,1.06,29.1,-,133,-,39.59,11.67,27.92,2.825,0.47,2.36,25.06,-,-,91.0,-
755,臺南市,1998/11/14,新營,7.9,0.7,24.5,-,132,-,43.19,10.11,33.08,2.824,0.37,2.46,24.16,-,-,91.0,-
756,臺南市,1998/11/14,善化,6.2,0.74,23.5,-,150,-,35.81,5.83,29.98,-,-,-,24.07,-,-,100.0,-
757,臺南市,1998/11/14,安南,8.6,0.66,29.7,-,93,-,33.07,4.13,28.94,-,-,-,23.72,-,-,71.0,-
758,臺南市,1998/11/14,臺南,10.5,1.16,20.4,-,157,-,49.22,9.15,40.08,2.879,0.59,2.29,23.5,-,-,104.0,-
759,臺南市,1998/11/13,新營,5.3,0.67,36.1,-,140,-,38.06,11.63,26.44,3.132,0.33,2.8,23.63,-,-,95.0,-
760,臺南市,1998/11/13,善化,4.1,0.58,39.7,-,114,-,23.14,2.32,20.81,-,-,-,23.1,-,-,82.0,-
761,臺南市,1998/11/13,安南,6.2,0.69,40.5,-,99,-,34.73,6.99,27.74,-,-,-,22.9,-,-,75.0,-
762,臺南市,1998/11/13,臺南,7.6,1.08,36.3,-,143,-,37.22,3.91,33.31,2.814,0.52,2.29,22.98,-,-,96.0,-
763,臺南市,1998/11/12,新營,6.7,0.63,34.0,-,96,-,49.6,18.28,31.32,3.063,0.47,2.6,22.71,-,-,90.0,-
764,臺南市,1998/11/12,善化,5.9,0.71,39.7,-,102,-,30.85,8.92,21.93,-,-,-,22.16,-,-,107.0,-
765,臺南市,1998/11/12,安南,8.3,0.79,40.0,-,76,-,46.98,15.83,31.14,-,-,-,21.96,-,-,92.0,-
766,臺南市,1998/11/12,臺南,12.0,1.14,34.9,-,121,-,54.18,19.01,35.17,3.094,0.65,2.44,22.09,-,-,86.0,-
767,臺南市,1998/11/11,新營,5.6,0.47,27.9,-,80,-,36.13,8.88,27.26,2.821,0.36,2.47,22.52,-,-,86.0,-
768,臺南市,1998/11/11,善化,7.4,0.59,29.1,-,101,-,32.21,10.0,22.21,-,-,-,22.1,-,-,80.0,-
769,臺南市,1998/11/11,安南,7.2,0.53,34.6,-,74,-,32.52,7.34,25.18,-,-,-,21.69,-,-,83.0,-
770,臺南市,1998/11/11,臺南,9.1,1.02,24.7,-,132,-,50.82,16.35,34.47,2.856,0.54,2.32,21.81,-,-,91.0,-
771,臺南市,1998/11/10,新營,5.4,0.51,28.8,-,107,-,36.78,8.19,28.59,2.832,0.38,2.45,23.35,-,-,79.0,-
772,臺南市,1998/11/10,善化,6.2,0.65,30.6,-,107,-,31.27,6.31,24.97,-,-,-,22.95,-,-,79.0,-
773,臺南市,1998/11/10,安南,9.1,0.62,34.6,-,86,-,35.56,7.69,27.87,-,-,-,22.45,-,-,79.0,-
774,臺南市,1998/11/10,臺南,9.7,1.04,28.1,-,134,-,46.98,12.15,34.82,2.824,0.51,2.32,22.44,-,-,92.0,-
775,臺南市,1998/11/09,新營,5.9,0.34,32.1,-,82,-,21.85,1.3,20.55,2.405,0.19,2.21,23.79,-,-,66.0,-
776,臺南市,1998/11/09,善化,6.3,0.43,34.3,-,87,-,18.26,1.66,16.59,-,-,-,23.71,-,-,68.0,-
777,臺南市,1998/11/09,安南,5.0,0.43,41.1,-,69,-,17.82,0.49,17.33,-,-,-,23.31,-,-,60.0,-
778,臺南市,1998/11/09,臺南,6.3,0.78,29.6,-,103,-,26.66,3.07,23.59,2.445,0.29,2.15,23.18,-,-,76.0,-
779,臺南市,1998/11/08,新營,5.3,0.65,44.5,-,105,-,41.37,12.91,28.46,2.86,0.28,2.58,23.88,-,-,102.0,-
780,臺南市,1998/11/08,善化,3.8,0.63,42.1,-,93,-,26.7,8.7,18.01,-,-,-,24.04,-,-,88.0,-
781,臺南市,1998/11/08,安南,6.6,0.67,52.4,-,89,-,36.57,12.97,23.6,-,-,-,23.61,-,-,114.0,-
782,臺南市,1998/11/08,臺南,7.7,0.94,40.8,-,109,-,38.98,11.78,27.2,2.691,0.39,2.29,23.54,-,-,84.0,-
783,臺南市,1998/11/07,新營,5.5,0.37,27.7,-,80,-,29.46,2.55,26.91,2.427,0.1,2.33,23.13,-,-,71.0,-
784,臺南市,1998/11/07,善化,6.6,0.54,28.2,-,94,-,30.32,5.74,24.58,-,-,-,23.36,-,-,76.0,-
785,臺南市,1998/11/07,安南,6.6,0.56,33.1,-,79,-,30.6,4.31,26.29,-,-,-,22.9,-,-,81.0,-
786,臺南市,1998/11/07,臺南,7.2,1.0,23.5,-,118,-,44.85,10.04,34.8,2.729,0.46,2.27,22.82,-,-,84.0,-
787,臺南市,1998/11/06,新營,3.8,0.48,30.8,-,87,-,25.9,1.76,24.14,2.685,0.34,2.35,23.67,-,-,69.0,-
788,臺南市,1998/11/06,善化,4.6,0.57,31.3,-,117,-,22.48,1.96,20.33,-,-,-,23.91,-,-,83.0,-
789,臺南市,1998/11/06,安南,6.2,0.64,34.0,-,94,-,26.79,1.62,25.09,-,-,-,23.46,-,-,72.0,-
790,臺南市,1998/11/06,臺南,6.2,1.07,24.7,-,-,-,35.22,5.14,30.08,2.769,0.53,2.24,23.38,-,-,93.0,-
791,臺南市,1998/11/05,新營,4.4,0.51,29.5,-,99,-,26.61,6.36,21.62,2.677,0.26,2.41,24.91,-,-,74.0,-
792,臺南市,1998/11/05,善化,5.2,0.58,27.7,-,117,-,27.9,7.92,19.98,-,-,-,25.27,-,-,84.0,-
793,臺南市,1998/11/05,安南,7.2,0.67,33.5,-,94,-,31.03,7.63,23.4,-,-,-,24.93,-,-,75.0,-
794,臺南市,1998/11/05,臺南,8.8,1.0,25.6,-,-,-,40.87,13.36,27.51,2.852,0.54,2.31,24.86,-,-,65.0,-
795,臺南市,1998/11/04,新營,10.5,0.49,18.6,-,81,-,39.28,10.55,28.73,2.643,0.19,2.46,26.1,-,-,66.0,-
796,臺南市,1998/11/04,善化,7.6,0.52,23.0,-,79,-,29.68,7.02,22.66,-,-,-,26.25,-,-,65.0,-
797,臺南市,1998/11/04,安南,8.5,0.57,26.6,-,66,-,27.34,5.18,22.16,-,-,-,25.76,-,-,58.0,-
798,臺南市,1998/11/04,臺南,9.8,1.05,20.7,-,141,-,37.1,9.44,27.66,2.695,0.48,2.21,25.45,-,-,68.0,-
799,臺南市,1998/11/03,新營,4.7,0.53,32.9,-,117,-,26.94,3.69,23.26,2.623,0.18,2.45,24.7,-,-,88.0,-
800,臺南市,1998/11/03,善化,5.7,0.61,34.9,-,114,-,21.32,1.93,19.39,-,-,-,24.97,-,-,83.0,-
801,臺南市,1998/11/03,安南,6.3,0.73,40.9,-,100,-,28.25,5.83,22.42,-,-,-,24.45,-,-,88.0,-
802,臺南市,1998/11/03,臺南,8.9,1.17,32.5,-,167,-,38.74,8.22,30.52,2.861,0.63,2.23,24.24,-,-,80.0,-
803,臺南市,1998/11/02,新營,6.1,0.45,28.6,-,71,-,30.37,5.22,25.15,2.48,0.09,2.39,24.61,-,-,66.0,-
804,臺南市,1998/11/02,善化,7.3,0.55,30.0,-,82,-,28.33,6.27,22.07,-,-,-,24.71,-,-,71.0,-
805,臺南市,1998/11/02,安南,7.8,0.57,32.7,-,62,-,28.96,6.1,22.87,-,-,-,24.19,-,-,67.0,-
806,臺南市,1998/11/02,臺南,10.1,1.03,25.8,-,84,-,39.42,10.38,29.04,2.803,0.53,2.28,24.27,-,-,65.0,-
807,臺南市,1998/11/01,新營,4.1,0.43,30.2,-,88,-,25.39,3.66,21.73,2.574,0.19,2.39,25.46,-,-,69.0,-
808,臺南市,1998/11/01,善化,3.4,0.58,31.8,-,96,-,24.3,3.6,20.7,-,-,-,25.57,-,-,73.0,-
809,臺南市,1998/11/01,安南,5.4,0.69,37.3,-,84,-,23.21,3.68,19.53,-,-,-,25.07,-,-,72.0,-
810,臺南市,1998/11/01,臺南,5.4,0.98,28.3,-,122,-,30.81,6.63,24.18,2.624,0.34,2.29,25.04,-,-,61.0,-
811,高雄市,1998/11/30,左營,6.4,0.99,31.4,-,110,-,36.41,5.09,31.32,2.829,0.4,2.43,25.07,-,-,80.0,-
812,高雄市,1998/11/30,楠梓,4.1,0.73,29.0,-,91,-,40.77,9.7,31.07,2.867,0.48,2.39,24.63,-,-,80.0,-
813,高雄市,1998/11/30,前金,8.8,1.06,33.1,-,88,-,35.54,5.45,30.09,-,-,-,25.02,-,-,72.0,-
814,高雄市,1998/11/30,前鎮,11.2,-,-,-,97,-,63.87,15.55,48.32,3.235,0.62,2.61,25.82,-,-,74.0,-
815,高雄市,1998/11/30,復興,10.6,2.05,-,-,117,-,74.31,25.55,48.76,3.711,1.33,2.38,25.4,-,-,83.0,-
816,高雄市,1998/11/30,小港,18.4,1.09,24.5,-,107,-,70.47,19.45,51.02,3.018,0.66,2.36,25.99,-,-,78.0,-
817,高雄市,1998/11/30,鳳山,10.9,1.27,10.4,-,109,66,48.91,7.34,41.57,-,-,-,25.71,-,-,79.0,-
818,高雄市,1998/11/30,林園,12.6,0.67,41.6,-,90,66,23.12,3.79,19.33,2.286,0.19,2.1,26.22,-,-,83.0,-
819,高雄市,1998/11/30,大寮,12.0,0.87,37.8,-,142,-,37.74,1.73,36.09,2.701,0.42,2.28,25.86,-,-,97.0,-
820,高雄市,1998/11/30,仁武,14.1,0.89,24.0,-,106,-,55.29,10.46,44.83,3.057,0.61,2.45,24.96,-,-,78.0,-
821,高雄市,1998/11/30,橋頭,4.5,0.96,-,-,108,-,38.86,8.06,30.79,2.985,0.35,2.63,24.49,-,-,79.0,-
822,高雄市,1998/11/30,美濃,1.6,0.43,37.4,-,97,-,14.76,0.86,13.9,-,-,-,25.08,-,-,74.0,-
823,高雄市,1998/11/29,左營,9.1,1.14,32.9,-,113,-,48.44,16.82,31.62,3.193,0.66,2.53,24.14,-,-,86.0,-
824,高雄市,1998/11/29,楠梓,7.7,0.84,28.9,-,92,-,51.51,19.79,31.72,3.096,0.42,2.68,23.91,-,-,73.0,-
825,高雄市,1998/11/29,前金,9.7,1.12,29.6,-,93,-,47.2,17.32,29.88,-,-,-,24.18,-,-,72.0,-
826,高雄市,1998/11/29,前鎮,13.7,-,-,-,121,-,78.42,35.26,43.16,3.41,0.81,2.6,25.02,-,-,86.0,-
827,高雄市,1998/11/29,復興,11.8,1.89,-,-,128,-,77.63,36.34,41.29,3.62,1.26,2.36,24.72,-,-,89.0,-
828,高雄市,1998/11/29,小港,17.4,1.09,28.4,-,116,-,67.8,26.98,40.82,3.426,0.84,2.59,25.12,-,-,83.0,-
829,高雄市,1998/11/29,鳳山,15.5,1.21,10.8,-,140,82,60.86,22.38,38.48,-,-,-,24.8,-,-,95.0,-
830,高雄市,1998/11/29,林園,11.4,0.86,35.5,-,116,89,32.95,5.97,26.97,2.609,0.54,2.07,25.31,-,-,83.0,-
831,高雄市,1998/11/29,大寮,13.1,1.05,29.9,-,134,-,57.13,15.28,41.85,3.277,0.78,2.5,25.09,-,-,92.0,-
832,高雄市,1998/11/29,仁武,11.8,0.97,28.0,-,115,-,54.18,17.43,36.75,3.546,0.81,2.74,24.4,-,-,82.0,-
833,高雄市,1998/11/29,橋頭,6.6,0.87,38.2,-,92,-,45.08,16.0,29.08,2.967,0.35,2.62,23.41,-,-,81.0,-
834,高雄市,1998/11/29,美濃,4.2,0.83,34.9,-,123,-,19.12,1.94,17.18,-,-,-,24.33,-,-,87.0,-
835,高雄市,1998/11/28,左營,9.8,0.86,24.2,-,91,-,42.81,12.11,30.7,2.677,0.33,2.35,24.46,-,-,70.0,-
836,高雄市,1998/11/28,楠梓,4.9,0.45,17.4,-,73,-,40.64,11.38,29.27,2.58,0.31,2.27,24.13,-,-,62.0,-
837,高雄市,1998/11/28,前金,12.8,0.86,18.9,-,88,-,49.71,16.29,33.41,-,-,-,24.45,-,-,69.0,-
838,高雄市,1998/11/28,前鎮,20.2,-,-,-,103,-,86.87,36.9,49.97,3.5,0.87,2.63,25.17,-,-,76.0,-
839,高雄市,1998/11/28,復興,20.7,1.89,-,-,132,-,92.91,45.35,47.56,3.848,1.38,2.46,24.99,-,-,91.0,-
840,高雄市,1998/11/28,小港,22.0,1.17,19.1,-,109,-,79.47,37.52,41.95,3.146,0.76,2.39,25.37,-,-,79.0,-
841,高雄市,1998/11/28,鳳山,18.4,1.21,3.7,-,125,71,70.31,28.39,41.92,-,-,-,24.81,-,-,87.0,-
842,高雄市,1998/11/28,林園,15.3,0.7,18.8,-,73,71,38.62,11.87,26.74,2.64,0.35,2.29,25.49,-,-,62.0,-
843,高雄市,1998/11/28,大寮,14.3,0.96,11.8,-,126,-,58.26,18.55,39.71,3.078,0.6,2.47,24.87,-,-,61.0,-
844,高雄市,1998/11/28,仁武,15.9,0.76,20.1,-,99,-,55.9,18.89,37.01,3.065,0.61,2.45,24.58,-,-,74.0,-
845,高雄市,1998/11/28,橋頭,6.8,0.57,18.9,-,76,-,41.9,11.87,30.04,2.821,0.29,2.53,23.59,-,-,64.0,-
846,高雄市,1998/11/28,美濃,4.8,0.58,26.5,-,117,-,24.15,2.06,22.09,-,-,-,24.65,-,-,83.0,-
847,高雄市,1998/11/27,左營,7.5,0.74,21.9,-,141,-,32.63,5.42,27.21,2.539,0.38,2.16,24.91,-,-,99.0,-
848,高雄市,1998/11/27,楠梓,4.5,0.63,23.0,-,133,-,37.1,6.42,30.69,2.482,0.22,2.26,25.11,-,-,92.0,-
849,高雄市,1998/11/27,前金,12.1,0.91,20.2,-,126,-,37.39,7.77,29.62,-,-,-,24.8,-,-,88.0,-
850,高雄市,1998/11/27,前鎮,12.9,-,-,-,155,-,59.4,17.88,41.52,3.161,0.61,2.55,25.59,-,-,102.0,-
851,高雄市,1998/11/27,復興,12.0,1.69,-,-,180,-,69.33,27.43,41.9,3.489,1.16,2.33,25.35,-,-,115.0,-
852,高雄市,1998/11/27,小港,16.8,1.13,20.6,-,181,-,66.99,20.76,46.23,3.075,0.66,2.42,25.97,-,-,115.0,-
853,高雄市,1998/11/27,鳳山,18.5,1.1,16.4,-,274,105,57.11,16.73,40.38,-,-,-,25.54,-,-,162.0,-
854,高雄市,1998/11/27,林園,22.2,0.91,32.6,-,186,132,38.7,8.51,30.2,3.329,0.75,2.57,26.02,-,-,118.0,-
855,高雄市,1998/11/27,大寮,11.4,1.05,33.3,-,210,-,40.78,4.4,36.38,3.025,0.68,2.35,25.93,-,-,130.0,-
856,高雄市,1998/11/27,仁武,13.8,0.77,27.9,-,153,-,39.71,7.78,31.93,2.856,0.49,2.36,25.23,-,-,102.0,-
857,高雄市,1998/11/27,橋頭,6.8,0.74,20.6,-,124,-,33.7,5.8,27.9,2.668,0.24,2.43,24.5,-,-,87.0,-
858,高雄市,1998/11/27,美濃,2.3,1.26,33.2,-,-,-,19.25,0.71,18.54,-,-,-,24.99,-,-,99.0,-
859,高雄市,1998/11/26,左營,12.4,1.25,31.8,-,182,-,55.36,12.17,43.19,3.502,0.71,2.79,24.36,-,-,116.0,-
860,高雄市,1998/11/26,楠梓,5.6,0.9,31.4,-,165,-,52.16,13.22,38.95,3.79,0.81,2.98,24.61,-,-,107.0,-
861,高雄市,1998/11/26,前金,16.0,1.3,30.0,-,159,-,55.56,14.01,41.55,-,-,-,24.52,-,-,105.0,-
862,高雄市,1998/11/26,前鎮,21.7,-,-,-,187,-,94.29,27.5,66.78,3.968,1.19,2.78,24.97,-,-,119.0,-
863,高雄市,1998/11/26,復興,19.6,2.25,-,-,221,-,95.91,34.57,61.34,-,-,-,24.85,-,-,135.0,-
864,高雄市,1998/11/26,小港,21.1,1.35,20.1,-,190,-,85.61,17.83,67.78,3.504,1.01,2.5,25.2,-,-,120.0,-
865,高雄市,1998/11/26,鳳山,15.8,1.72,25.9,-,207,119,67.23,12.11,55.12,-,-,-,25.02,-,-,129.0,-
866,高雄市,1998/11/26,林園,9.6,0.82,41.1,-,154,102,24.64,0.93,23.71,2.972,0.37,2.6,24.9,-,-,102.0,-
867,高雄市,1998/11/26,大寮,12.8,1.12,30.7,-,201,-,35.68,2.26,33.42,3.101,0.55,2.55,24.96,-,-,126.0,-
868,高雄市,1998/11/26,仁武,15.0,1.2,31.0,-,196,-,59.32,12.41,46.91,3.086,0.73,2.36,24.74,-,-,123.0,-
869,高雄市,1998/11/26,橋頭,8.1,0.92,28.3,-,150,-,43.8,9.03,34.77,3.199,0.52,2.68,24.0,-,-,100.0,-
870,高雄市,1998/11/26,美濃,7.3,0.89,39.6,-,-,-,24.49,1.8,22.69,-,-,-,24.59,-,-,92.0,-
871,高雄市,1998/11/25,左營,17.0,0.95,30.7,-,117,-,53.56,12.31,41.24,2.832,0.46,2.37,23.61,-,-,84.0,-
872,高雄市,1998/11/25,楠梓,6.5,0.9,32.3,-,118,-,55.17,16.28,38.89,4.136,0.77,3.36,23.66,-,-,84.0,-
873,高雄市,1998/11/25,前金,16.3,1.17,28.5,-,89,-,53.59,13.33,40.26,-,-,-,23.85,-,-,69.0,-
874,高雄市,1998/11/25,前鎮,22.2,-,-,-,111,-,76.71,25.77,50.93,3.212,0.76,2.45,24.1,-,-,81.0,-
875,高雄市,1998/11/25,復興,20.9,1.58,-,-,137,-,77.85,28.04,49.81,-,-,-,23.91,-,-,93.0,-
876,高雄市,1998/11/25,小港,26.1,1.1,12.9,-,127,-,100.92,40.94,59.98,3.132,0.85,2.29,24.5,-,-,88.0,-
877,高雄市,1998/11/25,鳳山,19.8,1.6,18.3,-,126,86,85.25,29.0,56.25,-,-,-,24.56,-,-,88.0,-
878,高雄市,1998/11/25,林園,14.8,0.89,30.6,-,111,82,38.69,10.65,28.03,2.701,0.45,2.25,24.7,-,-,80.0,-
879,高雄市,1998/11/25,大寮,15.1,0.99,22.4,-,139,-,56.47,12.72,43.75,3.075,0.58,2.5,24.72,-,-,94.0,-
880,高雄市,1998/11/25,仁武,19.5,1.06,24.6,-,135,-,79.37,25.41,53.97,2.893,0.75,2.14,24.09,-,-,92.0,-
881,高雄市,1998/11/25,橋頭,6.9,0.95,26.8,-,109,-,50.83,13.64,37.19,3.069,0.47,2.6,23.14,-,-,80.0,-
882,高雄市,1998/11/25,美濃,4.6,0.76,35.8,-,165,-,26.41,3.05,23.36,-,-,-,24.21,-,-,108.0,-
883,高雄市,1998/11/24,左營,9.1,0.82,18.7,-,121,-,42.17,6.91,35.26,2.559,0.41,2.15,23.46,-,-,85.0,-
884,高雄市,1998/11/24,楠梓,6.5,0.72,26.1,-,117,-,39.34,5.6,33.73,2.983,0.43,2.55,23.75,-,-,83.0,-
885,高雄市,1998/11/24,前金,12.6,0.96,23.2,-,130,-,44.84,8.55,36.29,-,-,-,23.39,-,-,90.0,-
886,高雄市,1998/11/24,前鎮,16.7,-,-,-,137,-,63.13,16.02,47.11,2.943,0.55,2.39,24.07,-,-,93.0,-
887,高雄市,1998/11/24,復興,15.8,1.55,-,-,151,-,69.6,21.24,48.36,-,-,-,24.05,-,-,100.0,-
888,高雄市,1998/11/24,小港,32.6,1.06,22.0,-,150,-,87.13,34.86,52.27,3.172,0.88,2.29,24.66,-,-,100.0,-
889,高雄市,1998/11/24,鳳山,18.5,1.3,21.0,-,186,89,76.25,25.51,50.74,-,-,-,24.14,-,-,118.0,-
890,高雄市,1998/11/24,林園,22.9,0.83,30.2,-,146,93,48.28,10.62,37.66,2.799,0.6,2.2,24.68,-,-,98.0,-
891,高雄市,1998/11/24,大寮,12.3,1.03,22.9,-,159,-,47.06,4.83,42.24,2.825,0.65,2.17,24.48,-,-,111.0,-
892,高雄市,1998/11/24,仁武,19.7,0.74,24.4,-,125,-,62.04,16.61,45.42,2.477,0.5,1.98,23.83,-,-,90.0,-
893,高雄市,1998/11/24,橋頭,9.6,0.82,19.7,-,120,-,40.9,7.09,33.81,2.657,0.31,2.35,23.15,-,-,85.0,-
894,高雄市,1998/11/24,美濃,4.0,0.84,35.3,-,180,-,21.8,1.15,20.66,-,-,-,23.73,-,-,115.0,-
895,高雄市,1998/11/23,左營,11.8,0.73,32.7,-,119,-,40.05,6.89,33.16,2.715,0.3,2.41,23.56,-,-,89.0,-
896,高雄市,1998/11/23,楠梓,6.1,0.67,27.8,-,100,-,41.94,7.91,34.02,2.672,0.39,2.28,23.64,-,-,82.0,-
897,高雄市,1998/11/23,前金,16.1,0.93,29.9,-,119,-,51.5,14.19,37.31,-,-,-,23.6,-,-,86.0,-
898,高雄市,1998/11/23,前鎮,15.8,-,-,-,127,-,63.79,20.69,43.1,3.169,0.64,2.53,24.62,-,-,88.0,-
899,高雄市,1998/11/23,復興,17.5,1.69,-,-,140,-,75.77,29.62,46.16,-,-,-,24.45,-,-,95.0,-
900,高雄市,1998/11/23,小港,31.9,1.12,28.8,-,148,-,87.11,32.84,54.27,3.229,0.8,2.43,25.16,-,-,99.0,-
901,高雄市,1998/11/23,鳳山,22.9,1.21,25.1,-,155,77,81.89,28.35,53.54,-,-,-,24.68,-,-,102.0,-
902,高雄市,1998/11/23,林園,25.9,0.81,37.4,-,141,83,51.03,12.06,38.98,2.923,0.52,2.4,25.03,-,-,104.0,-
903,高雄市,1998/11/23,大寮,18.6,0.92,33.7,-,-,-,44.05,7.49,36.56,2.829,0.51,2.32,25.07,-,-,117.0,-
904,高雄市,1998/11/23,仁武,27.8,0.8,26.4,-,118,-,61.61,16.73,44.89,2.692,0.52,2.18,23.97,-,-,84.0,-
905,高雄市,1998/11/23,橋頭,8.6,0.75,24.8,-,94,-,39.36,7.18,32.18,2.64,0.2,2.44,23.03,-,-,73.0,-
906,高雄市,1998/11/23,美濃,4.3,0.85,35.4,-,144,-,22.15,1.79,20.36,-,-,-,24.45,-,-,97.0,-
907,高雄市,1998/11/22,左營,4.6,0.56,30.1,-,98,-,24.16,1.53,22.63,2.165,0.1,2.06,23.26,-,-,79.0,-
908,高雄市,1998/11/22,楠梓,2.6,0.46,26.1,-,80,-,24.9,1.67,23.23,2.458,0.3,2.16,23.37,-,-,74.0,-
909,高雄市,1998/11/22,前金,7.4,0.72,27.2,-,103,-,28.42,3.49,24.94,-,-,-,23.27,-,-,78.0,-
910,高雄市,1998/11/22,前鎮,7.8,-,-,-,100,-,42.96,8.99,33.97,2.658,0.32,2.34,24.01,-,-,75.0,-
911,高雄市,1998/11/22,復興,8.8,1.16,-,-,123,-,48.91,12.52,36.39,2.514,0.64,1.87,23.86,-,-,86.0,-
912,高雄市,1998/11/22,小港,23.9,0.88,27.3,-,115,-,61.84,23.54,38.29,2.737,0.48,2.26,24.85,-,-,91.0,-
913,高雄市,1998/11/22,鳳山,22.9,0.87,17.5,-,121,65,68.45,27.43,41.02,-,-,-,24.16,-,-,85.0,-
914,高雄市,1998/11/22,林園,18.8,0.74,33.8,-,108,82,40.5,11.93,28.57,2.657,0.42,2.24,24.81,-,-,79.0,-
915,高雄市,1998/11/22,大寮,15.1,0.9,32.9,-,-,-,41.07,6.06,35.0,2.538,0.33,2.21,24.71,-,-,88.0,-
916,高雄市,1998/11/22,仁武,15.4,0.57,25.5,-,95,-,40.23,9.46,30.77,2.135,0.22,1.92,23.57,-,-,72.0,-
917,高雄市,1998/11/22,橋頭,3.4,0.6,24.7,-,82,-,24.31,2.2,22.12,2.408,0.12,2.28,22.74,-,-,66.0,-
918,高雄市,1998/11/22,美濃,1.7,0.68,31.6,-,151,-,17.99,0.99,17.0,-,-,-,23.94,-,-,100.0,-
