序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI"
94,臺北市,1998/08/18,中山,6.7,0.94,28.7,-,43,-,44.0,12.22,31.78,2.703,0.43,2.27,31.83,-,-,75.0
95,臺北市,1998/08/18,大同,9.5,3.45,-,-,-,-,147.86,97.09,50.77,4.066,1.61,2.46,32.32,-,-,57.0
96,臺北市,1998/08/18,萬華,5.5,0.89,34.4,-,49,-,28.32,3.4,24.92,-,-,-,31.02,-,-,96.0
97,臺北市,1998/08/18,陽明,4.4,0.24,50.9,-,18,-,5.47,0.18,5.3,-,-,-,24.73,-,82.0,62.0
98,臺北市,1998/08/18,士林,4.0,0.72,21.2,-,45,-,54.34,13.17,41.17,-,-,-,30.44,-,-,45.0
99,臺北市,1998/08/17,松山,4.6,1.04,25.6,-,39,-,50.55,16.6,33.96,-,-,-,31.35,-,-,74.0
100,臺北市,1998/08/17,古亭,3.7,1.18,20.6,-,41,30,54.99,26.47,28.51,2.495,0.49,2.0,30.56,-,-,80.0
101,臺北市,1998/08/17,中山,4.8,1.18,18.5,-,37,-,49.22,22.69,26.53,2.883,0.52,2.37,31.74,-,-,57.0
102,臺北市,1998/08/17,大同,6.5,2.71,-,-,-,-,102.98,68.59,34.39,3.763,1.3,2.46,31.77,-,-,36.0
103,臺北市,1998/08/17,萬華,3.6,0.96,21.8,-,38,-,34.03,10.74,23.3,-,-,-,31.02,-,-,68.0
104,臺北市,1998/08/17,陽明,3.4,0.22,36.2,-,17,-,6.78,0.58,6.2,-,-,-,25.03,-,82.0,68.0
105,臺北市,1998/08/17,士林,3.1,0.95,11.1,-,44,-,64.86,28.88,35.98,-,-,-,30.36,-,-,44.0
106,臺北市,1998/08/16,松山,4.2,1.09,17.7,-,38,-,54.53,23.25,31.28,-,-,-,30.6,-,-,62.0
107,臺北市,1998/08/16,古亭,4.0,1.19,15.7,-,42,27,50.8,19.88,30.92,2.337,0.39,1.95,30.04,-,-,47.0
108,臺北市,1998/08/16,中山,7.2,1.07,22.5,-,49,-,50.02,17.55,32.48,2.738,0.4,2.33,31.32,-,-,63.0
109,臺北市,1998/08/16,大同,7.3,3.35,-,-,-,-,150.34,102.43,47.91,3.878,1.48,2.4,31.78,-,-,47.0
110,臺北市,1998/08/16,萬華,4.8,0.9,26.5,-,40,-,29.83,4.42,25.41,-,-,-,31.11,-,-,56.0
111,臺北市,1998/08/16,陽明,3.9,0.33,30.7,-,18,-,9.41,1.53,7.87,-,-,-,24.41,-,83.0,45.0
112,臺北市,1998/08/16,士林,3.2,0.95,11.6,-,42,-,63.83,20.4,43.43,-,-,-,30.38,-,-,42.0
113,臺北市,1998/08/15,松山,8.9,1.41,19.8,-,45,-,75.27,34.55,40.72,-,-,-,30.29,-,-,71.0
114,臺北市,1998/08/15,古亭,4.5,1.4,18.2,-,48,29,65.93,32.1,33.83,2.727,0.63,2.1,29.38,-,-,60.0
115,臺北市,1998/08/15,中山,5.8,1.42,20.4,-,56,-,66.39,27.32,39.06,3.089,0.56,2.53,30.63,-,-,74.0
116,臺北市,1998/08/15,大同,6.6,4.5,-,-,-,-,187.13,136.14,50.99,4.693,2.0,2.69,30.84,-,-,76.0
117,臺北市,1998/08/15,萬華,5.0,1.05,24.7,-,47,-,37.81,7.73,30.08,-,-,-,30.05,-,-,64.0
118,臺北市,1998/08/15,陽明,3.1,0.23,29.7,-,18,-,7.72,0.72,7.0,-,-,-,24.69,-,82.0,52.0
119,臺北市,1998/08/15,士林,3.2,1.18,13.3,-,45,-,96.79,46.15,50.64,-,-,-,29.48,-,-,71.0
120,臺北市,1998/08/14,松山,5.1,1.4,18.4,-,45,-,72.38,31.93,40.45,-,-,-,29.47,-,-,56.0
121,臺北市,1998/08/14,古亭,3.3,1.39,15.7,-,40,28,62.95,31.59,31.36,2.51,0.56,1.95,28.1,-,-,40.0
122,臺北市,1998/08/14,中山,4.9,1.7,16.7,-,-,-,73.5,35.35,38.15,3.217,0.76,2.46,28.74,-,-,43.0
123,臺北市,1998/08/14,大同,8.7,4.32,-,-,-,-,170.88,129.05,48.87,4.622,2.0,2.62,29.59,-,-,76.0
124,臺北市,1998/08/14,萬華,2.9,0.89,21.2,-,41,-,34.68,7.2,27.48,-,-,-,28.78,-,-,41.0
125,臺北市,1998/08/14,陽明,4.7,0.23,37.4,-,14,-,8.47,1.35,7.11,-,-,-,23.91,-,82.0,49.0
126,臺北市,1998/08/14,士林,4.1,1.15,11.4,-,46,-,86.45,28.99,57.46,-,-,-,28.52,-,-,50.0
127,臺北市,1998/08/13,松山,7.7,0.95,21.3,-,45,-,59.6,19.27,40.33,-,-,-,30.18,-,-,70.0
128,臺北市,1998/08/13,古亭,4.7,1.27,18.9,-,-,32,60.81,24.14,36.67,2.616,0.6,2.02,28.9,-,-,58.0
129,臺北市,1998/08/13,中山,9.2,1.36,22.5,-,-,-,59.61,21.02,38.59,3.053,0.64,2.41,30.78,-,-,51.0
130,臺北市,1998/08/13,大同,10.1,4.93,-,-,-,-,170.98,119.18,51.81,4.965,2.31,2.66,31.31,-,-,97.0
131,臺北市,1998/08/13,萬華,6.5,1.08,27.8,-,56,-,39.71,7.06,32.64,-,-,-,29.77,-,-,53.0
132,臺北市,1998/08/13,陽明,6.1,0.31,39.7,-,21,-,10.71,1.21,9.51,-,-,-,24.47,-,83.0,55.0
133,臺北市,1998/08/13,士林,7.6,0.89,18.9,-,47,-,65.2,15.08,50.12,-,-,-,30.04,-,-,47.0
134,臺北市,1998/08/12,松山,8.3,0.92,26.7,-,31,-,49.65,17.67,31.98,-,-,-,31.15,-,-,113.0
135,臺北市,1998/08/12,古亭,6.4,1.06,24.6,-,-,26,52.77,23.94,28.83,2.369,0.49,1.88,30.33,-,-,107.0
136,臺北市,1998/08/12,中山,8.7,1.04,28.1,-,-,-,46.38,17.08,29.31,2.672,0.33,2.35,31.36,-,-,103.0
137,臺北市,1998/08/12,大同,11.4,3.3,-,-,-,-,142.15,99.97,42.18,3.949,1.59,2.36,31.63,-,-,51.0
138,臺北市,1998/08/12,萬華,7.1,0.75,30.6,-,39,-,29.28,5.24,24.05,-,-,-,30.36,-,-,116.0
139,臺北市,1998/08/12,陽明,6.5,0.19,38.3,-,15,-,8.08,0.77,7.31,-,-,-,24.28,-,85.0,58.0
140,臺北市,1998/08/12,士林,5.3,0.8,20.0,-,33,-,41.57,12.69,28.88,-,-,-,30.04,-,-,103.0
141,臺北市,1998/08/11,松山,4.9,1.05,29.7,-,40,-,47.26,12.68,34.57,-,-,-,31.18,-,-,95.0
142,臺北市,1998/08/11,古亭,4.4,1.03,25.1,-,42,27,48.85,19.04,29.81,2.354,0.47,1.89,29.82,-,-,82.0
143,臺北市,1998/08/11,中山,4.7,1.21,16.1,-,27,-,49.41,15.16,34.25,2.909,0.54,2.37,30.74,-,-,79.0
144,臺北市,1998/08/11,大同,8.3,3.91,-,-,-,-,139.74,95.98,43.76,4.218,1.94,2.28,31.05,-,-,71.0
145,臺北市,1998/08/11,萬華,4.3,0.78,28.6,-,37,-,26.43,2.73,23.7,-,-,-,29.84,-,-,72.0
146,臺北市,1998/08/11,陽明,3.1,0.18,36.3,-,13,-,5.97,0.54,5.43,-,-,-,24.28,-,84.0,50.0
147,臺北市,1998/08/11,士林,6.1,1.08,13.1,-,48,-,-,-,-,-,-,-,29.92,-,-,48.0
148,臺北市,1998/08/10,松山,7.5,1.05,29.1,-,39,-,48.1,13.97,34.13,-,-,-,31.51,-,-,106.0
149,臺北市,1998/08/10,古亭,5.2,1.07,24.5,-,46,29,51.42,21.22,30.2,2.468,0.51,1.96,30.09,-,-,93.0
150,臺北市,1998/08/10,中山,7.2,1.3,23.9,-,42,-,50.77,17.67,33.1,3.009,0.64,2.36,31.34,-,-,85.0
151,臺北市,1998/08/10,大同,8.5,3.11,-,-,-,-,111.78,71.73,40.05,4.09,1.36,2.73,31.61,-,-,48.0
152,臺北市,1998/08/10,萬華,5.6,0.91,32.0,-,46,-,32.62,5.75,26.87,-,-,-,29.92,-,-,89.0
153,臺北市,1998/08/10,陽明,3.6,0.28,40.1,-,23,-,6.46,0.18,6.28,-,-,-,24.22,-,85.0,54.0
154,臺北市,1998/08/10,士林,4.5,0.78,19.4,-,49,-,-,-,-,-,-,-,30.25,-,-,49.0
155,臺北市,1998/08/09,松山,7.3,0.93,36.3,-,43,-,44.79,15.01,29.79,-,-,-,32.01,-,-,111.0
156,臺北市,1998/08/09,古亭,5.6,0.99,36.4,-,39,29,48.8,19.06,29.74,2.488,0.47,2.02,31.18,-,-,118.0
157,臺北市,1998/08/09,中山,6.1,1.03,39.8,-,38,-,42.21,15.8,26.42,2.893,0.45,2.45,32.16,-,-,113.0
158,臺北市,1998/08/09,大同,7.2,2.43,-,-,-,-,101.13,64.31,36.82,3.722,1.1,2.63,32.54,-,-,30.0
159,臺北市,1998/08/09,萬華,6.2,0.8,42.8,-,52,-,28.25,-,21.83,-,-,-,30.17,-,-,112.0
160,臺北市,1998/08/09,陽明,4.8,0.25,46.4,-,19,-,7.8,0.52,7.29,-,-,-,24.39,-,84.0,82.0
161,臺北市,1998/08/09,士林,3.8,0.78,28.9,-,34,-,-,-,-,-,-,-,30.67,-,-,76.0
162,臺北市,1998/08/08,松山,7.2,0.93,21.3,-,34,-,44.48,18.37,26.1,-,-,-,31.71,-,-,55.0
163,臺北市,1998/08/08,古亭,4.1,0.9,30.2,-,35,24,41.5,16.4,25.1,2.366,0.44,1.93,30.59,-,-,93.0
164,臺北市,1998/08/08,中山,4.4,1.0,29.6,-,30,-,40.25,15.44,24.81,2.739,0.4,2.34,31.39,-,-,88.0
165,臺北市,1998/08/08,大同,5.6,2.53,-,-,-,-,99.69,67.21,32.48,3.458,1.0,2.46,31.5,-,-,33.0
166,臺北市,1998/08/08,萬華,4.2,0.82,37.7,-,43,-,29.91,9.76,20.15,-,-,-,29.53,-,-,116.0
167,臺北市,1998/08/08,陽明,12.7,0.23,30.2,-,16,-,13.24,3.4,9.83,-,-,-,24.59,-,83.0,61.0
168,臺北市,1998/08/08,士林,3.2,0.82,23.0,-,37,-,-,-,-,-,-,-,30.22,-,-,56.0
169,臺北市,1998/08/07,松山,7.5,1.34,18.9,-,40,-,61.32,25.24,36.08,-,-,-,30.6,-,-,70.0
170,臺北市,1998/08/07,古亭,3.8,1.31,15.7,-,39,29,60.64,31.76,28.87,2.597,0.63,1.96,29.27,-,-,60.0
171,臺北市,1998/08/07,中山,5.5,1.78,12.4,-,38,-,72.95,40.48,32.47,3.415,0.83,2.58,30.56,-,-,64.0
172,臺北市,1998/08/07,大同,3.9,3.93,-,-,-,-,-,-,-,4.531,1.92,2.61,30.6,-,-,68.0
173,臺北市,1998/08/07,萬華,4.4,1.12,24.4,-,36,-,37.09,11.24,25.85,-,-,-,28.94,-,-,60.0
174,臺北市,1998/08/07,陽明,4.4,0.15,28.5,-,13,-,6.01,0.71,5.3,-,-,-,24.05,-,81.0,55.0
175,臺北市,1998/08/07,士林,2.6,1.3,11.7,-,36,-,-,-,-,-,-,-,29.31,-,-,64.0
176,臺北市,1998/08/06,松山,5.8,1.27,18.2,-,37,-,63.24,28.14,35.1,-,-,-,30.35,-,-,59.0
177,臺北市,1998/08/06,古亭,4.8,1.36,15.7,-,44,27,65.28,32.0,33.28,2.713,0.69,2.02,29.13,-,-,48.0
178,臺北市,1998/08/06,中山,6.8,1.75,12.7,-,38,-,72.84,33.04,39.8,3.265,0.73,2.54,30.0,-,-,44.0
179,臺北市,1998/08/06,大同,3.0,3.89,-,-,-,-,-,-,-,4.561,2.07,2.49,30.19,-,-,72.0
180,臺北市,1998/08/06,萬華,5.5,1.14,20.1,-,42,-,39.78,10.33,29.45,-,-,-,28.42,-,-,45.0
181,臺北市,1998/08/06,陽明,6.0,0.22,28.9,-,13,-,7.55,0.96,6.6,-,-,-,24.17,-,83.0,56.0
182,臺北市,1998/08/06,士林,4.9,1.3,9.9,-,48,-,-,-,-,-,-,-,29.0,-,-,48.0
183,臺北市,1998/08/05,松山,6.8,0.91,11.1,-,37,-,45.34,18.77,26.58,-,-,-,30.75,-,-,37.0
184,臺北市,1998/08/05,古亭,7.5,1.1,12.8,-,39,21,60.1,29.41,30.69,2.584,0.65,1.94,30.12,-,-,49.0
185,臺北市,1998/08/05,中山,9.0,1.09,9.8,-,31,-,53.88,24.82,29.06,2.875,0.58,2.3,31.03,-,-,43.0
186,臺北市,1998/08/05,大同,11.2,3.59,-,-,-,-,142.88,104.94,37.94,4.219,1.69,2.53,31.35,-,-,63.0
187,臺北市,1998/08/05,萬華,9.0,0.92,14.3,-,42,-,42.76,15.02,27.73,-,-,-,29.71,-,-,50.0
188,臺北市,1998/08/05,陽明,2.1,0.2,32.5,-,13,-,4.2,0.48,3.73,-,-,-,23.86,-,82.0,50.0
189,臺北市,1998/08/05,士林,-,0.78,13.7,-,39,-,-,-,-,-,-,-,30.25,-,-,45.0
190,臺北市,1998/08/04,松山,1.2,0.48,10.5,-,19,-,21.17,10.3,10.87,-,-,-,-,-,-,19.0
191,臺北市,1998/08/04,古亭,0.8,0.4,11.3,-,16,15,21.24,9.73,11.51,1.934,0.17,1.76,29.14,-,-,16.0
192,臺北市,1998/08/04,中山,1.0,0.74,6.9,-,19,-,29.83,14.6,15.23,2.333,0.31,2.02,30.24,-,-,19.0
193,臺北市,1998/08/04,大同,4.2,3.43,-,-,-,-,137.77,114.12,23.65,3.926,1.71,2.21,30.74,-,-,53.0
194,臺北市,1998/08/04,萬華,0.8,0.47,10.3,-,21,-,15.44,4.71,10.73,-,-,-,29.21,-,-,21.0
195,臺北市,1998/08/04,陽明,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81.0,-
196,臺北市,1998/08/04,士林,-,0.31,10.2,-,20,-,16.95,5.68,11.27,-,-,-,29.81,-,-,20.0
197,臺北市,1998/08/03,松山,2.8,0.73,10.0,-,25,-,32.61,15.56,17.06,-,-,-,-,-,-,34.0
198,臺北市,1998/08/03,古亭,2.6,0.7,10.7,-,32,19,36.01,18.71,17.3,2.125,0.29,1.84,31.66,-,-,43.0
199,臺北市,1998/08/03,中山,3.6,0.86,9.1,-,31,-,36.41,17.34,19.07,2.46,0.24,2.22,32.38,-,-,39.0
