序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppm)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","風速 WIND_SPEED (m/sec)","小時風速值 WS_HR (m/sec)","溫度 AMB_TEMP (℃)","降雨強度 RAIN_INT (㎜)","酸雨 PH_RAIN (pH)","相對濕度 RH (percent)","導電度 RAIN_COND (μmho/cm)"
16,臺北市,2015/10/29,古亭,2.8,0.8,-,39.5,68,36,28.25,5.19,23.06,2.264,0.223,2.041,1.67,1.38,26.34,-,-,79.79,-
17,臺北市,2015/10/29,中山,3.7,1.05,-,40.4,-,-,42.46,8.66,33.8,2.395,0.316,2.079,1.5,1.13,27.11,-,-,74.97,-
18,臺北市,2015/10/29,大同,4.3,2.08,-,-,80,38,69.04,30.59,38.45,2.796,0.635,2.161,-,-,-,-,-,-,-
19,臺北市,2015/10/29,萬華,3.7,0.92,-,44.0,63,45,30.27,3.17,27.1,-,-,-,1.45,1.18,27.46,-,-,73.72,-
20,臺北市,2015/10/29,陽明,2.2,0.4,416.2,64.3,34,27,5.56,0.78,4.76,-,-,-,-,-,20.4,0.0,0.0,97.01,0.0
21,臺北市,2015/10/29,士林,2.7,0.66,-,50.8,65,40,21.37,2.96,18.41,-,-,-,1.58,1.5,26.59,-,-,73.0,-
22,臺北市,2015/10/28,松山,2.6,0.71,425.41,31.2,46,23,25.02,3.66,21.37,2.018,0.151,1.868,2.12,1.72,24.5,-,-,79.39,-
23,臺北市,2015/10/28,古亭,2.1,0.8,-,28.4,50,21,24.46,3.44,21.01,2.183,0.147,2.037,2.87,2.63,24.82,-,-,84.57,-
24,臺北市,2015/10/28,中山,4.3,0.87,-,29.8,-,-,32.25,7.28,24.97,2.163,0.174,1.989,2.59,2.35,25.52,-,-,79.05,-
25,臺北市,2015/10/28,大同,4.5,1.21,-,-,61,23,49.63,21.5,28.13,2.366,0.316,2.05,-,-,-,-,-,-,-
26,臺北市,2015/10/28,萬華,3.6,0.75,-,32.1,43,26,27.41,4.26,23.15,-,-,-,3.26,3.07,25.81,-,-,78.37,-
27,臺北市,2015/10/28,陽明,1.7,0.47,413.96,51.1,7,5,3.87,0.6,3.26,-,-,-,-,-,18.66,0.5,3.84,100.0,6.34
28,臺北市,2015/10/28,士林,3.1,0.52,-,47.4,40,23,9.12,1.98,7.15,-,-,-,3.08,2.85,25.28,-,-,74.59,-
29,臺北市,2015/10/27,松山,3.5,0.65,430.46,33.3,56,32,34.2,7.86,26.34,2.092,0.225,1.867,1.6,1.22,25.92,-,-,71.69,-
30,臺北市,2015/10/27,古亭,3.8,0.6,-,32.0,58,28,25.83,5.33,20.5,2.129,0.164,1.964,1.97,1.6,25.61,-,-,78.16,-
31,臺北市,2015/10/27,中山,4.0,0.79,-,26.6,39,-,37.13,8.37,28.76,2.196,0.246,1.95,1.95,1.32,26.34,-,-,74.63,-
32,臺北市,2015/10/27,大同,4.9,1.93,-,-,71,28,80.29,43.29,37.01,2.662,0.622,2.04,-,-,-,-,-,-,-
33,臺北市,2015/10/27,萬華,3.7,0.62,-,33.7,48,30,26.96,4.09,22.87,-,-,-,1.89,1.48,26.84,-,-,72.18,-
34,臺北市,2015/10/27,陽明,2.0,0.26,408.22,52.6,30,24,5.12,0.83,4.29,-,-,-,-,-,20.78,0.0,0.0,93.72,0.0
35,臺北市,2015/10/27,士林,2.5,0.47,-,37.2,-,-,20.28,4.42,15.86,-,-,-,1.92,1.59,26.1,-,-,72.32,-
36,臺北市,2015/10/26,松山,1.2,0.41,413.88,34.4,42,23,19.68,3.54,16.14,1.885,0.1,1.785,1.76,1.38,25.45,-,-,66.68,-
37,臺北市,2015/10/26,古亭,1.4,0.44,-,31.1,49,20,19.51,4.05,15.46,2.033,0.09,1.943,2.63,2.45,25.57,-,-,73.14,-
38,臺北市,2015/10/26,中山,2.1,0.68,-,28.4,48,26,35.69,11.84,23.85,2.074,0.183,1.891,2.27,2.04,26.38,-,-,68.56,-
39,臺北市,2015/10/26,大同,2.6,1.27,-,-,61,20,68.15,37.26,30.89,2.391,0.392,1.999,-,-,-,-,-,-,-
40,臺北市,2015/10/26,萬華,1.9,0.51,-,31.7,44,25,26.09,5.47,20.62,-,-,-,2.5,2.16,26.69,-,-,67.0,-
41,臺北市,2015/10/26,陽明,2.8,0.23,399.93,52.0,28,21,4.8,1.09,3.71,-,-,-,-,-,19.46,0.0,0.0,97.96,0.0
42,臺北市,2015/10/26,士林,1.0,0.34,-,40.3,-,-,11.73,1.74,9.99,-,-,-,2.66,2.54,25.72,-,-,67.68,-
43,臺北市,2015/10/25,松山,3.1,0.31,412.15,40.0,47,22,13.98,1.86,12.12,1.821,0.056,1.765,2.32,1.85,24.47,-,-,75.88,-
44,臺北市,2015/10/25,古亭,2.2,0.31,-,35.9,51,17,14.08,2.19,11.89,1.961,0.053,1.908,3.18,2.85,24.68,-,-,81.38,-
45,臺北市,2015/10/25,中山,5.6,0.42,-,34.9,50,27,21.8,4.39,17.41,1.941,0.09,1.85,2.84,2.41,25.26,-,-,76.74,-
46,臺北市,2015/10/25,大同,5.7,0.64,-,-,65,22,35.05,13.43,21.61,2.096,0.162,1.934,-,-,-,-,-,-,-
47,臺北市,2015/10/25,萬華,5.3,0.35,-,35.7,47,26,21.62,3.31,18.31,-,-,-,3.41,3.16,25.66,-,-,75.14,-
48,臺北市,2015/10/25,陽明,1.4,0.17,408.56,51.3,16,11,2.49,0.71,1.78,-,-,-,-,-,17.91,0.0,0.0,100.0,0.0
49,臺北市,2015/10/25,士林,2.0,0.22,-,49.0,23,16,6.33,1.68,4.65,-,-,-,3.09,2.85,25.03,-,-,70.74,-
50,臺北市,2015/10/24,松山,2.6,0.34,412.1,29.9,32,17,16.97,2.84,14.13,1.836,0.079,1.758,1.6,1.2,24.32,-,-,87.16,-
51,臺北市,2015/10/24,古亭,2.6,0.42,-,23.0,40,16,20.82,3.04,17.77,2.002,0.089,1.913,1.95,1.69,24.59,-,-,92.55,-
52,臺北市,2015/10/24,中山,2.1,0.56,-,20.6,30,15,27.54,5.36,22.17,2.053,0.159,1.894,1.65,1.3,25.28,-,-,87.34,-
53,臺北市,2015/10/24,大同,2.0,1.24,-,-,46,13,66.11,35.45,30.66,2.401,0.376,2.025,-,-,-,-,-,-,-
54,臺北市,2015/10/24,萬華,2.1,0.52,-,19.5,31,16,29.89,5.51,24.38,-,-,-,1.88,1.55,25.72,-,-,85.59,-
55,臺北市,2015/10/24,陽明,1.3,0.17,398.97,44.0,10,7,2.07,0.85,1.22,-,-,-,-,-,19.43,2.61,4.81,100.0,10.17
56,臺北市,2015/10/24,士林,0.5,0.33,-,30.2,24,19,12.53,1.54,10.99,-,-,-,1.43,1.12,24.61,-,-,83.93,-
57,臺北市,2015/10/23,松山,1.7,0.32,410.16,34.0,36,16,15.28,3.6,11.68,1.794,0.075,1.72,1.96,1.65,24.99,-,-,82.55,-
58,臺北市,2015/10/23,古亭,1.6,0.52,-,24.9,46,13,23.44,4.98,18.44,2.024,0.12,1.904,1.89,1.31,25.09,-,-,88.79,-
59,臺北市,2015/10/23,中山,1.3,0.68,-,22.3,32,19,38.16,14.31,23.86,2.041,0.193,1.849,1.35,0.77,25.5,-,-,86.07,-
60,臺北市,2015/10/23,大同,2.8,1.5,-,-,49,14,79.99,52.1,27.89,2.434,0.474,1.959,-,-,-,-,-,-,-
61,臺北市,2015/10/23,萬華,1.9,0.62,-,23.3,32,15,34.53,10.52,24.01,-,-,-,1.37,1.08,25.98,-,-,83.71,-
62,臺北市,2015/10/23,陽明,1.0,0.13,398.41,40.9,7,6,2.11,0.77,1.33,-,-,-,-,-,19.48,2.28,4.54,100.0,13.62
63,臺北市,2015/10/23,士林,1.3,0.46,-,28.6,33,-,19.99,4.4,15.59,-,-,-,1.37,0.82,24.84,-,-,83.21,-
64,臺北市,2015/10/22,松山,2.4,0.32,412.87,39.0,39,19,18.78,2.82,15.97,1.828,0.086,1.743,1.99,1.53,23.61,-,-,85.26,-
65,臺北市,2015/10/22,古亭,2.5,0.38,-,33.8,48,13,19.77,3.08,16.69,1.953,0.076,1.877,2.59,2.21,23.53,-,-,92.47,-
66,臺北市,2015/10/22,中山,3.1,0.48,-,34.0,46,20,25.29,4.49,20.8,1.964,0.125,1.839,2.16,1.52,24.87,-,-,82.72,-
67,臺北市,2015/10/22,大同,4.0,1.09,-,-,66,21,53.27,25.71,27.56,2.238,0.316,1.923,-,-,-,-,-,-,-
68,臺北市,2015/10/22,萬華,2.8,0.44,-,33.1,44,19,26.56,3.61,22.94,-,-,-,2.49,2.2,25.08,-,-,82.68,-
69,臺北市,2015/10/22,陽明,0.5,0.16,400.18,54.4,14,9,1.8,0.4,1.33,-,-,-,-,-,18.22,1.22,4.29,100.0,23.06
70,臺北市,2015/10/22,士林,1.2,0.22,-,51.9,40,20,6.75,1.09,5.7,-,-,-,2.93,2.04,25.04,-,-,74.46,-
71,臺北市,2015/10/21,松山,3.4,0.33,411.47,28.8,31,10,23.12,5.35,17.78,1.849,0.109,1.739,2.09,1.57,23.59,-,-,83.24,-
72,臺北市,2015/10/21,古亭,1.9,0.32,-,28.4,31,5,18.23,3.45,14.79,1.941,0.071,1.87,2.76,2.62,23.79,-,-,88.26,-
73,臺北市,2015/10/21,中山,5.3,0.46,-,25.5,32,13,28.74,6.51,22.26,1.948,0.133,1.816,2.74,2.54,24.5,-,-,83.21,-
74,臺北市,2015/10/21,大同,4.8,1.04,-,-,48,11,50.65,28.07,22.58,2.246,0.336,1.91,-,-,-,-,-,-,-
75,臺北市,2015/10/21,萬華,5.7,0.38,-,26.0,28,13,28.18,5.72,22.46,-,-,-,3.09,2.98,24.9,-,-,81.42,-
76,臺北市,2015/10/21,陽明,1.1,0.11,392.79,46.9,9,6,2.11,1.16,0.95,-,-,-,-,-,17.64,1.08,4.34,100.0,20.01
77,臺北市,2015/10/21,士林,1.9,0.17,-,43.2,29,11,7.35,1.59,5.79,-,-,-,3.17,3.02,24.89,-,-,72.64,-
78,臺北市,2015/10/20,松山,1.7,0.27,407.32,32.6,28,8,15.7,3.04,12.66,1.798,0.088,1.71,2.42,1.76,25.8,-,-,69.34,-
79,臺北市,2015/10/20,古亭,-,0.28,-,30.1,35,6,13.85,2.95,10.9,1.906,0.051,1.855,3.78,3.77,26.02,-,-,73.81,-
80,臺北市,2015/10/20,中山,1.2,0.45,-,27.3,35,9,24.68,6.08,18.61,1.96,0.141,1.82,3.76,3.37,26.62,-,-,70.91,-
81,臺北市,2015/10/20,大同,2.6,0.99,-,-,47,7,30.33,17.03,13.3,2.274,0.341,1.933,-,-,-,-,-,-,-
82,臺北市,2015/10/20,萬華,2.2,0.33,-,29.8,29,9,21.35,4.5,16.85,-,-,-,3.73,3.34,27.04,-,-,68.64,-
83,臺北市,2015/10/20,陽明,2.5,0.08,393.99,41.3,12,6,4.87,1.2,3.67,-,-,-,-,-,19.17,1.5,4.65,99.37,13.1
84,臺北市,2015/10/20,士林,1.4,0.16,-,42.0,30,10,7.24,1.72,5.52,-,-,-,4.55,4.26,26.26,-,-,68.46,-
85,臺北市,2015/10/19,松山,2.1,0.32,405.24,32.3,36,10,20.42,4.1,16.32,1.825,0.095,1.73,2.21,1.73,24.37,-,-,80.86,-
86,臺北市,2015/10/19,古亭,1.5,0.3,-,31.9,37,9,15.04,2.89,12.15,1.938,0.065,1.873,3.57,3.27,24.92,-,-,82.27,-
87,臺北市,2015/10/19,中山,3.2,0.52,-,26.6,33,15,30.54,8.61,21.91,1.977,0.15,1.827,2.96,2.59,25.22,-,-,81.72,-
88,臺北市,2015/10/19,大同,2.3,0.85,-,-,49,12,22.74,12.09,10.65,2.19,0.266,1.924,-,-,-,-,-,-,-
89,臺北市,2015/10/19,萬華,2.5,0.37,-,30.2,35,14,24.78,5.16,19.62,-,-,-,3.66,3.44,25.7,-,-,79.22,-
90,臺北市,2015/10/19,陽明,1.7,0.12,391.95,49.6,6,3,2.44,1.12,1.31,-,-,-,-,-,18.48,1.75,4.02,100.0,53.81
91,臺北市,2015/10/19,士林,4.1,0.17,-,44.4,32,15,8.02,1.72,6.3,-,-,-,4.37,4.05,25.34,-,-,74.29,-
92,臺北市,2015/10/18,松山,2.8,0.27,402.01,45.1,39,15,15.39,2.08,13.32,1.806,0.06,1.746,2.39,1.89,23.2,-,-,77.65,-
93,臺北市,2015/10/18,古亭,1.4,0.26,-,42.4,42,11,11.53,1.5,10.03,1.913,0.041,1.872,3.52,3.32,23.26,-,-,83.16,-
94,臺北市,2015/10/18,中山,4.3,0.37,-,40.2,38,18,20.07,3.05,17.01,1.911,0.086,1.825,3.15,2.84,24.07,-,-,77.28,-
95,臺北市,2015/10/18,大同,4.9,0.67,-,-,52,13,31.25,12.27,18.98,2.092,0.172,1.92,-,-,-,-,-,-,-
96,臺北市,2015/10/18,萬華,3.6,0.32,-,41.8,34,18,20.29,3.07,17.22,-,-,-,3.82,3.57,24.33,-,-,76.53,-
97,臺北市,2015/10/18,陽明,0.8,0.14,398.34,57.4,13,9,2.48,0.71,1.77,-,-,-,-,-,17.21,1.65,3.97,99.38,50.25
98,臺北市,2015/10/18,士林,1.3,0.18,-,55.9,34,17,5.6,1.6,4.02,-,-,-,3.68,3.53,24.22,-,-,69.45,-
99,臺北市,2015/10/17,松山,2.4,0.28,403.51,45.9,42,17,13.82,1.86,11.96,1.805,0.068,1.737,2.66,2.1,24.28,-,-,68.14,-
100,臺北市,2015/10/17,古亭,1.7,0.28,-,41.7,51,12,13.78,2.49,11.28,1.927,0.051,1.876,3.49,3.16,24.6,-,-,71.67,-
101,臺北市,2015/10/17,中山,3.8,0.43,-,36.9,46,20,22.96,3.85,19.1,1.955,0.113,1.842,2.69,2.38,25.0,-,-,70.75,-
102,臺北市,2015/10/17,大同,5.1,0.57,-,-,55,16,34.26,11.26,22.99,2.084,0.153,1.931,-,-,-,-,-,-,-
103,臺北市,2015/10/17,萬華,2.5,0.35,-,38.9,42,20,22.91,3.5,19.41,-,-,-,3.49,3.31,25.35,-,-,68.74,-
104,臺北市,2015/10/17,陽明,1.3,0.15,398.04,53.8,19,11,2.9,1.15,1.75,-,-,-,-,-,17.03,0.0,0.0,99.82,0.0
105,臺北市,2015/10/17,士林,1.3,0.19,-,53.4,38,15,5.79,0.38,5.49,-,-,-,3.23,2.92,24.65,-,-,65.92,-
106,臺北市,2015/10/16,松山,3.7,0.3,404.17,34.2,39,17,18.49,2.75,15.74,1.821,0.086,1.736,2.28,1.85,24.18,-,-,73.66,-
107,臺北市,2015/10/16,古亭,3.2,0.32,-,31.5,46,13,17.51,3.58,13.93,1.935,0.057,1.878,3.19,2.97,24.6,-,-,78.14,-
108,臺北市,2015/10/16,中山,2.8,0.5,-,27.8,40,16,27.65,7.42,20.23,1.972,0.141,1.83,2.62,2.27,25.04,-,-,74.77,-
109,臺北市,2015/10/16,大同,2.8,0.8,-,-,54,13,49.01,23.55,25.46,2.165,0.241,1.924,-,-,-,-,-,-,-
110,臺北市,2015/10/16,萬華,3.0,0.37,-,29.8,37,17,26.05,5.83,20.23,-,-,-,3.31,3.06,25.35,-,-,73.44,-
111,臺北市,2015/10/16,陽明,1.1,0.13,393.37,45.3,15,11,1.98,0.54,1.36,-,-,-,-,-,17.23,0.0,0.0,99.85,0.0
112,臺北市,2015/10/16,士林,1.5,0.18,-,43.6,33,7,6.94,0.57,6.42,-,-,-,2.9,2.58,24.8,-,-,68.44,-
113,臺北市,2015/10/15,松山,3.3,0.35,412.6,31.0,31,13,22.33,3.69,18.63,1.921,0.136,1.785,2.11,1.75,23.38,-,-,68.17,-
114,臺北市,2015/10/15,古亭,2.4,0.34,-,34.8,41,7,17.99,3.62,14.38,1.969,0.072,1.897,2.71,2.36,23.95,-,-,71.55,-
115,臺北市,2015/10/15,中山,3.1,0.55,-,26.4,35,13,33.6,8.59,25.02,2.093,0.181,1.912,2.07,1.72,24.49,-,-,68.42,-
116,臺北市,2015/10/15,大同,2.6,0.82,-,-,46,12,54.07,25.79,28.28,2.296,0.287,2.009,-,-,-,-,-,-,-
117,臺北市,2015/10/15,萬華,2.9,0.4,-,31.3,35,12,28.18,5.65,22.53,-,-,-,2.8,2.48,24.83,-,-,65.98,-
118,臺北市,2015/10/15,陽明,1.1,0.14,395.89,49.0,16,10,2.17,0.36,1.71,-,-,-,-,-,17.24,0.0,0.0,94.35,0.0
119,臺北市,2015/10/15,士林,1.8,0.21,-,45.2,30,12,8.25,0.91,7.35,-,-,-,2.49,2.12,23.94,-,-,65.03,-
120,臺北市,2015/10/14,松山,2.8,0.37,411.6,39.0,30,12,23.58,4.05,19.53,1.894,0.116,1.777,2.11,1.65,23.18,-,-,61.48,-
121,臺北市,2015/10/14,古亭,2.2,0.36,-,39.7,43,8,18.4,2.98,15.42,1.988,0.078,1.911,2.96,2.62,23.42,-,-,67.37,-
122,臺北市,2015/10/14,中山,3.2,0.54,-,34.6,34,14,30.82,6.68,24.14,2.024,0.153,1.871,2.27,1.95,24.0,-,-,63.95,-
123,臺北市,2015/10/14,大同,3.1,0.71,-,-,44,12,44.54,18.21,26.33,2.188,0.224,1.964,-,-,-,-,-,-,-
124,臺北市,2015/10/14,萬華,3.0,0.42,-,36.3,32,13,28.39,4.68,23.7,-,-,-,2.92,2.75,24.29,-,-,61.7,-
125,臺北市,2015/10/14,陽明,1.6,0.16,396.91,55.4,15,10,2.91,0.34,2.46,-,-,-,-,-,16.06,0.0,0.0,94.32,0.0
126,臺北市,2015/10/14,士林,1.8,0.21,-,53.0,29,11,6.94,0.9,6.05,-,-,-,2.7,2.28,23.6,-,-,60.88,-
127,臺北市,2015/10/13,松山,3.2,0.44,413.07,63.4,61,29,20.72,1.84,18.88,1.928,0.113,1.814,2.19,1.74,22.89,-,-,56.09,-
128,臺北市,2015/10/13,古亭,3.1,0.43,-,63.9,67,25,16.77,1.64,15.13,2.044,0.061,1.982,3.46,3.16,23.02,-,-,61.82,-
129,臺北市,2015/10/13,中山,3.8,0.62,-,53.0,72,35,34.96,4.84,30.11,2.08,0.171,1.908,2.72,2.4,23.78,-,-,58.7,-
130,臺北市,2015/10/13,大同,4.8,0.96,-,-,76,26,54.68,19.33,35.35,2.302,0.281,2.02,-,-,-,-,-,-,-
131,臺北市,2015/10/13,萬華,3.5,0.49,-,59.3,60,30,28.28,2.63,25.66,-,-,-,3.48,3.14,23.96,-,-,56.31,-
132,臺北市,2015/10/13,陽明,2.6,0.24,397.86,77.9,35,23,3.07,0.34,2.62,-,-,-,-,-,16.13,0.0,0.0,88.09,0.0
133,臺北市,2015/10/13,士林,3.0,0.3,-,74.6,53,29,9.59,1.21,8.38,-,-,-,3.04,2.76,23.31,-,-,57.2,-
134,臺北市,2015/10/12,松山,3.6,0.43,403.99,59.4,66,29,22.31,2.91,19.4,1.968,0.136,1.832,1.76,1.26,22.83,-,-,56.18,-
135,臺北市,2015/10/12,古亭,3.1,0.41,-,57.7,67,23,16.25,1.85,14.4,2.051,0.073,1.978,3.32,3.15,22.62,-,-,64.61,-
136,臺北市,2015/10/12,中山,4.1,0.66,-,49.8,70,27,34.95,4.67,30.27,2.12,0.173,1.947,2.69,2.45,23.64,-,-,58.77,-
137,臺北市,2015/10/12,大同,4.5,1.03,-,-,79,26,63.68,21.92,41.76,2.368,0.321,2.047,-,-,-,-,-,-,-
138,臺北市,2015/10/12,萬華,3.5,0.51,-,56.4,65,30,28.07,2.5,25.55,-,-,-,3.1,2.84,24.03,-,-,55.48,-
139,臺北市,2015/10/12,陽明,3.6,0.26,400.26,79.3,41,28,3.03,0.29,2.67,-,-,-,-,-,16.11,0.0,0.0,85.04,0.0
140,臺北市,2015/10/12,士林,4.2,0.33,-,72.5,60,30,11.31,1.21,10.09,-,-,-,3.09,2.95,23.19,-,-,56.6,-
141,臺北市,2015/10/11,松山,2.4,0.46,395.67,35.8,49,25,23.16,3.13,20.03,1.988,0.133,1.855,1.07,0.67,21.88,-,-,73.21,-
142,臺北市,2015/10/11,古亭,2.2,0.52,-,28.8,55,20,26.02,4.02,22.0,2.135,0.131,2.005,1.7,1.42,21.49,-,-,83.48,-
143,臺北市,2015/10/11,中山,1.6,0.56,-,32.3,51,24,28.58,4.13,24.45,2.125,0.162,1.963,1.61,1.32,22.65,-,-,74.41,-
144,臺北市,2015/10/11,大同,3.0,1.38,-,-,64,22,84.16,43.79,40.36,2.511,0.435,2.076,-,-,-,-,-,-,-
145,臺北市,2015/10/11,萬華,2.8,0.52,-,31.7,47,24,28.82,3.78,25.04,-,-,-,1.63,1.26,22.9,-,-,72.88,-
146,臺北市,2015/10/11,陽明,2.5,0.23,395.73,60.7,36,23,3.23,0.33,2.82,-,-,-,-,-,15.94,0.5,3.81,94.62,33.39
147,臺北市,2015/10/11,士林,2.6,0.38,-,41.8,49,26,15.74,0.8,14.91,-,-,-,1.69,1.37,22.18,-,-,71.71,-
148,臺北市,2015/10/10,松山,4.2,0.38,392.42,35.3,37,16,20.27,2.98,17.29,1.911,0.116,1.795,1.28,0.99,23.67,-,-,74.43,-
149,臺北市,2015/10/10,古亭,2.5,0.39,-,32.1,45,11,20.54,3.02,17.53,2.04,0.093,1.947,1.9,1.72,23.9,-,-,78.2,-
150,臺北市,2015/10/10,中山,4.0,0.51,-,30.7,41,19,27.83,4.87,22.98,2.072,0.171,1.9,1.76,1.52,24.48,-,-,75.26,-
151,臺北市,2015/10/10,大同,4.3,1.02,-,-,54,18,65.94,31.76,34.19,2.331,0.324,2.007,-,-,-,-,-,-,-
152,臺北市,2015/10/10,萬華,4.1,0.42,-,33.9,36,19,27.83,4.07,23.76,-,-,-,1.78,1.61,25.15,-,-,70.16,-
153,臺北市,2015/10/10,陽明,1.5,0.17,395.72,54.9,24,15,2.23,0.32,1.84,-,-,-,-,-,18.19,1.75,3.94,99.69,16.94
154,臺北市,2015/10/10,士林,2.3,0.3,-,42.7,36,18,11.25,1.23,10.01,-,-,-,2.27,2.15,23.97,-,-,74.02,-
155,臺北市,2015/10/09,松山,2.2,0.29,385.7,34.3,14,8,18.49,2.75,15.74,1.846,0.089,1.757,1.4,1.09,23.03,-,-,87.78,-
156,臺北市,2015/10/09,古亭,2.0,0.32,-,28.7,24,6,19.61,2.54,17.07,1.982,0.074,1.908,1.88,1.73,23.1,-,-,94.26,-
157,臺北市,2015/10/09,中山,1.4,0.47,-,27.0,17,9,26.13,3.16,22.99,2.02,0.149,1.871,1.92,1.6,23.88,-,-,88.84,-
158,臺北市,2015/10/09,大同,2.9,1.26,-,-,33,8,73.14,37.75,35.39,2.371,0.392,1.98,-,-,-,-,-,-,-
159,臺北市,2015/10/09,萬華,1.7,0.39,-,28.7,16,7,26.9,4.1,22.79,-,-,-,1.92,1.61,24.37,-,-,85.75,-
160,臺北市,2015/10/09,陽明,1.2,0.15,393.88,51.5,8,5,2.22,0.77,1.45,-,-,-,-,-,18.1,2.24,4.87,100.0,8.44
161,臺北市,2015/10/09,士林,1.9,0.29,-,34.7,19,9,13.54,1.48,12.04,-,-,-,1.81,1.47,23.52,-,-,84.67,-
162,臺北市,2015/10/08,松山,2.8,0.46,406.9,21.0,30,14,26.42,6.71,19.71,1.937,0.156,1.781,1.76,1.44,26.08,-,-,75.15,-
163,臺北市,2015/10/08,古亭,2.2,0.54,-,18.0,35,11,25.92,6.14,19.78,2.111,0.188,1.923,1.82,1.34,25.93,-,-,82.92,-
164,臺北市,2015/10/08,中山,2.5,0.76,-,16.3,34,15,37.04,12.01,25.03,2.171,0.259,1.912,1.78,0.85,26.64,-,-,77.99,-
165,臺北市,2015/10/08,大同,3.1,1.31,-,-,44,11,50.04,25.17,24.87,2.468,0.433,2.035,-,-,-,-,-,-,-
166,臺北市,2015/10/08,萬華,2.1,0.61,-,18.3,28,15,26.69,4.8,21.88,-,-,-,1.36,1.0,27.11,-,-,76.54,-
167,臺北市,2015/10/08,陽明,1.8,0.19,402.69,42.3,17,12,5.11,1.33,3.78,-,-,-,-,-,20.43,1.69,4.17,100.0,12.67
168,臺北市,2015/10/08,士林,3.1,0.33,-,27.0,32,17,16.57,2.94,13.62,-,-,-,2.01,1.85,25.86,-,-,77.67,-
169,臺北市,2015/10/07,松山,7.4,0.3,408.08,31.4,29,8,23.51,4.39,19.11,1.835,0.101,1.734,2.19,1.82,26.52,-,-,65.98,-
