序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
496,新北市,1999/03/06,永和,5.0,2.12,-,-,50,-,95.88,64.62,31.26,2.853,0.88,1.98,22.64,-,-,50.0,-
497,新北市,1999/03/06,新莊,4.2,0.74,21.9,-,38,-,38.3,11.25,26.22,-,-,-,23.11,-,-,50.0,-
498,新北市,1999/03/06,新店,1.8,0.7,14.0,-,27,-,32.78,10.42,22.37,-,-,-,23.06,-,-,31.0,-
499,新北市,1999/03/06,淡水,0.7,0.7,25.1,-,28,-,18.32,2.99,15.33,-,-,-,20.8,-,86.0,30.0,-
500,新北市,1999/03/06,汐止,6.1,0.93,6.5,-,38,-,46.13,18.82,27.3,-,-,-,20.92,-,-,38.0,-
501,新北市,1999/03/06,土城,4.9,0.97,13.3,-,41,-,52.07,17.59,34.47,-,-,-,23.01,-,-,41.0,-
502,新北市,1999/03/06,林口,1.2,0.36,31.0,-,25,-,10.59,1.61,8.99,-,-,-,18.6,-,-,42.0,-
503,新北市,1999/03/06,萬里,0.2,0.25,36.7,-,27,-,6.61,0.71,5.9,1.751,0.0,1.75,20.12,-,-,44.0,-
504,新北市,1999/03/05,板橋,10.2,1.57,25.7,-,87,-,79.63,35.86,43.45,3.302,0.9,2.4,25.49,-,-,123.0,-
505,新北市,1999/03/05,三重,7.6,3.14,-,-,100,59,177.5,116.18,61.32,-,-,-,24.51,-,-,75.0,-
506,新北市,1999/03/05,菜寮,6.9,1.35,21.2,-,71,-,65.16,27.39,37.77,-,-,-,24.68,-,-,70.0,-
507,新北市,1999/03/05,永和,5.7,1.88,-,-,85,-,90.97,45.49,45.47,2.909,0.8,2.11,24.16,-,-,68.0,-
508,新北市,1999/03/05,新莊,8.7,1.22,24.7,-,78,-,70.84,33.89,36.95,-,-,-,25.16,-,-,86.0,-
509,新北市,1999/03/05,新店,3.1,0.73,26.8,-,40,-,31.95,6.19,25.76,-,-,-,25.14,-,-,76.0,-
510,新北市,1999/03/05,淡水,4.0,1.08,21.9,-,70,-,48.81,15.77,33.04,-,-,-,23.11,-,80.0,60.0,-
511,新北市,1999/03/05,汐止,6.0,0.89,15.7,-,65,-,64.15,30.79,33.37,-,-,-,22.63,-,-,58.0,-
512,新北市,1999/03/05,土城,6.4,1.45,29.8,-,71,-,74.01,32.0,42.01,-,-,-,25.16,-,-,148.0,-
513,新北市,1999/03/05,林口,4.6,0.64,30.3,-,49,-,33.93,5.99,27.94,-,-,-,22.81,-,-,66.0,-
514,新北市,1999/03/05,萬里,1.2,0.23,40.0,-,28,-,11.73,2.52,9.21,1.895,0.01,1.88,21.47,-,-,89.0,-
515,新北市,1999/03/04,板橋,10.4,1.83,25.4,-,110,-,92.43,44.74,47.69,3.528,1.03,2.5,23.58,-,-,91.0,-
516,新北市,1999/03/04,三重,8.9,3.02,-,-,147,64,196.88,127.91,68.97,-,-,-,22.26,-,-,99.0,-
517,新北市,1999/03/04,菜寮,9.8,1.74,26.1,-,119,-,91.32,42.12,49.2,-,-,-,22.49,-,-,123.0,-
518,新北市,1999/03/04,永和,9.2,2.82,-,-,138,-,140.01,83.45,56.56,3.819,1.49,2.32,22.5,-,-,94.0,-
519,新北市,1999/03/04,新莊,11.1,1.54,27.7,-,100,-,90.56,45.66,44.89,-,-,-,23.44,-,-,85.0,-
520,新北市,1999/03/04,新店,3.1,0.92,33.4,-,68,-,41.68,6.33,35.36,-,-,-,23.12,-,-,107.0,-
521,新北市,1999/03/04,淡水,1.8,1.12,22.5,-,67,-,40.05,12.27,27.78,-,-,-,20.6,-,87.0,59.0,-
522,新北市,1999/03/04,汐止,10.4,1.21,15.9,-,84,-,88.56,44.79,43.77,-,-,-,21.01,-,-,81.0,-
523,新北市,1999/03/04,土城,7.9,1.21,24.7,-,78,-,73.83,27.49,46.33,-,-,-,23.2,-,-,81.0,-
524,新北市,1999/03/04,林口,3.9,0.67,28.7,-,49,-,41.99,9.56,32.43,-,-,-,20.18,-,-,52.0,-
525,新北市,1999/03/04,萬里,0.8,0.28,36.3,-,41,-,14.0,2.74,11.26,2.148,0.07,2.08,19.47,-,-,56.0,-
526,新北市,1999/03/03,板橋,9.5,1.39,10.0,-,110,-,80.01,38.53,41.48,3.492,0.88,2.61,20.07,-,-,80.0,-
527,新北市,1999/03/03,三重,6.3,4.06,-,-,114,56,237.67,177.57,60.1,-,-,-,19.86,-,-,82.0,-
528,新北市,1999/03/03,菜寮,6.7,1.71,10.6,-,91,-,91.1,48.89,42.21,-,-,-,19.91,-,-,70.0,-
529,新北市,1999/03/03,永和,7.3,2.4,-,-,121,-,120.62,78.82,41.8,3.522,1.23,2.29,20.03,-,-,85.0,-
530,新北市,1999/03/03,新莊,8.0,1.28,14.7,-,95,-,75.93,39.44,36.49,-,-,-,19.98,-,-,73.0,-
531,新北市,1999/03/03,新店,2.7,0.9,11.4,-,62,-,44.64,13.72,30.92,-,-,-,19.86,-,-,56.0,-
532,新北市,1999/03/03,淡水,0.9,0.77,23.7,-,43,-,24.92,4.39,20.52,-,-,-,19.01,-,86.0,43.0,-
533,新北市,1999/03/03,汐止,6.8,1.18,9.0,-,89,-,81.4,40.54,40.86,-,-,-,18.9,-,-,69.0,-
534,新北市,1999/03/03,土城,7.7,1.28,8.7,-,77,-,79.92,37.15,42.77,-,-,-,19.58,-,-,64.0,-
535,新北市,1999/03/03,林口,0.4,0.43,31.3,-,31,-,14.86,2.01,12.84,-,-,-,16.88,-,-,39.0,-
536,新北市,1999/03/03,萬里,0.2,0.31,30.1,-,27,-,12.2,1.96,10.24,2.001,0.06,1.94,18.6,-,-,41.0,-
537,新北市,1999/03/02,板橋,12.7,1.18,21.4,-,85,-,65.17,24.54,40.63,3.282,0.83,2.45,21.36,-,-,68.0,-
538,新北市,1999/03/02,三重,7.2,3.63,-,-,122,64,216.89,150.08,66.8,-,-,-,20.81,-,-,86.0,-
539,新北市,1999/03/02,菜寮,7.6,1.48,16.6,-,84,-,74.76,33.13,41.63,-,-,-,20.84,-,-,67.0,-
540,新北市,1999/03/02,永和,10.1,2.82,-,-,100,-,144.41,92.04,52.36,3.73,1.48,2.26,21.02,-,-,75.0,-
541,新北市,1999/03/02,新莊,13.1,1.0,22.6,-,96,-,67.03,28.25,38.78,-,-,-,21.37,-,-,73.0,-
542,新北市,1999/03/02,新店,4.4,1.01,24.1,-,58,-,51.89,16.52,35.37,-,-,-,21.34,-,-,73.0,-
543,新北市,1999/03/02,淡水,2.6,0.84,22.1,-,58,-,34.65,10.95,23.7,-,-,-,19.45,-,86.0,54.0,-
544,新北市,1999/03/02,汐止,5.3,1.35,19.1,-,90,-,-,-,-,-,-,-,20.06,-,-,75.0,-
545,新北市,1999/03/02,土城,10.8,0.99,21.0,-,60,-,73.61,33.83,39.78,-,-,-,21.03,-,-,67.0,-
546,新北市,1999/03/02,林口,4.0,0.53,23.8,-,48,-,35.49,8.79,26.7,-,-,-,18.38,-,-,48.0,-
547,新北市,1999/03/02,萬里,1.4,0.3,33.6,-,44,-,15.4,3.5,11.91,2.171,0.08,2.09,19.41,-,-,58.0,-
548,新北市,1999/03/01,板橋,5.1,0.79,19.9,-,34,-,43.78,9.71,34.08,2.521,0.41,2.11,20.11,-,-,43.0,-
549,新北市,1999/03/01,三重,5.1,2.91,-,-,46,40,172.15,115.61,56.53,-,-,-,19.61,-,-,46.0,-
550,新北市,1999/03/01,菜寮,5.3,0.93,18.8,-,43,-,45.2,11.95,33.25,-,-,-,19.74,-,-,43.0,-
551,新北市,1999/03/01,永和,3.9,1.27,-,-,72,-,69.7,37.62,32.08,2.699,0.61,2.09,18.95,-,-,61.0,-
552,新北市,1999/03/01,新莊,5.9,0.6,25.9,-,33,-,39.5,8.39,31.11,2.339,0.29,2.05,19.99,-,-,48.0,-
553,新北市,1999/03/01,新店,0.9,0.62,22.1,-,26,-,31.17,7.96,23.22,-,-,-,19.46,-,-,36.0,-
554,新北市,1999/03/01,淡水,1.5,0.65,25.1,-,35,-,26.65,7.09,19.56,-,-,-,18.36,-,81.0,35.0,-
555,新北市,1999/03/01,汐止,5.5,0.86,14.1,-,66,-,-,-,-,-,-,-,17.75,-,-,58.0,-
556,新北市,1999/03/01,土城,4.1,0.74,20.9,-,30,-,40.67,11.55,29.11,-,-,-,19.8,-,-,45.0,-
557,新北市,1999/03/01,林口,2.8,0.29,28.9,-,23,-,23.08,6.17,16.91,-,-,-,16.57,-,-,36.0,-
558,新北市,1999/03/01,萬里,0.7,0.11,40.4,-,22,-,7.19,0.81,6.38,1.974,0.02,1.96,17.32,-,-,42.0,-
559,臺中市,1999/03/31,西屯,1.3,0.52,10.9,-,50,-,25.74,3.53,22.22,2.42,0.26,2.16,21.28,-,-,50.0,-
560,臺中市,1999/03/31,忠明,4.8,0.89,28.3,-,62,26,44.29,8.51,35.78,-,-,-,21.19,-,-,62.0,-
561,臺中市,1999/03/31,豐原,3.9,0.8,25.4,-,47,-,43.36,12.03,31.33,-,-,-,20.0,-,-,58.0,-
562,臺中市,1999/03/31,沙鹿,9.5,0.52,29.9,-,38,-,28.67,4.65,24.03,-,-,-,20.15,-,-,64.0,-
563,臺中市,1999/03/31,大里,5.4,0.76,27.8,-,106,-,45.3,6.08,39.22,-,-,-,21.61,-,-,78.0,-
564,臺中市,1999/03/30,西屯,0.2,0.33,11.4,-,40,-,15.85,0.45,15.39,2.381,0.27,2.11,18.29,-,-,40.0,-
565,臺中市,1999/03/30,忠明,2.1,0.59,25.1,-,37,18,30.57,3.82,26.75,-,-,-,18.57,-,-,42.0,-
566,臺中市,1999/03/30,豐原,2.1,0.5,23.2,-,27,-,28.62,4.16,24.46,-,-,-,17.07,-,-,38.0,-
567,臺中市,1999/03/30,沙鹿,5.4,0.39,32.4,-,32,-,21.61,2.92,18.69,-,-,-,18.02,-,-,40.0,-
568,臺中市,1999/03/30,大里,2.3,0.44,19.5,-,47,-,33.02,3.07,29.95,-,-,-,19.36,-,-,47.0,-
569,臺中市,1999/03/29,西屯,0.0,0.33,11.7,-,39,-,13.15,0.48,12.67,2.347,0.26,2.09,18.42,-,-,39.0,-
570,臺中市,1999/03/29,忠明,0.8,0.55,27.6,-,40,19,25.67,2.83,22.84,-,-,-,18.81,-,-,40.0,-
571,臺中市,1999/03/29,豐原,1.5,0.5,22.6,-,26,-,28.88,4.16,24.72,-,-,-,17.2,-,-,28.0,-
572,臺中市,1999/03/29,沙鹿,4.0,0.37,36.7,-,23,-,17.58,2.3,15.28,-,-,-,17.97,-,-,39.0,-
573,臺中市,1999/03/29,大里,1.4,0.41,23.2,-,72,-,27.48,2.13,25.35,-,-,-,19.62,-,-,61.0,-
574,臺中市,1999/03/28,西屯,0.1,0.32,12.2,-,44,-,7.17,0.31,6.86,2.722,0.57,2.15,20.94,-,-,44.0,-
575,臺中市,1999/03/28,忠明,1.1,0.61,32.5,-,54,21,21.4,1.79,19.61,-,-,-,21.12,-,-,59.0,-
576,臺中市,1999/03/28,豐原,1.3,0.56,24.8,-,40,-,25.15,3.11,22.04,-,-,-,19.69,-,-,46.0,-
577,臺中市,1999/03/28,沙鹿,2.1,0.43,42.6,-,42,-,11.87,1.41,10.82,-,-,-,20.39,-,-,50.0,-
578,臺中市,1999/03/28,大里,1.0,0.46,28.6,-,65,-,24.03,1.55,22.48,-,-,-,21.73,-,-,62.0,-
579,臺中市,1999/03/27,西屯,2.6,0.51,9.3,-,84,-,16.83,9.52,7.31,2.77,0.62,2.15,24.38,-,-,67.0,-
580,臺中市,1999/03/27,忠明,3.0,0.72,21.2,-,69,28,32.5,9.44,23.07,-,-,-,24.47,-,-,59.0,-
581,臺中市,1999/03/27,豐原,2.5,0.66,16.6,-,54,-,35.62,9.53,26.09,-,-,-,22.99,-,-,52.0,-
582,臺中市,1999/03/27,沙鹿,6.5,0.51,21.1,-,69,-,25.64,7.28,18.36,-,-,-,23.53,-,-,60.0,-
583,臺中市,1999/03/27,大里,4.0,0.53,21.2,-,81,-,31.96,7.49,24.48,-,-,-,24.69,-,-,65.0,-
584,臺中市,1999/03/26,西屯,2.9,0.52,9.4,-,57,-,19.27,7.94,11.73,2.427,0.24,2.19,26.89,-,-,53.0,-
585,臺中市,1999/03/26,忠明,2.8,0.94,19.1,-,68,27,40.6,12.69,27.91,-,-,-,26.94,-,-,59.0,-
586,臺中市,1999/03/26,豐原,2.4,0.75,23.8,-,59,-,30.25,3.94,26.31,-,-,-,25.96,-,-,54.0,-
587,臺中市,1999/03/26,沙鹿,1.7,0.46,18.4,-,48,-,14.36,1.89,12.47,-,-,-,26.99,-,-,48.0,-
588,臺中市,1999/03/26,大里,3.0,0.48,18.5,-,96,-,25.76,5.7,20.06,-,-,-,26.76,-,-,73.0,-
589,臺中市,1999/03/25,西屯,5.5,1.21,17.2,-,98,-,-,-,-,3.162,0.81,2.35,26.43,-,-,74.0,-
590,臺中市,1999/03/25,忠明,5.8,1.68,35.2,-,121,41,80.03,37.5,42.37,-,-,-,26.07,-,-,94.0,-
591,臺中市,1999/03/25,豐原,4.6,1.06,34.4,-,84,-,43.67,8.07,35.6,-,-,-,25.25,-,-,95.0,-
592,臺中市,1999/03/25,沙鹿,6.3,0.95,39.0,-,114,-,42.43,10.59,31.83,-,-,-,25.44,-,-,88.0,-
593,臺中市,1999/03/25,大里,6.3,0.8,36.1,-,137,-,39.41,9.95,29.47,-,-,-,25.8,-,-,97.0,-
594,臺中市,1999/03/24,西屯,4.0,0.78,12.6,-,72,-,18.88,5.75,13.14,2.623,0.45,2.17,22.55,-,-,61.0,-
595,臺中市,1999/03/24,忠明,4.8,1.27,23.3,-,111,41,61.38,18.51,42.87,-,-,-,22.13,-,-,102.0,-
596,臺中市,1999/03/24,豐原,4.5,1.17,22.4,-,95,-,53.12,12.68,40.44,-,-,-,21.0,-,-,83.0,-
597,臺中市,1999/03/24,沙鹿,4.7,0.56,29.4,-,55,-,23.79,2.94,20.85,-,-,-,20.8,-,-,52.0,-
598,臺中市,1999/03/24,大里,5.9,1.08,26.5,-,134,-,61.43,12.31,49.12,-,-,-,22.16,-,-,134.0,-
599,臺中市,1999/03/23,西屯,2.4,0.47,11.6,-,57,-,10.35,3.47,6.88,2.376,0.22,2.15,19.06,-,-,54.0,-
600,臺中市,1999/03/23,忠明,3.3,0.75,17.4,-,66,26,44.31,12.05,32.26,-,-,-,18.75,-,-,58.0,-
601,臺中市,1999/03/23,豐原,2.8,0.78,14.2,-,51,-,41.47,10.66,30.81,-,-,-,17.4,-,-,50.0,-
602,臺中市,1999/03/23,沙鹿,12.4,0.45,19.0,-,40,-,35.2,9.4,25.8,-,-,-,18.29,-,-,40.0,-
603,臺中市,1999/03/23,大里,3.8,0.77,18.5,-,66,-,44.95,8.92,36.03,-,-,-,19.05,-,-,63.0,-
604,臺中市,1999/03/22,西屯,0.5,0.38,14.7,-,20,-,10.41,0.93,9.56,2.114,0.13,1.98,14.48,-,-,20.0,-
605,臺中市,1999/03/22,忠明,1.6,0.66,17.0,-,25,13,35.04,5.08,29.96,-,-,-,14.89,-,-,30.0,-
606,臺中市,1999/03/22,豐原,1.2,0.64,18.7,-,22,-,30.87,5.99,24.88,-,-,-,13.27,-,-,32.0,-
607,臺中市,1999/03/22,沙鹿,4.4,0.47,27.7,-,22,-,22.87,2.83,20.78,-,-,-,14.38,-,-,38.0,-
608,臺中市,1999/03/22,大里,1.7,0.69,12.2,-,27,-,40.0,8.88,31.12,-,-,-,15.48,-,-,28.0,-
609,臺中市,1999/03/21,西屯,0.6,0.4,10.3,-,37,-,11.5,1.21,10.29,2.201,0.1,2.1,18.17,-,-,37.0,-
610,臺中市,1999/03/21,忠明,1.3,0.67,11.5,-,33,19,32.12,6.12,26.0,-,-,-,18.44,-,-,33.0,-
611,臺中市,1999/03/21,豐原,1.2,0.66,9.3,-,23,-,36.78,9.45,27.33,-,-,-,16.8,-,-,25.0,-
612,臺中市,1999/03/21,沙鹿,2.5,0.49,21.9,-,24,-,19.41,1.63,17.78,-,-,-,17.56,-,-,32.0,-
613,臺中市,1999/03/21,大里,1.7,0.65,6.7,-,54,-,38.44,8.7,29.75,-,-,-,19.3,-,-,52.0,-
614,臺中市,1999/03/20,西屯,4.8,0.58,6.8,-,74,-,13.83,6.25,7.58,2.397,0.28,2.11,22.9,-,-,62.0,-
615,臺中市,1999/03/20,忠明,5.3,0.85,13.9,-,107,32,47.38,14.14,33.24,-,-,-,22.67,-,-,78.0,-
616,臺中市,1999/03/20,豐原,4.3,0.8,10.5,-,80,-,50.17,16.6,33.58,-,-,-,21.2,-,-,65.0,-
617,臺中市,1999/03/20,沙鹿,8.1,0.57,14.9,-,63,-,33.25,7.39,25.87,-,-,-,21.32,-,-,57.0,-
618,臺中市,1999/03/20,大里,5.5,0.82,15.3,-,111,-,52.1,18.19,33.91,-,-,-,23.53,-,-,81.0,-
619,臺中市,1999/03/19,西屯,4.1,0.63,6.1,-,41,-,26.42,13.86,12.56,2.542,0.4,2.14,27.12,-,-,41.0,-
620,臺中市,1999/03/19,忠明,3.4,1.37,13.0,-,46,26,57.09,25.87,31.22,-,-,-,27.05,-,-,46.0,-
621,臺中市,1999/03/19,豐原,2.3,0.71,17.3,-,29,-,29.31,4.87,24.43,-,-,-,26.11,-,-,41.0,-
622,臺中市,1999/03/19,沙鹿,1.9,0.42,20.1,-,25,-,14.3,1.65,12.66,-,-,-,27.73,-,-,37.0,-
623,臺中市,1999/03/19,大里,3.5,0.68,14.4,-,69,-,33.43,12.38,21.05,-,-,-,26.8,-,-,60.0,-
624,臺中市,1999/03/18,西屯,5.5,1.15,11.3,-,98,-,32.83,30.91,1.94,3.07,0.77,2.3,25.5,-,-,74.0,-
625,臺中市,1999/03/18,忠明,5.4,1.88,26.4,-,126,56,82.69,35.19,47.49,-,-,-,25.35,-,-,106.0,-
626,臺中市,1999/03/18,豐原,4.0,1.2,23.6,-,78,-,51.69,9.15,42.54,-,-,-,23.82,-,-,83.0,-
627,臺中市,1999/03/18,沙鹿,4.5,0.82,19.8,-,97,-,34.33,7.71,26.62,-,-,-,24.56,-,-,86.0,-
628,臺中市,1999/03/18,大里,6.3,1.03,23.5,-,100,-,56.54,17.03,39.51,-,-,-,25.19,-,-,85.0,-
629,臺中市,1999/03/17,西屯,4.7,0.85,12.7,-,58,-,13.6,12.0,1.6,2.831,0.6,2.23,21.28,-,-,54.0,-
630,臺中市,1999/03/17,忠明,4.4,1.62,21.9,-,82,44,79.51,30.03,49.48,-,-,-,21.12,-,-,66.0,-
631,臺中市,1999/03/17,豐原,4.6,1.55,19.6,-,71,-,71.6,22.56,49.04,-,-,-,20.24,-,-,60.0,-
632,臺中市,1999/03/17,沙鹿,4.7,0.72,-,-,50,-,32.06,5.04,27.02,-,-,-,20.28,-,-,52.0,-
633,臺中市,1999/03/17,大里,4.9,1.17,23.6,-,80,-,66.97,19.03,47.94,-,-,-,21.2,-,-,65.0,-
634,臺中市,1999/03/16,西屯,2.3,0.76,11.4,-,49,-,11.47,10.15,1.33,2.611,0.46,2.15,18.21,-,-,49.0,-
635,臺中市,1999/03/16,忠明,3.3,1.28,13.7,-,67,37,65.1,24.72,40.38,-,-,-,18.24,-,-,58.0,-
636,臺中市,1999/03/16,豐原,2.7,1.12,14.3,-,48,-,57.29,21.17,36.11,-,-,-,16.76,-,-,48.0,-
637,臺中市,1999/03/16,沙鹿,6.6,0.65,22.8,-,52,-,34.68,7.6,27.08,-,-,-,17.84,-,-,51.0,-
638,臺中市,1999/03/16,大里,4.5,1.18,12.4,-,68,-,63.24,17.32,45.92,-,-,-,18.4,-,-,59.0,-
639,臺中市,1999/03/15,西屯,1.3,0.61,10.1,-,37,-,3.21,1.74,1.47,2.331,0.22,2.11,18.34,-,-,37.0,-
640,臺中市,1999/03/15,忠明,2.0,1.0,9.5,-,56,-,43.07,14.84,28.22,-,-,-,18.51,-,-,53.0,-
641,臺中市,1999/03/15,豐原,1.7,0.85,10.2,-,32,-,36.79,10.49,26.29,-,-,-,16.93,-,-,32.0,-
642,臺中市,1999/03/15,沙鹿,6.2,0.58,16.2,-,31,-,24.04,5.21,18.84,-,-,-,18.08,-,-,31.0,-
643,臺中市,1999/03/15,大里,1.8,0.73,5.8,-,43,-,40.25,11.17,29.08,-,-,-,18.92,-,-,43.0,-
644,臺中市,1999/03/14,西屯,3.8,1.25,6.9,-,92,-,41.54,35.91,5.63,3.158,0.6,2.55,21.81,-,-,71.0,-
645,臺中市,1999/03/14,忠明,4.9,2.25,11.2,-,122,-,116.16,65.76,50.4,-,-,-,21.84,-,-,86.0,-
646,臺中市,1999/03/14,豐原,3.1,1.52,16.5,-,97,-,69.97,28.9,41.07,-,-,-,20.9,-,-,73.0,-
647,臺中市,1999/03/14,沙鹿,3.1,0.92,14.9,-,86,-,43.86,14.0,29.86,-,-,-,21.01,-,-,68.0,-
648,臺中市,1999/03/14,大里,5.8,1.43,10.1,-,105,-,96.77,54.34,42.43,-,-,-,21.32,-,-,78.0,-
649,臺中市,1999/03/13,西屯,1.9,0.72,6.0,-,41,-,16.88,12.93,3.96,2.605,0.41,2.19,18.72,-,-,41.0,-
650,臺中市,1999/03/13,忠明,3.0,1.35,6.6,-,59,-,76.66,37.66,39.0,-,-,-,18.71,-,-,54.0,-
651,臺中市,1999/03/13,豐原,2.4,1.22,6.8,-,44,-,66.92,32.5,33.96,-,-,-,17.58,-,-,44.0,-
652,臺中市,1999/03/13,沙鹿,4.3,0.64,12.9,-,32,-,37.28,9.89,27.39,-,-,-,18.33,-,-,32.0,-
653,臺中市,1999/03/13,大里,3.5,1.34,3.2,-,57,-,79.7,40.05,39.65,-,-,-,18.85,-,-,53.0,-
654,臺中市,1999/03/12,西屯,1.8,0.5,9.6,-,39,-,6.78,4.14,2.64,2.413,0.3,2.11,17.43,-,-,39.0,-
655,臺中市,1999/03/12,忠明,2.3,0.92,9.2,-,46,-,49.86,13.26,36.6,-,-,-,17.68,-,-,46.0,-
656,臺中市,1999/03/12,豐原,2.0,0.95,9.8,-,35,-,43.91,11.22,32.69,-,-,-,16.39,-,-,35.0,-
657,臺中市,1999/03/12,沙鹿,4.9,0.52,17.4,-,27,-,27.84,3.36,24.47,-,-,-,17.26,-,-,27.0,-
658,臺中市,1999/03/12,大里,3.0,0.83,4.1,-,49,-,54.33,16.61,37.73,-,-,-,17.98,-,-,49.0,-
659,臺中市,1999/03/11,西屯,1.2,0.38,15.4,-,18,-,2.75,1.16,1.59,2.318,0.2,2.11,17.67,-,-,18.0,-
660,臺中市,1999/03/11,忠明,1.6,0.6,21.4,-,26,19,32.64,4.97,27.67,-,-,-,17.93,-,-,30.0,-
661,臺中市,1999/03/11,豐原,1.3,0.52,21.1,-,21,-,29.44,5.28,24.17,-,-,-,16.25,-,-,30.0,-
662,臺中市,1999/03/11,沙鹿,3.7,0.41,28.2,-,20,-,20.64,2.2,18.44,-,-,-,17.43,-,-,32.0,-
663,臺中市,1999/03/11,大里,1.8,0.56,17.8,-,38,-,37.44,7.31,30.12,-,-,-,18.56,-,-,38.0,-
664,臺中市,1999/03/10,西屯,3.4,0.44,11.3,-,62,-,7.27,2.21,5.06,-,-,-,21.1,-,-,56.0,-
665,臺中市,1999/03/10,忠明,4.5,0.75,19.9,-,88,44,41.19,9.12,32.08,-,-,-,21.07,-,-,69.0,-
666,臺中市,1999/03/10,豐原,2.5,0.75,15.8,-,64,-,38.22,8.14,30.08,-,-,-,19.67,-,-,57.0,-
667,臺中市,1999/03/10,沙鹿,6.7,0.53,22.4,-,47,-,22.27,2.47,19.8,-,-,-,20.37,-,-,47.0,-
668,臺中市,1999/03/10,大里,5.7,0.69,18.5,-,81,-,44.02,8.22,35.8,-,-,-,21.76,-,-,66.0,-
669,臺中市,1999/03/09,西屯,5.2,0.69,9.7,-,77,-,27.64,11.94,15.7,2.627,0.4,2.23,21.53,-,-,64.0,-
670,臺中市,1999/03/09,忠明,5.4,1.12,14.7,-,94,43,63.15,21.82,41.34,-,-,-,21.41,-,-,72.0,-
671,臺中市,1999/03/09,豐原,3.5,0.78,16.7,-,78,-,54.16,18.01,36.16,-,-,-,20.12,-,-,64.0,-
672,臺中市,1999/03/09,沙鹿,7.0,0.66,16.3,-,60,-,34.95,7.1,27.84,-,-,-,20.7,-,-,55.0,-
673,臺中市,1999/03/09,大里,6.8,1.01,14.6,-,113,-,65.19,19.85,45.34,-,-,-,21.56,-,-,81.0,-
674,臺中市,1999/03/08,西屯,4.6,0.5,14.9,-,41,-,19.12,1.9,17.22,2.273,0.16,2.12,20.0,-,-,41.0,-
675,臺中市,1999/03/08,忠明,3.9,0.74,25.9,-,66,32,39.37,5.76,33.61,-,-,-,19.81,-,-,73.0,-
676,臺中市,1999/03/08,豐原,2.3,0.44,22.9,-,51,-,33.44,4.97,28.47,-,-,-,18.33,-,-,51.0,-
677,臺中市,1999/03/08,沙鹿,7.1,0.56,26.2,-,53,-,26.18,2.83,23.34,-,-,-,18.9,-,-,51.0,-
678,臺中市,1999/03/08,大里,4.8,0.74,24.9,-,69,-,42.85,6.74,36.11,-,-,-,20.36,-,-,76.0,-
679,臺中市,1999/03/07,西屯,6.9,0.59,12.1,-,85,-,27.98,12.4,18.82,2.557,0.25,2.31,21.66,-,-,67.0,-
680,臺中市,1999/03/07,忠明,5.3,0.87,20.2,-,130,52,39.03,9.3,29.73,-,-,-,21.6,-,-,90.0,-
681,臺中市,1999/03/07,豐原,4.6,0.62,16.1,-,97,-,42.55,8.21,34.34,-,-,-,20.07,-,-,73.0,-
682,臺中市,1999/03/07,沙鹿,4.1,0.59,24.3,-,93,-,20.7,2.75,17.95,-,-,-,20.77,-,-,71.0,-
683,臺中市,1999/03/07,大里,6.4,0.57,16.2,-,101,-,36.01,6.54,29.46,-,-,-,21.88,-,-,76.0,-
684,臺中市,1999/03/06,西屯,8.3,0.88,13.3,-,96,-,47.15,9.76,37.39,2.78,0.48,2.3,25.22,-,-,73.0,-
685,臺中市,1999/03/06,忠明,8.9,1.17,27.1,-,156,75,67.53,20.24,47.3,-,-,-,25.03,-,-,103.0,-
686,臺中市,1999/03/06,豐原,5.4,1.18,24.1,-,137,-,60.05,12.58,47.47,-,-,-,23.63,-,-,93.0,-
687,臺中市,1999/03/06,沙鹿,9.8,0.75,21.9,-,125,-,39.28,6.65,32.63,-,-,-,23.28,-,-,87.0,-
688,臺中市,1999/03/06,大里,9.9,0.95,26.9,-,134,-,60.39,12.01,48.39,-,-,-,24.79,-,-,92.0,-
689,臺中市,1999/03/05,西屯,6.4,0.78,16.0,-,78,-,40.54,8.43,32.11,2.769,0.42,2.34,25.62,-,-,64.0,-
690,臺中市,1999/03/05,忠明,7.1,1.23,28.9,-,100,58,65.73,21.41,44.32,-,-,-,25.37,-,-,75.0,-
691,臺中市,1999/03/05,豐原,6.0,0.86,29.9,-,83,-,49.09,6.48,42.61,-,-,-,24.24,-,-,90.0,-
692,臺中市,1999/03/05,沙鹿,6.8,0.75,32.1,-,95,-,34.09,4.52,29.57,-,-,-,23.75,-,-,94.0,-
693,臺中市,1999/03/05,大里,7.5,0.89,32.6,-,104,-,52.43,9.41,43.03,-,-,-,25.18,-,-,87.0,-
