序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","臭氧8小時最大值 O3_Max_8_HR (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","相對濕度 RH (percent)","空氣污染指標PSI PSI","紫外線指數 UVB (UVI)"
1687,苗栗縣,1999/03/07,三義,2.3,0.56,22.2,-,98,-,29.44,4.78,24.66,2.473,0.16,2.31,18.22,-,-,74.0,-
1688,苗栗縣,1999/03/06,苗栗,7.9,0.87,14.9,-,107,-,44.86,11.0,33.86,-,-,-,21.96,-,-,79.0,-
1689,苗栗縣,1999/03/06,頭份,27.6,-,-,-,105,-,39.08,12.65,26.43,2.362,0.13,2.23,21.51,-,-,77.0,-
1690,苗栗縣,1999/03/06,三義,2.7,0.66,26.3,-,155,-,42.48,7.59,34.89,2.637,0.19,2.44,21.43,-,-,102.0,-
1691,苗栗縣,1999/03/05,苗栗,6.8,0.84,29.9,-,71,-,49.04,14.14,34.9,-,-,-,23.13,-,-,118.0,-
1692,苗栗縣,1999/03/05,頭份,9.7,-,-,-,80,-,37.42,11.74,25.68,2.55,0.21,2.34,22.36,-,-,65.0,-
1693,苗栗縣,1999/03/05,三義,4.5,0.37,45.7,-,81,-,31.75,5.19,26.56,2.471,0.12,2.35,22.18,-,-,119.0,-
1694,苗栗縣,1999/03/04,苗栗,3.7,0.85,18.5,-,158,-,49.16,18.11,31.05,-,-,-,22.06,-,-,104.0,-
1695,苗栗縣,1999/03/04,頭份,7.2,-,-,-,87,-,39.84,15.78,24.06,2.437,0.22,2.21,21.24,-,-,68.0,-
1696,苗栗縣,1999/03/04,三義,2.5,0.38,30.8,-,56,-,26.81,5.88,20.94,2.282,0.04,2.24,20.72,-,-,53.0,-
1697,苗栗縣,1999/03/03,苗栗,4.4,0.7,14.6,-,-,-,37.57,10.58,26.98,-,-,-,19.73,-,-,36.0,-
1698,苗栗縣,1999/03/03,頭份,19.0,-,-,-,77,-,40.98,16.96,24.02,2.527,0.25,2.28,19.03,-,-,64.0,-
1699,苗栗縣,1999/03/03,三義,1.7,0.39,34.2,-,86,-,18.06,1.06,17.0,2.352,0.1,2.25,18.02,-,-,68.0,-
1700,苗栗縣,1999/03/02,苗栗,6.0,0.81,17.1,-,116,-,62.96,33.34,29.61,-,-,-,19.45,-,-,83.0,-
1701,苗栗縣,1999/03/02,頭份,10.3,-,-,-,60,-,44.72,24.29,20.42,2.614,0.24,2.37,19.19,-,-,55.0,-
1702,苗栗縣,1999/03/02,三義,3.0,0.48,27.6,-,87,-,37.72,12.69,25.03,2.434,0.1,2.34,18.21,-,-,69.0,-
1703,苗栗縣,1999/03/01,苗栗,5.2,0.75,11.0,-,87,-,53.77,21.67,32.1,-,-,-,17.61,-,-,68.0,-
1704,苗栗縣,1999/03/01,頭份,25.5,-,-,-,39,-,41.61,18.05,23.55,2.387,0.19,2.2,17.6,-,-,43.0,-
1705,苗栗縣,1999/03/01,三義,1.9,0.36,23.1,-,69,-,28.08,3.91,24.17,2.412,0.1,2.31,16.2,-,-,59.0,-
1706,彰化縣,1999/03/31,彰化,9.9,0.74,23.1,-,58,-,49.99,14.12,35.86,2.771,0.3,2.47,20.44,-,-,61.0,-
1707,彰化縣,1999/03/31,線西,8.2,-,-,-,37,-,22.76,3.61,19.15,2.447,0.15,2.29,19.48,-,-,37.0,-
1708,彰化縣,1999/03/31,二林,7.2,-,40.0,-,42,-,18.67,1.75,16.92,-,-,-,20.42,-,-,62.0,-
1709,彰化縣,1999/03/30,彰化,3.7,0.56,27.4,-,45,-,35.06,8.49,26.57,-,-,-,18.59,-,-,45.0,-
1710,彰化縣,1999/03/30,線西,5.8,-,-,-,26,-,20.66,1.43,19.23,2.683,0.19,2.5,17.64,-,-,26.0,-
1711,彰化縣,1999/03/30,二林,7.1,-,35.7,-,43,-,18.93,1.49,17.44,-,-,-,18.52,-,-,44.0,-
1712,彰化縣,1999/03/29,彰化,1.7,0.54,31.2,-,43,-,28.19,7.17,21.02,-,-,-,18.77,-,-,43.0,-
1713,彰化縣,1999/03/29,線西,5.7,-,-,-,18,-,18.47,1.31,17.16,2.268,0.02,2.24,18.09,-,-,18.0,-
1714,彰化縣,1999/03/29,二林,2.0,-,40.3,-,41,-,14.09,1.3,12.79,-,-,-,19.15,-,-,43.0,-
1715,彰化縣,1999/03/28,彰化,2.3,0.61,33.9,-,60,-,24.79,5.09,19.7,-,-,-,20.9,-,-,55.0,-
1716,彰化縣,1999/03/28,線西,4.5,-,-,-,33,-,14.27,0.64,13.62,2.578,0.08,2.49,19.88,-,-,33.0,-
1717,彰化縣,1999/03/28,二林,4.1,-,40.7,-,62,-,15.98,1.24,14.74,-,-,-,21.12,-,-,56.0,-
1718,彰化縣,1999/03/27,彰化,7.4,0.69,16.1,-,73,-,43.84,17.7,26.14,-,-,-,23.81,-,-,61.0,-
1719,彰化縣,1999/03/27,線西,7.6,-,-,-,71,-,27.63,7.8,19.83,2.53,0.09,2.44,22.66,-,-,60.0,-
1720,彰化縣,1999/03/27,二林,2.5,-,22.4,-,71,-,25.89,7.71,18.19,-,-,-,23.85,-,-,61.0,-
1721,彰化縣,1999/03/26,彰化,1.2,0.62,17.4,-,48,-,23.94,4.62,19.32,2.608,0.25,2.36,26.9,-,-,48.0,-
1722,彰化縣,1999/03/26,線西,2.7,-,-,-,40,-,19.48,6.05,13.43,2.336,0.05,2.3,26.09,-,-,40.0,-
1723,彰化縣,1999/03/26,二林,2.0,-,18.5,-,57,-,14.49,3.12,11.37,-,-,-,26.76,-,-,53.0,-
1724,彰化縣,1999/03/25,彰化,5.1,0.89,33.5,-,106,-,41.86,9.76,32.1,3.247,0.6,2.64,25.6,-,-,89.0,-
1725,彰化縣,1999/03/25,線西,8.1,-,-,-,100,-,36.33,10.89,25.45,2.889,0.32,2.56,24.85,-,-,75.0,-
1726,彰化縣,1999/03/25,二林,6.0,-,42.0,-,109,-,26.85,6.04,20.82,-,-,-,25.59,-,-,104.0,-
1727,彰化縣,1999/03/24,彰化,6.6,0.92,22.7,-,103,-,49.81,10.15,39.66,3.072,0.49,2.58,21.18,-,-,76.0,-
1728,彰化縣,1999/03/24,線西,6.1,-,-,-,46,-,25.11,3.07,22.04,2.513,0.12,2.39,20.29,-,-,46.0,-
1729,彰化縣,1999/03/24,二林,3.0,0.45,35.5,-,87,-,17.06,1.04,16.02,-,-,-,21.36,-,-,69.0,-
1730,彰化縣,1999/03/23,彰化,9.3,0.7,12.4,-,69,-,57.99,22.23,35.76,2.878,0.35,2.54,18.53,-,-,60.0,-
1731,彰化縣,1999/03/23,線西,9.8,-,-,-,28,-,26.13,6.08,20.06,2.467,0.1,2.37,17.92,-,-,28.0,-
1732,彰化縣,1999/03/23,二林,8.6,0.31,26.7,-,48,-,23.29,3.26,20.03,-,-,-,18.77,-,-,48.0,-
1733,彰化縣,1999/03/22,彰化,2.5,0.71,21.8,-,26,-,39.58,12.54,27.05,2.508,0.23,2.28,14.88,-,-,33.0,-
1734,彰化縣,1999/03/22,線西,5.5,-,-,-,21,-,27.17,3.19,23.98,2.356,0.11,2.23,14.41,-,-,21.0,-
1735,彰化縣,1999/03/22,二林,2.3,0.34,31.1,-,28,-,16.35,0.83,15.52,-,-,-,14.84,-,-,37.0,-
1736,彰化縣,1999/03/21,彰化,2.9,0.68,15.3,-,43,-,36.45,11.06,25.39,2.656,0.23,2.42,18.48,-,-,43.0,-
1737,彰化縣,1999/03/21,線西,5.1,-,-,-,20,-,23.12,1.53,21.58,2.548,0.07,2.47,17.81,-,-,20.0,-
1738,彰化縣,1999/03/21,二林,4.1,0.36,23.1,-,37,-,20.34,2.36,17.98,-,-,-,18.93,-,-,37.0,-
1739,彰化縣,1999/03/20,彰化,8.8,0.8,12.9,-,91,-,51.31,17.36,33.95,2.66,0.34,2.32,22.11,-,-,71.0,-
1740,彰化縣,1999/03/20,線西,8.6,-,-,-,63,-,32.43,6.95,25.48,2.683,0.18,2.51,20.83,-,-,57.0,-
1741,彰化縣,1999/03/20,二林,7.9,0.47,21.8,-,74,-,28.75,5.81,22.94,-,-,-,22.31,-,-,62.0,-
1742,彰化縣,1999/03/19,彰化,2.9,0.69,13.4,-,44,-,29.78,8.9,20.89,-,-,-,27.37,-,-,44.0,-
1743,彰化縣,1999/03/19,線西,3.2,-,-,-,34,-,20.24,5.78,14.46,2.31,0.12,2.19,26.85,-,-,34.0,-
1744,彰化縣,1999/03/19,二林,1.1,0.32,17.9,-,36,-,15.24,4.4,10.84,-,-,-,27.91,-,-,36.0,-
1745,彰化縣,1999/03/18,彰化,6.7,1.41,20.7,-,134,-,64.65,23.97,40.68,-,-,-,24.8,-,-,112.0,-
1746,彰化縣,1999/03/18,線西,6.2,-,-,-,93,-,43.18,15.01,28.17,2.651,0.28,2.37,24.15,-,-,72.0,-
1747,彰化縣,1999/03/18,二林,3.2,0.61,25.4,-,101,-,25.95,6.04,19.92,-,-,-,25.93,-,-,79.0,-
1748,彰化縣,1999/03/17,彰化,6.9,1.21,22.5,-,91,-,63.62,19.6,44.02,-,-,-,20.69,-,-,71.0,-
1749,彰化縣,1999/03/17,線西,7.2,-,-,-,45,-,34.31,5.29,29.03,2.435,0.21,2.22,20.23,-,-,45.0,-
1750,彰化縣,1999/03/17,二林,4.6,0.46,38.1,-,54,-,24.19,4.16,20.04,-,-,-,21.01,-,-,65.0,-
1751,彰化縣,1999/03/16,彰化,5.9,1.04,15.0,-,69,-,62.95,23.08,39.87,-,-,-,18.01,-,-,60.0,-
1752,彰化縣,1999/03/16,線西,11.8,-,-,-,55,-,44.1,11.43,32.68,2.355,0.17,2.18,17.7,-,-,53.0,-
1753,彰化縣,1999/03/16,二林,7.1,0.56,27.2,-,68,-,31.56,4.84,26.72,-,-,-,18.41,-,-,59.0,-
1754,彰化縣,1999/03/15,彰化,4.7,0.9,11.4,-,54,-,43.8,16.55,27.25,-,-,-,18.48,-,-,52.0,-
1755,彰化縣,1999/03/15,線西,3.7,-,-,-,34,-,18.22,2.68,15.53,2.448,0.09,2.36,18.03,-,-,34.0,-
1756,彰化縣,1999/03/15,二林,4.0,0.49,20.6,-,59,-,18.7,2.81,15.89,-,-,-,19.0,-,-,54.0,-
1757,彰化縣,1999/03/14,彰化,5.5,1.5,14.4,-,129,-,76.59,36.67,39.91,-,-,-,21.02,-,-,89.0,-
1758,彰化縣,1999/03/14,線西,7.2,-,-,-,66,-,62.66,26.08,36.58,2.929,0.43,2.49,20.16,-,-,58.0,-
1759,彰化縣,1999/03/14,二林,6.4,0.78,19.8,-,118,-,54.04,22.56,31.48,-,-,-,21.37,-,-,84.0,-
1760,彰化縣,1999/03/13,彰化,5.9,1.12,8.6,-,70,-,74.97,37.88,37.09,-,-,-,18.43,-,-,60.0,-
1761,彰化縣,1999/03/13,線西,6.5,-,-,-,26,-,36.73,6.83,29.91,2.597,0.11,2.52,18.31,-,-,26.0,-
1762,彰化縣,1999/03/13,二林,5.7,0.43,17.6,-,51,-,32.3,5.34,26.96,-,-,-,19.12,-,-,50.0,-
1763,彰化縣,1999/03/12,彰化,4.2,0.88,10.8,-,54,-,51.33,17.17,34.16,-,-,-,17.53,-,-,52.0,-
1764,彰化縣,1999/03/12,線西,6.2,-,-,-,24,-,27.81,3.09,24.72,2.319,0.04,2.28,17.24,-,-,24.0,-
1765,彰化縣,1999/03/12,二林,4.5,-,22.3,-,75,-,23.54,1.89,21.64,-,-,-,18.0,-,-,62.0,-
1766,彰化縣,1999/03/11,彰化,2.1,0.65,23.5,-,33,-,37.39,10.95,26.43,2.693,0.31,2.39,18.01,-,-,33.0,-
1767,彰化縣,1999/03/11,線西,4.9,-,-,-,20,-,21.96,2.42,19.54,2.591,0.17,2.42,17.28,-,-,20.0,-
1768,彰化縣,1999/03/11,二林,3.0,-,33.8,-,40,-,18.01,0.81,17.19,-,-,-,18.34,-,-,40.0,-
1769,彰化縣,1999/03/10,彰化,7.5,0.74,18.6,-,83,-,43.19,11.57,31.62,2.714,0.28,2.44,20.82,-,-,67.0,-
1770,彰化縣,1999/03/10,線西,7.5,-,-,-,36,-,23.02,2.16,20.86,2.248,0.02,2.23,19.93,-,-,36.0,-
1771,彰化縣,1999/03/10,二林,6.7,-,28.7,-,78,-,23.47,2.52,20.96,-,-,-,21.22,-,-,64.0,-
1772,彰化縣,1999/03/09,彰化,14.1,0.99,13.5,-,104,-,68.3,27.75,40.56,3.108,0.47,2.64,21.11,-,-,77.0,-
1773,彰化縣,1999/03/09,線西,12.0,-,-,-,54,-,39.11,9.65,29.47,2.51,0.22,2.29,20.36,-,-,52.0,-
1774,彰化縣,1999/03/09,二林,11.2,0.55,22.4,-,111,-,39.69,11.83,27.86,-,-,-,21.28,-,-,80.0,-
1775,彰化縣,1999/03/08,彰化,6.8,0.8,22.4,-,75,-,44.68,11.24,33.43,2.909,0.35,2.56,19.37,-,-,62.0,-
1776,彰化縣,1999/03/08,線西,6.9,-,-,-,41,-,25.32,2.99,22.33,2.635,0.15,2.49,18.38,-,-,41.0,-
1777,彰化縣,1999/03/08,二林,6.1,0.4,34.3,-,73,-,20.19,1.85,18.33,-,-,-,19.51,-,-,62.0,-
1778,彰化縣,1999/03/07,彰化,5.3,0.71,21.8,-,113,-,31.83,5.78,26.04,2.719,0.2,2.52,21.3,-,-,82.0,-
1779,彰化縣,1999/03/07,線西,4.0,-,-,-,65,-,16.65,1.76,14.89,2.503,0.18,2.32,20.41,-,-,58.0,-
1780,彰化縣,1999/03/07,二林,1.8,0.44,33.3,-,109,-,11.79,0.77,11.01,-,-,-,21.26,-,-,79.0,-
1781,彰化縣,1999/03/06,彰化,12.0,1.04,20.8,-,157,-,59.87,14.26,45.61,3.028,0.46,2.57,23.81,-,-,104.0,-
1782,彰化縣,1999/03/06,線西,8.8,-,-,-,80,-,31.68,4.71,26.96,2.408,0.09,2.31,22.76,-,-,65.0,-
1783,彰化縣,1999/03/06,二林,7.7,0.54,33.0,-,132,-,28.14,5.83,22.31,-,-,-,23.57,-,-,91.0,-
1784,彰化縣,1999/03/05,彰化,12.6,1.13,25.0,-,128,-,69.2,22.57,47.34,3.437,0.69,2.74,24.4,-,-,89.0,-
1785,彰化縣,1999/03/05,線西,10.3,-,-,-,81,-,37.77,10.0,28.2,2.436,0.16,2.28,22.91,-,-,66.0,-
1786,彰化縣,1999/03/05,二林,7.6,0.56,40.2,-,139,-,23.24,3.52,19.72,-,-,-,24.29,-,-,95.0,-
1787,彰化縣,1999/03/04,彰化,12.2,0.99,18.3,-,101,-,64.62,20.67,43.95,3.153,0.57,2.58,23.42,-,-,75.0,-
1788,彰化縣,1999/03/04,線西,6.4,-,-,-,52,-,29.7,4.43,25.27,2.355,0.1,2.25,22.03,-,-,51.0,-
1789,彰化縣,1999/03/04,二林,6.9,0.4,31.4,-,101,-,22.01,2.84,19.16,-,-,-,23.17,-,-,76.0,-
1790,彰化縣,1999/03/03,彰化,6.7,0.81,23.8,-,99,-,48.0,13.66,34.34,2.754,0.31,2.45,21.75,-,-,75.0,-
1791,彰化縣,1999/03/03,線西,8.2,-,-,-,67,-,31.17,4.5,26.67,2.258,0.05,2.21,20.74,-,-,58.0,-
1792,彰化縣,1999/03/03,二林,9.5,0.47,24.8,-,129,-,32.01,4.26,27.74,-,-,-,21.79,-,-,89.0,-
1793,彰化縣,1999/03/02,彰化,13.3,1.04,17.1,-,122,-,69.97,28.23,41.74,3.089,0.6,2.49,21.27,-,-,86.0,-
1794,彰化縣,1999/03/02,線西,7.8,-,-,-,62,-,27.98,4.2,23.79,2.466,0.18,2.29,20.09,-,-,56.0,-
1795,彰化縣,1999/03/02,二林,8.4,0.48,22.9,-,111,-,31.3,5.58,25.73,-,-,-,20.94,-,-,81.0,-
1796,彰化縣,1999/03/01,彰化,8.7,0.75,17.4,-,88,-,52.19,16.88,35.31,2.93,0.39,2.54,19.22,-,-,69.0,-
1797,彰化縣,1999/03/01,線西,10.5,-,-,-,31,-,36.02,8.72,27.29,2.412,0.09,2.33,18.16,-,-,31.0,-
1798,彰化縣,1999/03/01,二林,7.5,0.39,23.0,-,79,-,25.79,4.65,21.14,-,-,-,19.02,-,-,64.0,-
1799,南投縣,1999/03/31,南投,4.7,0.72,30.5,-,88,-,39.79,4.2,35.59,2.667,0.37,2.29,20.78,-,-,72.0,-
1800,南投縣,1999/03/31,埔里,1.7,0.86,-,-,-,-,8.32,0.4,7.92,2.157,0.14,2.02,21.61,-,-,86.0,-
1801,南投縣,1999/03/31,竹山,2.9,0.71,36.8,-,117,-,39.46,7.17,32.3,-,-,-,23.55,-,-,102.0,-
1802,南投縣,1999/03/30,南投,2.2,0.56,27.0,-,55,-,30.63,2.44,28.18,2.533,0.34,2.19,18.69,-,-,59.0,-
1803,南投縣,1999/03/30,埔里,0.7,0.75,42.7,-,-,-,5.08,0.07,5.02,2.234,0.13,2.1,21.67,-,-,79.0,-
1804,南投縣,1999/03/30,竹山,1.8,0.47,26.2,-,82,-,32.3,3.88,28.43,-,-,-,21.73,-,-,78.0,-
1805,南投縣,1999/03/29,南投,0.8,0.53,26.2,-,52,-,27.35,2.98,24.37,2.568,0.37,2.2,18.73,-,-,55.0,-
1806,南投縣,1999/03/29,埔里,0.3,0.79,37.5,-,-,-,4.35,0.0,4.34,2.2,0.09,2.11,21.0,-,-,77.0,-
1807,南投縣,1999/03/29,竹山,1.1,0.46,24.0,-,80,-,26.49,4.29,22.2,-,-,-,22.01,-,-,73.0,-
1808,南投縣,1999/03/28,南投,1.0,0.58,31.4,-,79,-,22.54,1.55,21.0,2.394,0.21,2.19,20.69,-,-,71.0,-
1809,南投縣,1999/03/28,埔里,0.1,0.87,41.3,-,144,-,4.99,0.06,4.93,2.246,0.11,2.14,22.55,-,-,97.0,-
1810,南投縣,1999/03/28,竹山,1.1,0.6,30.8,-,106,-,24.11,1.71,22.41,-,-,-,23.62,-,-,92.0,-
1811,南投縣,1999/03/27,南投,4.2,0.5,15.5,-,75,-,32.23,8.66,23.56,2.539,0.29,2.25,23.83,-,-,62.0,-
1812,南投縣,1999/03/27,埔里,0.5,0.7,42.0,-,93,-,5.97,0.45,5.52,2.221,0.15,2.07,24.81,-,-,82.0,-
1813,南投縣,1999/03/27,竹山,2.4,0.47,23.8,-,93,-,32.01,9.57,22.43,-,-,-,26.94,-,-,71.0,-
1814,南投縣,1999/03/26,南投,1.3,0.46,18.1,-,71,-,24.17,6.97,17.2,2.218,0.1,2.1,25.99,-,-,61.0,-
1815,南投縣,1999/03/26,埔里,0.6,0.67,37.7,-,109,-,4.77,0.14,4.62,2.227,0.1,2.13,24.69,-,-,80.0,-
1816,南投縣,1999/03/26,竹山,1.6,0.45,16.3,-,68,-,27.46,12.55,14.91,-,-,-,28.54,-,-,59.0,-
1817,南投縣,1999/03/25,南投,2.0,0.62,32.9,-,103,-,25.9,6.03,19.87,2.532,0.29,2.23,24.8,-,-,91.0,-
1818,南投縣,1999/03/25,埔里,2.1,0.91,31.7,-,146,-,8.49,1.04,7.45,2.51,0.22,2.29,23.67,-,-,98.0,-
1819,南投縣,1999/03/25,竹山,2.1,0.59,35.2,-,112,-,33.81,11.1,22.71,-,-,-,28.0,-,-,97.0,-
1820,南投縣,1999/03/24,南投,3.2,0.86,24.3,-,161,-,42.18,7.01,35.17,2.787,0.51,2.28,21.38,-,-,105.0,-
1821,南投縣,1999/03/24,埔里,-,0.91,34.9,-,120,-,7.71,0.02,7.69,2.385,0.19,2.21,21.92,-,-,85.0,-
1822,南投縣,1999/03/24,竹山,2.2,0.59,30.4,-,154,-,38.77,5.16,33.61,-,-,-,24.25,-,-,102.0,-
1823,南投縣,1999/03/23,南投,2.6,0.77,21.1,-,97,-,39.98,7.8,32.18,2.759,0.44,2.32,17.95,-,-,74.0,-
1824,南投縣,1999/03/23,埔里,-,0.93,36.9,-,103,-,7.33,0.06,7.27,2.47,0.2,2.27,19.83,-,-,77.0,-
1825,南投縣,1999/03/23,竹山,1.0,0.66,16.1,-,88,-,43.91,9.64,34.28,-,-,-,20.81,-,-,78.0,-
1826,南投縣,1999/03/22,南投,1.9,0.74,13.0,-,39,-,38.62,8.53,30.1,2.659,0.44,2.22,14.13,-,-,39.0,-
1827,南投縣,1999/03/22,埔里,-,0.96,3.6,-,-,-,13.22,2.45,10.77,2.294,0.13,2.17,17.1,-,-,54.0,-
1828,南投縣,1999/03/22,竹山,1.4,0.67,8.1,-,44,-,36.85,6.9,29.95,-,-,-,16.91,-,-,44.0,-
1829,南投縣,1999/03/21,南投,1.4,0.78,8.5,-,68,-,38.27,9.11,29.16,2.712,0.36,2.35,18.43,-,-,59.0,-
1830,南投縣,1999/03/21,埔里,-,1.0,10.5,-,132,-,12.31,1.34,10.97,2.35,0.15,2.21,21.49,-,-,91.0,-
1831,南投縣,1999/03/21,竹山,2.5,0.74,6.5,-,84,-,49.82,15.57,34.25,-,-,-,22.09,-,-,67.0,-
1832,南投縣,1999/03/20,南投,4.0,0.71,16.4,-,105,-,43.82,13.51,30.31,2.649,0.34,2.31,22.95,-,-,78.0,-
1833,南投縣,1999/03/20,埔里,-,0.73,29.5,-,82,-,9.21,1.89,7.32,2.122,0.1,2.04,23.74,-,-,76.0,-
1834,南投縣,1999/03/20,竹山,4.2,0.59,11.5,-,107,-,53.1,16.68,36.42,-,-,-,26.1,-,-,79.0,-
1835,南投縣,1999/03/19,南投,0.8,0.51,12.4,-,67,-,25.92,10.26,15.66,2.281,0.18,2.1,25.68,-,-,59.0,-
1836,南投縣,1999/03/19,埔里,-,0.7,15.8,-,102,-,7.57,1.7,5.86,2.206,0.16,2.05,23.46,-,-,76.0,-
1837,南投縣,1999/03/19,竹山,1.9,0.41,13.7,-,39,-,27.65,12.99,14.66,-,-,-,29.3,-,-,39.0,-
1838,南投縣,1999/03/18,南投,3.0,0.82,17.0,-,83,-,41.26,12.21,29.05,2.729,0.41,2.32,24.58,-,-,66.0,-
1839,南投縣,1999/03/18,埔里,-,0.81,23.6,-,86,-,13.91,2.24,11.67,2.342,0.2,2.14,22.72,-,-,68.0,-
1840,南投縣,1999/03/18,竹山,2.1,0.58,21.3,-,78,-,33.73,8.04,25.69,-,-,-,28.7,-,-,64.0,-
1841,南投縣,1999/03/17,南投,2.4,1.22,27.8,-,94,-,47.38,8.99,38.38,3.206,0.85,2.36,20.45,-,-,81.0,-
1842,南投縣,1999/03/17,埔里,-,0.73,41.0,-,46,-,7.42,0.43,7.0,2.155,0.14,2.01,20.32,-,-,66.0,-
1843,南投縣,1999/03/17,竹山,1.6,0.76,35.2,-,90,-,34.06,4.99,29.07,-,-,-,24.42,-,-,86.0,-
1844,南投縣,1999/03/16,南投,2.6,1.03,9.4,-,76,-,51.42,13.15,38.27,3.048,0.69,2.36,17.19,-,-,63.0,-
1845,南投縣,1999/03/16,埔里,-,0.84,23.0,-,76,-,9.34,10.31,8.31,2.159,0.12,2.04,18.24,-,-,63.0,-
1846,南投縣,1999/03/16,竹山,2.7,0.88,4.6,-,95,-,57.2,16.58,40.62,-,-,-,19.84,-,-,73.0,-
1847,南投縣,1999/03/15,南投,0.9,0.87,8.1,-,69,-,37.21,10.14,27.08,2.651,0.39,2.26,18.33,-,-,59.0,-
1848,南投縣,1999/03/15,埔里,-,0.92,15.0,-,69,-,14.74,2.81,11.93,2.313,0.17,2.14,19.86,-,-,60.0,-
1849,南投縣,1999/03/15,竹山,2.4,0.72,4.8,-,92,-,36.27,11.47,24.8,-,-,-,20.28,-,-,71.0,-
1850,南投縣,1999/03/14,南投,3.3,1.38,18.8,-,162,-,65.51,31.0,34.51,3.109,0.61,2.5,21.46,-,-,106.0,-
1851,南投縣,1999/03/14,埔里,-,1.05,10.6,-,85,-,20.46,9.72,10.73,2.459,0.21,2.25,19.99,-,-,68.0,-
1852,南投縣,1999/03/14,竹山,3.6,1.12,18.0,-,172,-,75.59,37.3,38.29,-,-,-,22.02,-,-,111.0,-
1853,南投縣,1999/03/13,南投,1.2,1.19,6.7,-,78,-,61.12,23.12,38.0,3.201,0.81,2.39,18.12,-,-,64.0,-
1854,南投縣,1999/03/13,埔里,-,0.95,8.5,-,85,-,19.4,6.43,12.97,2.548,0.19,2.36,18.8,-,-,68.0,-
1855,南投縣,1999/03/13,竹山,3.0,1.03,5.1,-,109,-,69.07,28.78,40.29,-,-,-,19.42,-,-,80.0,-
1856,南投縣,1999/03/12,南投,1.0,1.0,5.8,-,76,-,52.34,15.32,37.02,3.015,0.67,2.35,17.18,-,-,63.0,-
1857,南投縣,1999/03/12,埔里,-,0.8,16.4,-,-,-,16.01,2.74,13.27,2.287,0.18,2.11,17.79,-,-,68.0,-
1858,南投縣,1999/03/12,竹山,2.4,0.82,2.2,-,106,-,61.88,20.06,41.81,-,-,-,17.97,-,-,78.0,-
1859,南投縣,1999/03/11,南投,1.4,0.67,21.5,-,50,-,32.71,3.63,29.08,-,-,-,17.57,-,-,52.0,-
1860,南投縣,1999/03/11,埔里,-,-,-,-,-,-,-,-,-,-,-,-,18.49,-,-,-,-
1861,南投縣,1999/03/11,竹山,1.3,0.5,15.4,-,76,-,33.94,3.86,30.08,-,-,-,18.11,-,-,63.0,-
1862,南投縣,1999/03/10,南投,6.9,0.85,21.3,-,124,-,40.87,7.84,33.02,-,-,-,21.32,-,-,87.0,-
1863,南投縣,1999/03/10,埔里,-,1.04,42.0,-,-,-,14.24,3.02,11.22,2.582,0.35,2.24,21.9,-,-,75.0,-
1864,南投縣,1999/03/10,竹山,2.9,0.73,22.0,-,136,-,43.59,10.05,33.54,-,-,-,21.67,-,-,93.0,-
1865,南投縣,1999/03/09,南投,4.4,0.98,18.7,-,120,-,44.58,10.88,33.7,-,-,-,20.49,-,-,85.0,-
1866,南投縣,1999/03/09,埔里,-,1.12,39.6,-,-,-,19.2,4.3,14.9,2.525,0.21,2.31,20.52,-,-,69.0,-
1867,南投縣,1999/03/09,竹山,4.3,0.7,19.4,-,156,-,46.97,11.5,35.47,-,-,-,20.67,-,-,103.0,-
1868,南投縣,1999/03/08,南投,4.0,0.76,22.8,-,77,-,33.93,3.53,30.4,-,-,-,18.98,-,-,64.0,-
1869,南投縣,1999/03/08,埔里,3.9,0.94,32.6,-,82,-,14.74,3.6,11.14,2.286,0.13,2.15,20.21,-,-,66.0,-
1870,南投縣,1999/03/08,竹山,5.7,0.63,19.9,-,107,-,35.7,3.78,31.92,-,-,-,19.39,-,-,79.0,-
1871,南投縣,1999/03/07,南投,3.4,0.72,18.1,-,112,-,30.02,4.56,25.46,-,-,-,21.21,-,-,81.0,-
1872,南投縣,1999/03/07,埔里,7.4,0.91,39.1,-,111,-,15.39,3.27,12.12,2.305,0.13,2.19,21.82,-,-,81.0,-
1873,南投縣,1999/03/07,竹山,1.7,0.57,17.1,-,130,-,31.39,6.58,24.81,-,-,-,21.91,-,-,90.0,-
1874,南投縣,1999/03/06,南投,4.3,0.82,41.5,-,128,-,36.4,4.18,32.23,2.696,0.36,2.34,23.72,-,-,92.0,-
1875,南投縣,1999/03/06,埔里,-,0.94,49.1,-,134,-,16.97,2.99,13.98,2.426,0.19,2.23,23.11,-,-,92.0,-
1876,南投縣,1999/03/06,竹山,3.2,0.62,46.1,-,178,-,41.29,7.69,33.6,-,-,-,24.32,-,-,152.0,-
1877,南投縣,1999/03/05,南投,4.1,0.82,29.6,-,86,-,44.45,9.43,35.02,2.836,0.47,2.37,23.49,-,-,75.0,-
